mc,counts,ion,charge,ion2,charge2
1.0,3465784,H,1.0,,
2.0,10198,HH,1.0,,
3.0,56,HHH,1.0,,
6.0,1140840,C,2.0,,
6.5,12688,C,2.0,,
7.0,879799,N,2.0,,
7.5,3533,N,2.0,,
8.0,125017941,O,2.0,,
9.0,250536,O,2.0,,
12.0,593237,C,1.0,,
13.0,6598,C,1.0,,
14.0,1725097,N,1.0,,
15.0,6928,N,1.0,,
16.0,243759593,O,1.0,S,2.0
16.5,138562,S,2.0,,
17.0,1307146,S,2.0,HO,1.0
18.0,459215,O,1.0,HHO,1.0
19.0,1161,HO,1.0,,
23.0,43300654,Na,1.0,,
24.0,1031,CC,1.0,,
26.0,1448,NC,1.0,,
28.0,1740,NN,1.0,,
31.5,37754704,Cu,2.0,,
32.0,64468525,OO,1.0,S,1.0
32.5,16804117,Cu,2.0,,
33.0,485930,HOO,1.0,S,1.0
34.0,1362395,S,1.0,OO,1.0
35.0,1022,HOO,1.0,HOO,1.0
36.0,148,OO,1.0,,
39.0,26904139,K,1.0,,
41.0,1934095,K,1.0,,
44.0,86805,COO,1.0,NNO,1.0
45.0,956,COO,1.0,,
46.0,344,COO,1.0,COO,1.0
48.0,15887690,OOO,1.0,,
50.0,95517,OOO,1.0,OOO,1.0
52.0,191,OOO,1.0,OOO,1.0
56.5,968202,In,2.0,,
57.5,21548136,In,2.0,,
63.0,59928104,Cu,1.0,,
65.0,26674484,Cu,1.0,CuHH,1.0
67.0,570,CuHH,1.0,,
79.0,11308812,CuO,1.0,,
81.0,5056064,CuO,1.0,CuO,1.0
83.0,10086,CuO,1.0,,
113.0,1861928,In,1.0,,
115.0,41438724,In,1.0,,
122.0,562908,Te,1.0,,
123.0,194852,Te,1.0,,
124.0,1039215,Te,1.0,,
125.0,1537173,Te,1.0,,
126.0,4113562,Te,1.0,,
128.0,6863153,Te,1.0,,
130.0,7317810,Te,1.0,,
141.0,43300654,Pr,1.0,,
