mc,counts,ion,charge,ion2,charge2
1.0,1155261,H,1.0,,
2.0,1259,HH,1.0,,
3.0,5508394,Li,2.0,,
3.5,68929368,Li,2.0,,
6.0,10170994,Li,1.0,C,2.0
6.5,12688,C,2.0,,
7.0,116311151,Li,1.0,N,2.0
7.5,13301,N,2.0,,
8.0,94013150,O,2.0,,
9.0,188403,O,2.0,,
12.0,661687,C,1.0,,
13.0,7359,C,1.0,,
14.0,5175294,N,1.0,,
15.0,20784,N,1.0,,
16.0,167880622,O,1.0,,
17.0,161011,HO,1.0,,
18.0,336721,O,1.0,HHO,1.0
19.0,322,HO,1.0,,
23.0,129901960,Na,1.0,,
24.0,859,CC,1.0,,
25.0,77941,V,2.0,,
25.5,25928432,V,2.0,,
26.0,3787,NC,1.0,,
27.0,42,NC,1.0,,
28.0,24256,NN,1.0,,
29.0,11829933,Ni,2.0,NN,1.0
30.0,4520588,Ni,2.0,,
30.5,190522,Ni,2.0,,
31.0,623529,Ni,2.0,,
32.0,20363209,OO,1.0,Ni,2.0
33.0,40569,HOO,1.0,,
34.0,81112,OO,1.0,OO,1.0
35.0,8876797,Ge,2.0,HOO,1.0
36.0,11864460,Ge,2.0,OO,1.0
36.5,3377451,Ge,2.0,,
37.0,15804738,Ge,2.0,,
37.5,3377451,Ge,2.0,,
44.0,57247,COO,1.0,NNO,1.0
45.0,615,COO,1.0,NNO,1.0
46.0,201,COO,1.0,COO,1.0
46.5,15745692,Nb,2.0,,
48.0,8422091,OOO,1.0,,
50.0,97398,V,1.0,OOO,1.0
51.0,15557059,V,1.0,,
52.0,101,OOO,1.0,OOO,1.0
58.0,6269760,Ni,1.0,,
59.0,10314,NiH,1.0,,
60.0,2395911,Ni,1.0,,
61.0,104918,Ni,1.0,NiH,1.0
62.0,330636,Ni,1.0,NiH,1.0
63.0,543,NiH,1.0,,
64.0,82617,Ni,1.0,,
65.0,135,NiH,1.0,,
70.0,5868509,Ge,1.0,NiC,1.0
71.0,110,NiC,1.0,,
72.0,7834285,Ge,1.0,NiC,1.0
73.0,2229319,Ge,1.0,NiC,1.0
74.0,11630736,Ge,1.0,NiO,1.0
75.0,2229117,Ge,1.0,,
76.0,460749,NiO,1.0,NiO,1.0
77.0,19311,NiO,1.0,,
78.0,64120,NiO,1.0,NiO,1.0
79.0,38,NiO,1.0,,
80.0,15927,NiO,1.0,NiO,1.0
82.0,31,NiO,1.0,,
90.0,510379,NiOO,1.0,,
92.0,197080,NiOO,1.0,NiOO,1.0
93.0,10242919,Nb,1.0,NiOO,1.0
94.0,27683,NiOO,1.0,NiOO,1.0
96.0,6833,NiOO,1.0,NiOO,1.0
106.0,172944,NiOOO,1.0,,
108.0,67128,NiOOO,1.0,NiOOO,1.0
109.0,2785,NiOOO,1.0,,
110.0,9513,NiOOO,1.0,NiOOO,1.0
112.0,2278,NiOOO,1.0,,
132.0,29272,NiNiO,1.0,,
134.0,22431,NiNiO,1.0,NiNiO,1.0
135.0,942,NiNiO,1.0,NiNiO,1.0
136.0,7405,NiNiO,1.0,NiNiO,1.0
137.0,360,NiNiO,1.0,NiNiO,1.0
138.0,1950,NiNiO,1.0,NiNiO,1.0
139.0,49,NiNiO,1.0,NiNiO,1.0
140.0,376,NiNiO,1.0,NiNiO,1.0
142.0,40,NiNiO,1.0,NiNiO,1.0
