mc,counts,ion,charge,ion2,charge2
1.0,32332886,H,1.0,,
2.0,828442,HH,1.0,,
3.0,39709,HHH,1.0,,
6.0,1283445,C,2.0,,
6.5,14274,C,2.0,,
7.0,815108,N,2.0,,
7.5,3273,N,2.0,,
8.0,31589251,O,2.0,,
9.0,12728745,Al,3.0,O,2.0
12.0,59480010,Mg,2.0,C,1.0
12.5,7429669,Mg,2.0,,
13.0,8256498,Mg,2.0,C,1.0
13.5,32475490,Al,2.0,,
14.0,1293823,N,1.0,,
15.0,5196,N,1.0,,
16.0,61939710,O,1.0,,
17.0,1322530,HO,1.0,,
18.0,214030,O,1.0,HHO,1.0
19.0,2650,HO,1.0,,
20.0,180,HHO,1.0,,
24.0,101070135,Mg,1.0,CC,1.0
25.0,12809776,Mg,1.0,,
26.0,14220167,Mg,1.0,NC,1.0
27.0,17861519,Al,1.0,,
28.0,615461,AlH,1.0,NN,1.0
29.0,16172555,Ni,2.0,AlHH,1.0
29.5,28867103,Co,2.0,,
30.0,6164438,Ni,2.0,,
30.5,259803,Ni,2.0,,
31.0,850267,Ni,2.0,,
32.0,2456573,OO,1.0,Ni,2.0
33.0,220801,HOO,1.0,,
34.0,17884,HHOO,1.0,OO,1.0
35.0,9684485,Ge,2.0,HOO,1.0
36.0,12942958,Ge,2.0,,
36.5,3684492,Ge,2.0,,
37.0,17241533,Ge,2.0,,
37.5,3684492,Ge,2.0,,
43.0,1631989,AlO,1.0,,
44.0,6070,COO,1.0,NNO,1.0
45.0,8421,AlHHO,1.0,AlO,1.0
48.0,372227,OOO,1.0,,
50.0,2237,OOO,1.0,OOO,1.0
56.5,1199674,In,2.0,,
57.5,26699725,In,2.0,,
58.0,9420519,Ni,1.0,Sn,2.0
58.5,2800686,Sb,2.0,,
59.0,21080850,Co,1.0,Sn,2.0
59.5,698223,Sn,2.0,,
60.0,5774378,Ni,1.0,Sn,2.0
60.5,20841471,Sb,2.0,,
61.0,690844,Sn,2.0,NiH,1.0
61.5,15531078,Sb,2.0,,
62.0,896059,Sn,2.0,Ni,1.0
63.0,25416,NiH,1.0,,
64.0,108409,Ni,1.0,,
65.0,6354,NiH,1.0,,
70.0,5266556,Ge,1.0,AlAlO,1.0
71.0,199,NiC,1.0,,
72.0,6866867,Ge,1.0,NiC,1.0
73.0,1953146,Ge,1.0,NiC,1.0
74.0,10081579,Ge,1.0,NiO,1.0
75.0,3572119,Ge,1.0,CoO,1.0
76.0,362336,NiO,1.0,NiO,1.0
77.0,18426,NiO,1.0,CoO,1.0
78.0,50406,NiO,1.0,NiO,1.0
79.0,30,NiO,1.0,,
80.0,12520,NiO,1.0,NiO,1.0
82.0,63,NiCC,1.0,NiO,1.0
90.0,94738,NiOO,1.0,,
91.0,197133,CoOO,1.0,,
92.0,36583,NiOO,1.0,NiOO,1.0
93.0,2315,NiOO,1.0,CoOO,1.0
94.0,5138,NiOO,1.0,NiOO,1.0
96.0,1248,NiOO,1.0,,
106.0,10299,NiOOO,1.0,,
107.0,18430,CoOOO,1.0,,
108.0,3997,NiOOO,1.0,NiOOO,1.0
109.0,276,NiOOO,1.0,CoOOO,1.0
110.0,542,NiOOO,1.0,,
112.0,135,NiOOO,1.0,,
113.0,1904244,In,1.0,,
115.0,42380515,In,1.0,,
116.0,620606,Sn,1.0,,
117.0,5001225,Sb,1.0,,
118.0,1025900,Sn,1.0,,
119.0,363075,Sn,1.0,,
120.0,1367867,Sn,1.0,,
121.0,37216912,Sb,1.0,,
122.0,194203,Sn,1.0,,
123.0,27734067,Sb,1.0,,
124.0,236421,Sn,1.0,,
132.0,21230,NiNiO,1.0,,
134.0,16268,NiNiO,1.0,NiNiO,1.0
135.0,683,NiNiO,1.0,NiNiO,1.0
136.0,21576,Ce,1.0,NiNiO,1.0
137.0,261,NiNiO,1.0,NiNiO,1.0
138.0,25771,Ce,1.0,NiNiO,1.0
140.0,7185474,Ce,1.0,NiNiO,1.0
142.0,901194,Ce,1.0,,
165.0,47237075,Ho,1.0,,
