mc,counts,ion,charge,ion2,charge2
1.0,3443279,H,1.0,,
2.0,10290,HH,1.0,,
3.0,49,HHH,1.0,,
6.0,2266865,C,2.0,,
6.5,25212,C,2.0,,
7.0,1079754,N,2.0,,
7.5,4336,N,2.0,,
8.0,120686470,O,2.0,,
9.0,241856,O,2.0,,
12.0,54485695,Mg,2.0,C,1.0
12.5,6756264,Mg,2.0,,
13.0,7512564,Mg,2.0,C,1.0
14.0,1713896,N,1.0,,
15.0,6883,N,1.0,,
16.0,197846670,O,1.0,,
17.0,424169,HO,1.0,,
18.0,399492,O,1.0,HHO,1.0
19.0,850,HO,1.0,,
20.0,111277053,Ca,2.0,,
21.0,803030,Ca,2.0,,
21.5,114718,Ca,2.0,,
22.0,23976191,Ca,2.0,,
24.0,106847070,Mg,1.0,Ca,2.0
25.0,13512612,Mg,1.0,CC,1.0
26.0,15001106,Mg,1.0,NC,1.0
27.0,24,NC,1.0,,
28.0,1773,NN,1.0,,
31.5,11541398,Cu,2.0,,
32.0,36927649,OO,1.0,,
32.5,5136923,Cu,2.0,,
33.0,167936,HOO,1.0,,
34.0,149004,OO,1.0,OO,1.0
35.0,673,HOO,1.0,HOO,1.0
36.0,148,OO,1.0,,
39.0,10023538,K,1.0,,
40.0,70104541,Ca,1.0,,
41.0,720576,K,1.0,,
42.0,505909,Ca,1.0,,
43.0,72272,Ca,1.0,,
44.0,15210090,Ca,1.0,COO,1.0
45.0,16514,W,4.0,COO,1.0
45.5,4038271,W,4.0,,
45.75,2195714,W,4.0,,
46.0,4714293,W,4.0,COO,1.0
46.5,3623696,W,4.0,,
48.0,13929475,OOO,1.0,Ca,1.0
50.0,82875,OOO,1.0,OOO,1.0
52.0,166,OOO,1.0,OOO,1.0
60.0,26473,W,3.0,,
60.66666793823242,6962537,W,3.0,,
61.0,3785714,W,3.0,,
61.33333206176758,8127372,W,3.0,,
62.0,6247752,W,3.0,,
63.0,18319679,Cu,1.0,,
65.0,8154078,Cu,1.0,CuHH,1.0
67.0,103,CuHH,1.0,,
79.0,2188370,CuO,1.0,,
81.0,978399,CuO,1.0,CuO,1.0
83.0,1951,CuO,1.0,,
90.0,8471,W,2.0,,
91.0,2228011,W,2.0,,
91.5,1211428,W,2.0,,
92.0,2600759,W,2.0,,
93.0,1999280,W,2.0,,
104.5,6237824,Bi,2.0,,
180.0,11118,W,1.0,,
182.0,2924265,W,1.0,,
183.0,1590000,W,1.0,,
184.0,3413496,W,1.0,,
186.0,2624055,W,1.0,,
192.0,56,WC,1.0,,
194.0,14917,WC,1.0,WN,1.0
195.0,8261,WC,1.0,WC,1.0
196.0,27739,WC,1.0,WN,1.0
197.0,4139,WN,1.0,WC,1.0
198.0,827487,WO,1.0,WC,1.0
199.0,438271,WO,1.0,WC,1.0
200.0,948592,WO,1.0,WN,1.0
201.0,903,WO,1.0,WN,1.0
202.0,724884,WO,1.0,WO,1.0
204.0,1448,WO,1.0,,
209.0,10754870,Bi,1.0,,
