mc,counts,ion,charge,ion2,charge2
1.0,5050143,H,1.0,,
2.0,23097,HH,1.0,,
3.0,183,HHH,1.0,,
6.0,3324735,C,2.0,,
6.5,36978,C,2.0,,
7.0,4524686,N,2.0,,
7.5,18171,N,2.0,,
8.0,4618149,O,2.0,,
9.0,9254,O,2.0,,
12.0,1728862,C,1.0,,
13.0,19229,C,1.0,,
14.0,7541142,N,1.0,,
15.0,30285,N,1.0,,
16.0,73172807,S,2.0,O,1.0
16.5,538412,S,2.0,,
17.0,2859230,S,2.0,HO,1.0
17.5,21256084,Cl,2.0,,
18.0,18836,O,1.0,HHO,1.0
18.5,6786243,Cl,2.0,,
19.0,65,HO,1.0,,
24.0,8759,CC,1.0,,
25.0,194,CC,1.0,CC,1.0
26.0,18922,NC,1.0,,
27.0,286,NC,1.0,NC,1.0
28.0,32189,NN,1.0,,
29.0,258,NN,1.0,NN,1.0
32.0,123488975,S,1.0,Zn,2.0
33.0,10580085,Zn,2.0,S,1.0
33.5,1422797,Zn,2.0,,
34.0,11235410,Zn,2.0,S,1.0
35.0,12961865,Cl,1.0,Zn,2.0
36.0,53,CCC,1.0,,
37.0,4071746,Cl,1.0,,
44.0,1248,NNO,1.0,COO,1.0
48.0,1206,OOO,1.0,,
56.5,759666,In,2.0,,
57.5,16906999,In,2.0,,
64.0,30664286,Zn,1.0,,
65.0,84126,Ba,2.0,,
66.0,17687698,Zn,1.0,Ba,2.0
67.0,4605952,Zn,1.0,Ba,2.0
67.5,5552381,Ba,2.0,,
68.0,18507936,Zn,1.0,Ba,2.0
68.5,9422222,Ba,2.0,,
69.0,60319048,Ba,2.0,,
70.0,378571,Zn,1.0,,
107.0,32683333,Ag,1.0,,
109.0,30411904,Ag,1.0,,
113.0,1205820,In,1.0,,
115.0,26836507,In,1.0,,
128.0,762883,ZnZn,1.0,,
130.0,875903,ZnZn,1.0,ZnZn,1.0
131.0,128716,ZnZn,1.0,ZnZn,1.0
132.0,841631,ZnZn,1.0,ZnZn,1.0
133.0,73893,ZnZn,1.0,ZnZn,1.0
134.0,363092,ZnZn,1.0,ZnZn,1.0
135.0,49791,ZnZn,1.0,ZnZn,1.0
136.0,124970,ZnZn,1.0,ZnZn,1.0
137.0,1589,ZnZn,1.0,ZnZn,1.0
138.0,7286,ZnZn,1.0,ZnZn,1.0
140.0,116,ZnZn,1.0,,
151.0,60319048,Eu,1.0,,
153.0,65871427,Eu,1.0,,
