mc,counts,ion,charge,ion2,charge2
1.0,3432135,H,1.0,,
2.0,10223,HH,1.0,,
3.0,50,HHH,1.0,,
6.0,2259529,C,2.0,,
6.5,25131,C,2.0,,
7.0,1810850,N,2.0,,
7.5,7272,N,2.0,,
8.0,145176415,O,2.0,,
9.0,290934,O,2.0,,
12.0,1491289,C,1.0,,
13.0,16586,C,1.0,,
14.0,3416698,N,1.0,,
15.0,13721,N,1.0,,
16.0,230438755,O,1.0,,
17.0,596903,HO,1.0,,
18.0,1725484,Fe,3.0,O,1.0
18.66666603088379,19922739,Fe,3.0,,
19.0,479168,Fe,3.0,HO,1.0
19.33333396911621,65177,Fe,3.0,,
24.0,3853,CC,1.0,,
25.0,343127,V,2.0,CC,1.0
25.5,114118663,V,2.0,,
26.0,4515,NC,1.0,,
27.0,3316123,Fe,2.0,NC,1.0
28.0,52435533,Fe,2.0,NN,1.0
28.5,1257820,Fe,2.0,,
29.0,171579,Fe,2.0,NN,1.0
32.0,45086620,OO,1.0,,
33.0,311433,HOO,1.0,,
34.0,182220,OO,1.0,OO,1.0
35.0,1248,HOO,1.0,HOO,1.0
36.0,181,OO,1.0,,
44.0,165763,COO,1.0,NNO,1.0
45.0,1805,COO,1.0,,
46.0,650,COO,1.0,COO,1.0
48.0,14375692,OOO,1.0,,
50.0,257948,V,1.0,OOO,1.0
51.0,57059331,V,1.0,,
52.0,173,OOO,1.0,OOO,1.0
54.0,1724358,Fe,1.0,,
56.0,27262696,Fe,1.0,,
57.0,654066,Fe,1.0,,
58.0,89190,Fe,1.0,,
58.5,2641424,Sb,2.0,,
60.33333206176758,16171984,Ta,3.0,,
60.5,19656311,Sb,2.0,,
61.5,14647896,Sb,2.0,,
65.0,12251,Ba,2.0,,
66.0,12251,Ba,2.0,,
67.0,294036,Ba,2.0,,
67.5,808599,Ba,2.0,,
68.0,967868,Ba,2.0,,
68.5,1372168,Ba,2.0,,
69.0,8784327,Ba,2.0,,
90.5,24503005,Ta,2.0,,
104.5,14456772,Bi,2.0,,
117.0,4402373,Sb,1.0,,
121.0,32760517,Sb,1.0,,
123.0,24413160,Sb,1.0,,
181.0,8085992,Ta,1.0,,
209.0,24503005,Bi,1.0,,
213.0,1621237,TaOO,1.0,,
215.0,6497,TaOO,1.0,TaOO,1.0
