mc,counts,ion,charge,ion2,charge2
1.0,1159049,H,1.0,,
2.0,1064,HH,1.0,,
6.0,1716871,C,2.0,,
6.5,19095,C,2.0,,
7.0,917299,N,2.0,,
7.5,3683,N,2.0,,
8.0,2023845,O,2.0,,
9.0,4055,O,2.0,,
12.0,978616,C,1.0,,
13.0,10884,C,1.0,,
14.0,1730754,N,1.0,,
15.0,6950,N,1.0,,
16.0,4047691,O,1.0,,
17.0,3894,HO,1.0,,
18.0,8111,O,1.0,,
24.0,2669,CC,1.0,,
25.0,59,CC,1.0,CC,1.0
26.0,2298,NC,1.0,,
27.0,25,NC,1.0,,
27.5,28961748,Mn,2.0,,
28.0,2656,NN,1.0,,
29.0,67820140,Ni,2.0,,
30.0,25916627,Ni,2.0,,
30.5,1092271,Ni,2.0,,
31.0,3574707,Ni,2.0,,
32.0,903878,Ni,2.0,OO,1.0
33.0,33,HOO,1.0,,
34.0,40,OO,1.0,OO,1.0
37.0,667278,Se,2.0,,
37.5,78610463,As,2.0,,
38.0,6672786,Se,2.0,,
38.5,5634797,Se,2.0,,
39.0,17423387,Se,2.0,,
40.0,36774468,Se,2.0,,
41.0,6969354,Se,2.0,,
44.0,50,COO,1.0,,
48.0,87,OOO,1.0,,
51.0,564754,Pd,2.0,,
52.0,6268770,Pd,2.0,,
52.5,12594015,Pd,2.0,,
53.0,15417787,Pd,2.0,,
54.0,14965982,Pd,2.0,,
55.0,23695053,Mn,1.0,Pd,2.0
58.0,38657480,Ni,1.0,,
59.0,50427,NiH,1.0,,
60.0,14772477,Ni,1.0,,
61.0,641864,Ni,1.0,NiH,1.0
62.0,2038395,Ni,1.0,NiH,1.0
63.0,2657,NiH,1.0,,
64.0,509395,Ni,1.0,,
65.0,664,NiH,1.0,,
70.0,68105,NiC,1.0,,
71.0,100290,MnO,1.0,NiC,1.0
72.0,26025,NiC,1.0,,
73.0,1585,NiC,1.0,NiC,1.0
74.0,1294830,Se,1.0,NiO,1.0
75.0,39305271,As,1.0,NiC,1.0
76.0,10522631,Se,1.0,NiO,1.0
77.0,8808375,Se,1.0,NiO,1.0
78.0,27237338,Se,1.0,NiO,1.0
80.0,57463410,Se,1.0,NiO,1.0
82.0,10889901,Se,1.0,NiCC,1.0
84.0,108,NiCC,1.0,,
87.0,557,MnOO,1.0,,
90.0,1384,NiOO,1.0,,
92.0,529,NiOO,1.0,,
93.0,22,NiOO,1.0,,
94.0,72,NiOO,1.0,,
102.0,1363519,Pd,1.0,Pb,2.0
103.0,8515333,Pb,2.0,,
103.5,7808666,Pb,2.0,,
104.0,28158928,Pb,2.0,Pd,1.0
105.0,19375409,Pd,1.0,,
106.0,24096175,Pd,1.0,Cd,1.0
108.0,23024589,Pd,1.0,,
110.0,13785792,Pd,1.0,Cd,1.0
111.0,3707103,Cd,1.0,,
112.0,6979781,Cd,1.0,,
113.0,3533333,Cd,1.0,,
114.0,8312022,Cd,1.0,,
116.0,2172131,Cd,1.0,,
132.0,27174,NiNiO,1.0,,
134.0,20823,NiNiO,1.0,NiNiO,1.0
135.0,875,NiNiO,1.0,NiNiO,1.0
136.0,6874,NiNiO,1.0,NiNiO,1.0
137.0,334,NiNiO,1.0,NiNiO,1.0
138.0,1810,NiNiO,1.0,NiNiO,1.0
139.0,46,NiNiO,1.0,NiNiO,1.0
140.0,349,NiNiO,1.0,NiNiO,1.0
150.0,5013641,AsAs,1.0,,
156.0,24824,Dy,1.0,,
158.0,24824,Dy,1.0,,
160.0,570960,Dy,1.0,,
161.0,4691803,Dy,1.0,,
162.0,6330210,Dy,1.0,,
163.0,6181264,Dy,1.0,,
164.0,7000468,Dy,1.0,,
204.0,810928,Pb,1.0,,
206.0,13959562,Pb,1.0,,
207.0,12801092,Pb,1.0,,
208.0,30351912,Pb,1.0,,
220.0,2229,PbO,1.0,,
222.0,38380,PbO,1.0,,
223.0,35195,PbO,1.0,,
224.0,83525,PbO,1.0,PbO,1.0
225.0,588058,AsAsAs,1.0,PbO,1.0
226.0,167,PbO,1.0,,
300.0,89776,AsAsAsAs,1.0,,
