mc,counts,ion,charge,ion2,charge2
1.0,3399134,H,1.0,,
2.0,10246,HH,1.0,,
3.0,53,HHH,1.0,,
6.0,3356703,C,2.0,,
6.5,37334,C,2.0,,
7.0,3350007,N,2.0,,
7.5,13453,N,2.0,,
8.0,185045220,O,2.0,,
9.0,370832,O,2.0,,
12.0,1711918,C,1.0,,
13.0,19040,C,1.0,,
14.0,5075769,N,1.0,,
15.0,20384,N,1.0,,
16.0,313635979,O,1.0,,
17.0,643677,HO,1.0,,
18.0,634205,O,1.0,HHO,1.0
19.0,1289,HO,1.0,,
24.0,8291,CC,1.0,,
25.0,184,CC,1.0,CC,1.0
26.0,12215,NC,1.0,,
27.0,184,NC,1.0,NC,1.0
28.0,20416,NN,1.0,,
29.0,163,NN,1.0,NN,1.0
32.0,55679736,OO,1.0,,
33.0,523746,HOO,1.0,,
34.0,225760,OO,1.0,OO,1.0
35.0,2099,HOO,1.0,HOO,1.0
36.0,285,OO,1.0,CCC,1.0
44.0,504054,COO,1.0,NNO,1.0
45.0,5574,COO,1.0,NNO,1.0
46.0,1999,COO,1.0,COO,1.0
48.0,46129126,OOO,1.0,,
50.0,277329,OOO,1.0,OOO,1.0
51.5,101923078,Rh,2.0,,
52.0,555,OOO,1.0,OOO,1.0
103.0,63192307,Rh,1.0,,
169.0,101923078,Tm,1.0,,
