mc,counts,ion,charge,ion2,charge2
1.0,8457177,H,1.0,,
2.0,55329,HH,1.0,,
3.0,839,HHH,1.0,,
6.0,835160,C,2.0,,
6.5,9288,C,2.0,,
7.0,4849423,N,2.0,,
7.5,19475,N,2.0,,
8.0,3423077,O,2.0,,
9.0,6859,O,2.0,,
10.333333015441895,14490772,P,3.0,,
12.0,55439947,Mg,2.0,C,1.0
12.5,6973684,Mg,2.0,,
13.0,7745433,Mg,2.0,C,1.0
14.0,7577224,N,1.0,,
15.0,30430,N,1.0,,
15.5,36226930,P,2.0,,
16.0,5901856,O,1.0,,
17.0,35786,HO,1.0,,
18.0,12533,O,1.0,HHO,1.0
19.0,71,HO,1.0,,
24.0,100041166,Mg,1.0,CC,1.0
25.0,12679426,Mg,1.0,,
26.0,14078699,Mg,1.0,NC,1.0
27.0,50,NC,1.0,,
28.0,50914,NN,1.0,,
29.0,408,NN,1.0,NN,1.0
31.0,18838002,P,1.0,,
32.0,33911823,Zn,2.0,OO,1.0
33.0,19457019,Zn,2.0,HOO,1.0
33.5,2859210,Zn,2.0,,
34.0,13110606,Zn,2.0,OO,1.0
35.0,418421,Zn,2.0,,
44.0,648,NNO,1.0,COO,1.0
47.0,141192,PO,1.0,,
48.0,343,OOO,1.0,,
49.0,282,PO,1.0,,
56.5,887922,In,2.0,,
57.5,19761429,In,2.0,,
63.0,1707,POO,1.0,,
64.0,61622009,Zn,1.0,,
66.0,35375599,Zn,1.0,,
67.0,5198564,Zn,1.0,,
68.0,23837321,Zn,1.0,,
70.0,760765,Zn,1.0,,
96.0,1449077,Pt,2.0,,
97.0,59593301,Pt,2.0,,
97.5,61223515,Pt,2.0,,
98.0,45827066,Pt,2.0,,
99.0,13041694,Pt,2.0,,
113.0,1557757,In,1.0,,
115.0,34669173,In,1.0,,
128.0,2221045,ZnZn,1.0,,
130.0,2550089,ZnZn,1.0,ZnZn,1.0
131.0,374744,ZnZn,1.0,ZnZn,1.0
132.0,2450310,ZnZn,1.0,ZnZn,1.0
133.0,215131,ZnZn,1.0,ZnZn,1.0
134.0,1057102,ZnZn,1.0,ZnZn,1.0
135.0,144962,ZnZn,1.0,ZnZn,1.0
136.0,363836,ZnZn,1.0,ZnZn,1.0
137.0,4626,ZnZn,1.0,ZnZn,1.0
138.0,21214,ZnZn,1.0,ZnZn,1.0
140.0,338,ZnZn,1.0,,
192.0,811483,Pt,1.0,,
194.0,33372250,Pt,1.0,,
195.0,34285167,Pt,1.0,,
196.0,25663157,Pt,1.0,,
198.0,7303348,Pt,1.0,,
