mc,counts,ion,charge,ion2,charge2
1.0,4532179,H,1.0,,
2.0,14339,HH,1.0,,
3.0,1508564,Li,2.0,HHH,1.0
3.5,18876153,Li,2.0,,
6.0,5311355,C,2.0,Li,1.0
6.5,31112,C,2.0,,
7.0,88850288,N,2.0,Li,1.0
7.5,230482,N,2.0,,
8.0,73452964,O,2.0,,
9.0,147200,O,2.0,,
12.0,1818214,C,1.0,,
13.0,20222,C,1.0,,
14.0,89671926,N,1.0,,
15.0,360128,N,1.0,,
16.0,109631293,O,1.0,,
17.0,468744,HO,1.0,,
18.0,1611398,Fe,3.0,O,1.0
18.66666603088379,21963914,Fe,3.0,,
19.0,102450960,F,1.0,Fe,3.0
19.33333396911621,71855,Fe,3.0,,
24.0,6495,CC,1.0,,
25.0,144,CC,1.0,CC,1.0
26.0,156180,NC,1.0,,
27.0,2958133,Fe,2.0,NC,1.0
28.0,51890142,Fe,2.0,NN,1.0
28.5,1121153,Fe,2.0,,
29.0,194317,Fe,2.0,NN,1.0
30.0,83,NN,1.0,,
32.0,8617410,OO,1.0,,
33.0,83385,HOO,1.0,,
34.0,35334,OO,1.0,OO,1.0
35.0,334,HOO,1.0,HOO,1.0
36.0,65,OO,1.0,CCC,1.0
39.0,15832051,K,1.0,,
41.0,1138141,K,1.0,,
44.0,1041362,NNO,1.0,COO,1.0
45.0,8479,NNO,1.0,NNO,1.0
46.0,2161,NNO,1.0,COO,1.0
48.0,1829432,OOO,1.0,,
50.0,10998,OOO,1.0,OOO,1.0
54.0,1891692,Fe,1.0,,
56.0,29908307,Fe,1.0,,
57.0,717538,Fe,1.0,,
58.0,97846,Fe,1.0,,
60.33333206176758,45865389,Ta,3.0,,
84.0,101923,Sr,1.0,,
86.0,1681730,Sr,1.0,,
87.0,1189102,Sr,1.0,,
88.0,14031410,Sr,1.0,,
90.5,84935900,Ta,2.0,,
136.0,33974,Ce,1.0,,
138.0,50961,Ce,1.0,,
140.0,15033653,Ce,1.0,,
142.0,1885576,Ce,1.0,,
181.0,31426284,Ta,1.0,,
213.0,1126601,TaOO,1.0,,
215.0,4515,TaOO,1.0,TaOO,1.0
