mc,counts,ion,charge,ion2,charge2
1.0,1707777,H,1.0,,
2.0,1925,HH,1.0,,
6.0,3372920,C,2.0,,
6.5,37514,C,2.0,,
7.0,3264185,N,2.0,,
7.5,13109,N,2.0,,
8.0,74487402,O,2.0,,
9.0,60958452,Al,3.0,O,2.0
12.0,2057481,C,1.0,,
13.0,22884,C,1.0,,
13.5,160024153,Al,2.0,,
14.0,5100289,N,1.0,,
15.0,20483,N,1.0,,
16.0,135431642,O,1.0,,
17.0,148372,HO,1.0,,
18.0,272024,O,1.0,HHO,1.0
19.0,297,HO,1.0,,
24.0,8586,CC,1.0,,
25.0,190,CC,1.0,CC,1.0
26.0,12334,NC,1.0,,
27.0,88013471,Al,1.0,NC,1.0
28.0,189052,AlH,1.0,NN,1.0
29.0,841,AlHH,1.0,NN,1.0
30.66666603088379,6062994,Mo,3.0,,
31.33333396911621,3809855,Mo,3.0,,
31.5,11516617,Cu,2.0,,
31.66666603088379,6513623,Mo,3.0,,
32.0,23106659,OO,1.0,Mo,3.0
32.33333206176758,3932753,Mo,3.0,,
32.5,5125893,Cu,2.0,,
32.66666793823242,9872849,Mo,3.0,,
33.0,45719,HOO,1.0,,
33.33333206176758,3932753,Mo,3.0,,
34.0,65335,OO,1.0,OO,1.0
35.0,183,HOO,1.0,HOO,1.0
36.0,128,OO,1.0,CCC,1.0
43.0,12267358,AlO,1.0,,
44.0,91411,COO,1.0,NNO,1.0
45.0,25749,AlO,1.0,COO,1.0
46.0,9473773,Mo,2.0,COO,1.0
47.0,5952898,Mo,2.0,,
47.5,10177536,Mo,2.0,,
48.0,14138455,Mo,2.0,OOO,1.0
48.5,6144927,Mo,2.0,,
49.0,15426328,Mo,2.0,,
50.0,6165662,Mo,2.0,OOO,1.0
59.0,4597552,AlOO,1.0,,
61.0,18427,AlOO,1.0,AlOO,1.0
63.0,22147342,Cu,1.0,,
65.0,9857598,Cu,1.0,CuHH,1.0
66.5,37765698,Cs,2.0,,
67.0,49,CuHH,1.0,,
70.0,5926260,AlAlO,1.0,,
72.0,11876,AlAlO,1.0,,
79.0,2546703,CuO,1.0,,
81.0,1138607,CuO,1.0,CuO,1.0
83.0,2271,CuO,1.0,,
92.0,3031497,Mo,1.0,,
94.0,1904927,Mo,1.0,,
95.0,3256811,Mo,1.0,,
96.0,3420676,Mo,1.0,,
97.0,1966376,Mo,1.0,,
98.0,4936424,Mo,1.0,,
100.0,1966376,Mo,1.0,,
104.0,20498,MoC,1.0,,
105.0,227,MoC,1.0,,
106.0,12880,MoC,1.0,,
107.0,22165,MoC,1.0,MoC,1.0
108.0,23374,MoC,1.0,MoC,1.0
109.0,13553,MoC,1.0,MoC,1.0
110.0,33526,MoC,1.0,MoC,1.0
111.0,371,MoC,1.0,,
112.0,13296,MoC,1.0,,
113.0,147,MoC,1.0,,
133.0,64009663,Cs,1.0,,
152.0,128019,Gd,1.0,,
154.0,1408212,Gd,1.0,,
155.0,9473429,Gd,1.0,,
156.0,13121980,Gd,1.0,,
157.0,10049517,Gd,1.0,,
158.0,15874396,Gd,1.0,,
160.0,14018116,Gd,1.0,,
184.0,66039,MoMo,1.0,,
186.0,82995,MoMo,1.0,MoMo,1.0
187.0,141895,MoMo,1.0,MoMo,1.0
188.0,175111,MoMo,1.0,MoMo,1.0
189.0,174836,MoMo,1.0,MoMo,1.0
190.0,384945,MoMo,1.0,MoMo,1.0
191.0,213946,MoMo,1.0,MoMo,1.0
192.0,396945,MoMo,1.0,MoMo,1.0
193.0,327730,MoMo,1.0,MoMo,1.0
194.0,324305,MoMo,1.0,MoMo,1.0
195.0,231547,MoMo,1.0,MoMo,1.0
196.0,271782,MoMo,1.0,MoMo,1.0
197.0,55571,MoMo,1.0,MoMo,1.0
198.0,139507,MoMo,1.0,MoMo,1.0
200.0,27785,MoMo,1.0,,
