mc,counts,ion,charge,ion2,charge2
0.98,8769807,H,1.0,,
2.0,36829,HH,1.0,,
2.99,516,HHH,1.0,,
6.01,8660339,C,2.0,,
6.49,96327,C,2.0,,
7.0,8381155,N,2.0,,
7.52,33661,N,2.0,,
7.99,206327763,O,2.0,,
9.0,413486,O,2.0,,
12.01,5456025,C,1.0,,
12.98,60676,C,1.0,,
13.98,13095556,N,1.0,,
14.98,52591,N,1.0,,
16.01,396784172,O,1.0,,
16.99,1715355,HO,1.0,,
18.0,821190,O,1.0,HHO,1.0
18.98,3434,HO,1.0,,
19.98,54,HHO,1.0,,
23.98,45421,CC,1.0,,
25.02,1014,CC,1.0,CC,1.0
25.99,71876,NC,1.0,,
27.01,1085,NC,1.0,NC,1.0
27.99,82116,NN,1.0,,
29.02,670,NN,1.0,NN,1.0
32.02,128995887,OO,1.0,Zn,2.0
32.99,17837696,Zn,2.0,HOO,1.0
33.5,2464338,Zn,2.0,,
34.02,11712349,Zn,2.0,OO,1.0
35.0,364924,Zn,2.0,HOO,1.0
35.98,428,CCC,1.0,,
36.02,441,OO,1.0,HHOO,1.0
43.99,40493,NNO,1.0,,
44.98,323,NNO,1.0,NNO,1.0
45.98,81,NNO,1.0,,
48.01,40894069,OOO,1.0,,
49.98,245842,OOO,1.0,OOO,1.0
51.98,161,OOO,1.0,,
52.02,326,OOO,1.0,OOO,1.0
64.01,45642857,Zn,1.0,,
65.98,26202374,Zn,1.0,,
67.01,3850536,Zn,1.0,,
68.01,17656081,Zn,1.0,,
70.01,563499,Zn,1.0,,
95.5,70060851,Ir,2.0,,
96.52,117769849,Ir,2.0,,
128.02,1085646,ZnZn,1.0,,
130.0,1246476,ZnZn,1.0,ZnZn,1.0
131.02,183163,ZnZn,1.0,ZnZn,1.0
131.99,419964,ZnZn,1.0,,
132.02,777754,ZnZn,1.0,ZnZn,1.0
132.98,105159,ZnZn,1.0,ZnZn,1.0
133.98,254490,ZnZn,1.0,ZnZn,1.0
134.02,262212,ZnZn,1.0,ZnZn,1.0
134.98,70855,ZnZn,1.0,ZnZn,1.0
135.98,162455,ZnZn,1.0,,
136.01,15397,ZnZn,1.0,ZnZn,1.0
137.0,2260,ZnZn,1.0,ZnZn,1.0
138.0,10363,ZnZn,1.0,ZnZn,1.0
140.01,160,ZnZn,1.0,,
