mc,counts,ion,charge,ion2,charge2
1.01,6170284,H,1.0,,
1.99,20376,HH,1.0,,
2.98,157,HHH,1.0,,
6.01,761651,C,2.0,,
6.49,8465,C,2.0,,
6.98,2902342,N,2.0,,
7.49,11652,N,2.0,,
8.0,78704193,O,2.0,,
8.99,157725,O,2.0,,
12.01,14794100,Mg,2.0,C,1.0
12.49,1817127,Mg,2.0,,
13.01,2022082,Mg,2.0,C,1.0
14.01,4606905,N,1.0,,
15.02,18500,N,1.0,,
15.99,143098540,O,1.0,,
17.01,572053,HO,1.0,,
17.98,286762,O,1.0,,
18.01,3895,HHO,1.0,,
18.99,1142,HO,1.0,,
20.02,22433232,Ca,2.0,,
20.98,161895,Ca,2.0,,
21.5,23128,Ca,2.0,,
22.01,4833560,Ca,2.0,,
23.98,46251,Ca,2.0,,
24.02,26067722,Mg,1.0,CC,1.0
24.99,3373244,Mg,1.0,V,2.0
25.52,23080773,V,2.0,,
26.01,3669509,Mg,1.0,NC,1.0
26.98,22,NC,1.0,,
27.99,11061,NN,1.0,,
29.02,92,NN,1.0,NN,1.0
31.99,18545576,Zn,2.0,,
32.02,9229153,OO,1.0,,
32.99,10761821,Zn,2.0,HOO,1.0
33.49,1564547,Zn,2.0,,
34.0,7211739,Zn,2.0,OO,1.0
34.98,229400,Zn,2.0,HOO,1.0
35.99,39,OO,1.0,,
40.0,11216608,Ca,1.0,,
42.0,80941,Ca,1.0,,
42.98,11559,Ca,1.0,,
43.99,2416772,Ca,1.0,,
44.02,2948,NNO,1.0,,
47.98,2813286,OOO,1.0,Ca,1.0
50.02,62562,V,1.0,OOO,1.0
51.02,15233319,V,1.0,,
56.49,586736,In,2.0,,
57.48,13058217,In,2.0,,
64.01,28099353,Zn,1.0,,
66.01,16131104,Zn,1.0,,
66.98,2370519,Zn,1.0,,
68.0,10869704,Zn,1.0,,
70.0,346912,Zn,1.0,,
74.02,1189395,Se,1.0,,
75.99,11893904,Se,1.0,,
77.01,10043738,Se,1.0,,
77.99,31056304,Se,1.0,,
80.02,65548621,Se,1.0,,
81.98,12422519,Se,1.0,,
83.98,832579,Sr,1.0,,
86.0,13737453,Sr,1.0,,
86.98,9713349,Sr,1.0,,
87.98,114617584,Sr,1.0,,
113.01,994463,In,1.0,,
114.99,22132566,In,1.0,,
128.02,411470,ZnZn,1.0,,
130.01,472425,ZnZn,1.0,ZnZn,1.0
131.01,69444,ZnZn,1.0,ZnZn,1.0
131.99,294770,ZnZn,1.0,ZnZn,1.0
132.02,159170,ZnZn,1.0,,
133.02,39861,ZnZn,1.0,ZnZn,1.0
134.02,195841,ZnZn,1.0,ZnZn,1.0
135.0,26862,ZnZn,1.0,ZnZn,1.0
135.99,64491,ZnZn,1.0,ZnZn,1.0
136.02,2921,ZnZn,1.0,,
137.01,854,ZnZn,1.0,ZnZn,1.0
137.98,3934,ZnZn,1.0,ZnZn,1.0
140.0,65,ZnZn,1.0,,
151.98,132152,Gd,1.0,,
154.0,1453699,Gd,1.0,,
155.02,9779437,Gd,1.0,,
156.0,13545837,Gd,1.0,,
157.0,10374133,Gd,1.0,,
157.98,16387153,Gd,1.0,,
160.0,14470916,Gd,1.0,,
196.01,115628,Hg,1.0,,
197.99,5839568,Hg,1.0,,
198.99,9828986,Hg,1.0,,
200.01,13355866,Hg,1.0,,
200.98,7631920,Hg,1.0,,
202.0,17171824,Hg,1.0,,
204.0,3931599,Hg,1.0,,
