mc,counts,ion,charge,ion2,charge2
1.02,8851775,H,1.0,,
2.01,40825,HH,1.0,,
2.98,540,HHH,1.0,,
4.99,49049723,B,2.0,,
5.49,198676138,B,2.0,,
5.99,6555966,C,2.0,,
6.51,72922,C,2.0,,
6.99,7930763,N,2.0,,
7.52,31853,N,2.0,,
8.02,11833221,O,2.0,,
9.0,23717,O,2.0,,
9.99,87588783,B,1.0,,
10.98,354778828,B,1.0,,
12.0,3867998,C,1.0,,
13.01,43028,C,1.0,,
13.99,13217940,N,1.0,,
14.98,53078,N,1.0,,
16.02,17661521,O,1.0,,
16.99,96885,HO,1.0,,
17.98,36589,O,1.0,HHO,1.0
19.0,200,HO,1.0,,
24.01,25433,CC,1.0,,
25.0,575,CC,1.0,CC,1.0
26.0,1118869,BO,1.0,NC,1.0
26.98,4325151,BO,1.0,NC,1.0
27.99,107961,NN,1.0,BO,1.0
28.99,9520,BO,1.0,NN,1.0
32.01,202095,OO,1.0,,
32.98,1701,HOO,1.0,,
33.98,839,OO,1.0,OO,1.0
35.99,174,CCC,1.0,,
41.99,26564,BOO,1.0,,
42.98,107569,BOO,1.0,,
43.98,3048,NNO,1.0,BOO,1.0
45.0,428,BOO,1.0,BOO,1.0
45.98,16367589,Mo,2.0,,
47.0,10285044,Mo,2.0,,
47.52,17584108,Mo,2.0,,
48.0,18472463,Mo,2.0,OOO,1.0
48.5,10616818,Mo,2.0,,
49.02,26652652,Mo,2.0,,
50.02,10616823,Mo,2.0,,
92.01,10802618,Mo,1.0,,
94.01,6788125,Mo,1.0,,
94.98,11605515,Mo,1.0,,
96.0,12189438,Mo,1.0,,
97.02,7007105,Mo,1.0,,
97.99,17590749,Mo,1.0,,
99.99,7007107,Mo,1.0,,
104.0,55919,MoC,1.0,,
104.99,610,MoC,1.0,,
106.01,35139,MoC,1.0,,
107.02,60460,MoC,1.0,MoC,1.0
108.0,63766,MoC,1.0,MoC,1.0
109.01,36963,MoC,1.0,MoC,1.0
110.0,91463,MoC,1.0,MoC,1.0
110.99,1007,MoC,1.0,,
111.99,36274,MoC,1.0,,
112.98,407,MoC,1.0,,
117.5,774144,U,2.0,,
119.01,109817757,U,2.0,,
235.01,487715,U,1.0,,
238.02,69185190,U,1.0,,
