mc,counts,ion,charge,ion2,charge2
0.99,9107115,H,1.0,,
2.0,40887,HH,1.0,,
3.0,703,HHH,1.0,,
6.01,2248357,C,2.0,,
6.51,25008,C,2.0,,
7.0,4419748,N,2.0,,
7.49,17751,N,2.0,,
8.02,5812546,O,2.0,,
8.99,11641,O,2.0,,
12.0,255813444,Mg,2.0,C,1.0
12.49,32257213,Mg,2.0,,
13.02,35820017,Mg,2.0,C,1.0
13.98,6799624,N,1.0,,
14.99,27305,N,1.0,,
16.01,9082097,O,1.0,,
16.98,58249,HO,1.0,,
17.98,18679,O,1.0,HHO,1.0
19.02,119,HO,1.0,,
23.99,403983191,Mg,1.0,,
24.02,2569,CC,1.0,,
25.0,55212804,Mg,1.0,Cr,2.0
25.5,85165878,V,2.0,,
25.99,56842325,Mg,1.0,NC,1.0
26.02,71512023,Cr,2.0,,
26.5,8106971,Cr,2.0,,
27.01,2048193,Cr,2.0,NC,1.0
28.01,29310,NN,1.0,,
28.98,231,NN,1.0,NN,1.0
31.98,38340,OO,1.0,,
33.0,634,HOO,1.0,,
34.0,153,OO,1.0,OO,1.0
44.0,336,NNO,1.0,,
48.01,686,OOO,1.0,,
50.01,2349313,Cr,1.0,V,1.0
51.01,57061135,V,1.0,,
52.02,41476966,Cr,1.0,,
53.0,4702030,Cr,1.0,,
54.02,1187890,Cr,1.0,,
62.0,4041,CrC,1.0,,
63.02,45,CrC,1.0,,
64.0,93902,CrC,1.0,CrN,1.0
64.98,8782,CrC,1.0,CrN,1.0
65.01,848,CrC,1.0,,
66.0,339562,CrN,1.0,CrO,1.0
66.98,37818,CrN,1.0,CrN,1.0
68.01,302122,CrO,1.0,CrN,1.0
68.98,33223,CrO,1.0,CrN,1.0
69.99,590,CrO,1.0,,
70.02,8378,CrO,1.0,,
71.01,73,CrO,1.0,,
