mc,counts,ion,charge,ion2,charge2
1.02,13277666,H,1.0,,
2.01,109244,HH,1.0,,
3.0,1676,HHH,1.0,,
6.01,6555959,C,2.0,,
6.51,72917,C,2.0,,
6.99,4229736,N,2.0,,
7.52,16976,N,2.0,,
8.01,11125374,O,2.0,,
9.0,185816694,Al,3.0,O,2.0
11.99,3343539,C,1.0,,
12.99,37181,C,1.0,,
13.49,442367595,Al,2.0,,
14.0,6608972,N,1.0,,
15.02,26546,N,1.0,,
16.02,19866730,O,1.0,,
16.99,115167,HO,1.0,,
17.99,42106,O,1.0,HHO,1.0
19.02,241,HO,1.0,,
24.01,26030,CC,1.0,,
24.98,288,CC,1.0,,
25.02,291,CC,1.0,,
26.02,29905,NC,1.0,,
26.98,115,NC,1.0,,
27.01,269844573,Al,1.0,NC,1.0
27.99,3505283,AlH,1.0,NN,1.0
29.0,75594841,Ni,2.0,AlHH,1.0
29.99,28864488,Ni,2.0,,
30.48,1216515,Ni,2.0,,
30.99,3981315,Ni,2.0,,
31.99,1267729,Ni,2.0,OO,1.0
33.01,5189,HOO,1.0,,
34.02,1179,OO,1.0,OO,1.0
36.02,222,CCC,1.0,,
42.99,4084754,AlO,1.0,,
43.99,511,NNO,1.0,,
44.99,1339,AlHHO,1.0,,
45.02,8188,AlO,1.0,,
48.02,7155,OOO,1.0,,
58.02,43054541,Ni,1.0,,
59.01,752330,NiH,1.0,AlOO,1.0
60.02,16452750,Ni,1.0,,
60.98,915087,Ni,1.0,NiH,1.0
61.02,356,AlOO,1.0,,
62.0,2278674,Ni,1.0,NiH,1.0
62.98,30530,NiH,1.0,,
64.01,567336,Ni,1.0,,
64.98,7636,NiH,1.0,,
69.98,306874,NiC,1.0,,
70.01,3470475,AlAlO,1.0,,
71.01,3409,NiC,1.0,,
72.0,124223,NiC,1.0,AlAlO,1.0
72.98,6262,NiC,1.0,NiC,1.0
73.98,16227,NiC,1.0,NiC,1.0
74.02,697476,NiO,1.0,,
74.98,175,NiC,1.0,,
76.0,271966,NiO,1.0,NiC,1.0
77.02,11286,NiO,1.0,NiC,1.0
78.02,37301,NiO,1.0,NiO,1.0
79.01,25,NiO,1.0,,
80.02,9274,NiO,1.0,NiO,1.0
82.01,2251,NiCC,1.0,,
82.98,46,NiCC,1.0,NiCC,1.0
84.0,860,NiCC,1.0,,
84.98,28,NiCC,1.0,,
86.02,118,NiCC,1.0,,
87.98,35,NiCC,1.0,,
89.99,20107,NiOO,1.0,,
92.0,7757,NiOO,1.0,NiOO,1.0
92.98,318,NiOO,1.0,,
93.99,1059,NiOO,1.0,,
96.02,266,NiOO,1.0,,
105.99,577,NiOOO,1.0,,
108.01,216,NiOOO,1.0,,
110.0,30,NiOOO,1.0,,
132.02,89943,NiNiO,1.0,,
134.02,68928,NiNiO,1.0,NiNiO,1.0
135.02,2885,NiNiO,1.0,NiNiO,1.0
136.02,22747,NiNiO,1.0,NiNiO,1.0
137.01,1097,NiNiO,1.0,NiNiO,1.0
137.98,3019,NiNiO,1.0,NiNiO,1.0
138.02,3030,NiNiO,1.0,NiNiO,1.0
138.99,155,NiNiO,1.0,NiNiO,1.0
139.99,693,NiNiO,1.0,NiNiO,1.0
140.02,452,NiNiO,1.0,,
142.02,127,NiNiO,1.0,NiNiO,1.0
156.02,110582,Dy,1.0,,
158.01,110586,Dy,1.0,,
160.02,2543621,Dy,1.0,,
161.0,20901867,Dy,1.0,,
161.98,28200936,Dy,1.0,,
162.99,27537388,Dy,1.0,,
164.02,31186916,Dy,1.0,,
