mc,counts,ion,charge,ion2,charge2
0.99,1542582,H,1.0,,
1.98,1675,HH,1.0,,
6.01,3808295,C,2.0,,
6.49,42354,C,2.0,,
7.02,1474219,N,2.0,,
7.5,5919,N,2.0,,
8.02,87662476,O,2.0,,
9.01,19833664,Al,3.0,O,2.0
10.323333015441895,19823175,P,3.0,,
12.01,1904151,C,1.0,,
12.99,21180,C,1.0,,
13.51,57817585,Al,2.0,,
13.98,2303454,N,1.0,,
15.01,9246,N,1.0,,
15.49,66077249,P,2.0,,
15.98,162337909,O,1.0,,
17.01,137554,HO,1.0,,
18.01,325584,O,1.0,HHO,1.0
19.0,268,HO,1.0,,
24.02,9601,CC,1.0,,
25.0,206,CC,1.0,CC,1.0
26.0,4567,NC,1.0,,
27.0,38737839,Al,1.0,NC,1.0
27.99,2539,NN,1.0,,
28.02,60297,AlH,1.0,,
29.02,134,AlHH,1.0,,
30.98,38985561,P,1.0,,
31.49,5245727,Cu,2.0,,
31.98,14104735,OO,1.0,,
32.52,2334808,Cu,2.0,,
33.01,37103,HOO,1.0,,
34.0,56592,OO,1.0,OO,1.0
34.98,82,HOO,1.0,,
35.01,73,HOO,1.0,,
35.98,46,CCC,1.0,,
36.01,52,OO,1.0,,
38.99,177053977,K,1.0,,
41.0,12728129,K,1.0,,
43.0,6213260,AlO,1.0,,
44.0,766,NNO,1.0,,
45.01,12480,AlO,1.0,AlHHO,1.0
46.99,5438963,PO,1.0,,
48.01,4158519,OOO,1.0,,
48.99,10900,PO,1.0,,
50.0,25010,OOO,1.0,OOO,1.0
58.99,1511313,AlOO,1.0,,
61.01,6048,AlOO,1.0,AlOO,1.0
62.98,8891060,Cu,1.0,,
63.01,1381763,POO,1.0,,
65.01,3975671,Cu,1.0,Ba,2.0
66.01,12844,Ba,2.0,,
67.0,308359,Ba,2.0,,
67.51,847994,Ba,2.0,,
68.02,1015024,Ba,2.0,,
68.5,1439015,Ba,2.0,,
69.02,9212265,Ba,2.0,,
69.99,452143,AlAlO,1.0,,
71.99,907,AlAlO,1.0,,
74.02,462539,Se,1.0,,
76.02,4625405,Se,1.0,,
77.02,3905894,Se,1.0,,
77.99,12077455,Se,1.0,,
78.99,1016446,CuO,1.0,,
80.02,25491124,Se,1.0,,
81.01,454438,CuO,1.0,CuO,1.0
81.98,4830986,Se,1.0,,
82.98,904,CuO,1.0,,
106.01,429494,Cd,1.0,,
110.01,4129838,Cd,1.0,,
111.01,4228932,Cd,1.0,,
112.0,7962305,Cd,1.0,,
112.98,4030710,Cd,1.0,,
114.02,9482085,Cd,1.0,,
115.98,2477901,Cd,1.0,,
121.99,3006515,Te,1.0,,
122.98,1040709,Te,1.0,,
124.0,5550492,Te,1.0,,
125.01,8210103,Te,1.0,,
126.02,21970690,Te,1.0,,
128.0,36656354,Te,1.0,,
130.02,39084698,Te,1.0,,
