mc,counts,ion,charge,ion2,charge2
0.99,4553556,H,1.0,,
1.98,12264,HH,1.0,,
2.99,4618961,Li,2.0,HHH,1.0
3.49,57798680,Li,2.0,,
5.98,12837920,Li,1.0,C,2.0
6.48,62517,C,2.0,,
7.02,92588310,Li,1.0,N,2.0
7.48,9146,N,2.0,,
7.99,9132066,O,2.0,,
9.02,18300,O,2.0,,
12.01,3597373,C,1.0,,
13.0,40009,C,1.0,,
14.02,3399811,N,1.0,,
15.01,13649,N,1.0,,
16.02,13629953,O,1.0,,
16.99,41956,HO,1.0,,
17.99,27536,O,1.0,HHO,1.0
19.02,80,HO,1.0,,
24.0,17353,CC,1.0,,
25.0,2145979,Cr,2.0,CC,1.0
25.98,11580,NC,1.0,,
26.02,40864015,Cr,2.0,,
26.52,4632554,Cr,2.0,,
27.0,1170516,Cr,2.0,NC,1.0
28.01,5375,NN,1.0,,
28.99,39,NN,1.0,NN,1.0
32.02,130822,OO,1.0,,
33.01,673,HOO,1.0,,
33.99,525,OO,1.0,OO,1.0
35.02,147851658,Cl,1.0,,
36.02,126,CCC,1.0,,
37.01,47203294,Cl,1.0,,
44.02,127,NNO,1.0,,
48.0,1904,OOO,1.0,,
50.02,1351734,Cr,1.0,,
51.98,25744321,Cr,1.0,,
53.02,2918517,Cr,1.0,,
53.99,737303,Cr,1.0,,
62.02,7813,CrC,1.0,,
62.98,88,CrC,1.0,,
64.01,153741,CrC,1.0,CrN,1.0
65.0,18516,CrC,1.0,CrC,1.0
66.0,114028,CrN,1.0,CrO,1.0
67.0,11082,CrN,1.0,CrN,1.0
67.99,300848,CrO,1.0,CrN,1.0
68.99,33796,CrO,1.0,,
69.99,589,CrO,1.0,,
70.02,8549,CrO,1.0,,
71.02,71,CrO,1.0,,
92.98,1365383,Os,2.0,,
93.51,1365386,Os,2.0,,
94.0,11349758,Os,2.0,,
94.5,13739180,Os,2.0,,
94.98,22528851,Os,2.0,,
95.99,34987975,Os,2.0,,
162.02,256009,Er,1.0,,
164.01,4096155,Er,1.0,,
165.98,86019232,Er,1.0,,
166.98,58882209,Er,1.0,,
167.98,68610578,Er,1.0,,
170.02,38145435,Er,1.0,,
