mc,counts,ion,charge,ion2,charge2
1.01,4232884,H,1.0,,
1.97,11666,HH,1.0,,
3.02,99,HHH,1.0,,
5.95,4180042,C,2.0,,
6.51,46487,C,2.0,,
6.99,3982106,N,2.0,,
7.55,15978,N,2.0,,
7.95,6334734,O,2.0,,
8.97,12677,O,2.0,,
11.96,2382640,C,1.0,,
12.98,38016,C,1.0,HC,1.0
13.04,9646,CH,1.0,,
13.97,172,CH,1.0,CHH,1.0
14.03,6320881,N,1.0,HC,1.0
14.96,19460,HN,1.0,,
15.01,44006,N,1.0,NH,1.0
16.0,179,HN,1.0,NHH,1.0
16.05,98478653,S,2.0,O,1.0
16.51,740384,S,2.0,,
16.97,28432,OH,1.0,,
17.0,3887038,S,2.0,,
17.04,23702,HO,1.0,,
17.96,203,OHH,1.0,,
18.0,21143,O,1.0,,
18.03,132,HHO,1.0,,
18.96,50,HO,1.0,,
19.04,53,OH,1.0,,
23.99,10329,CC,1.0,,
24.95,112,CC,1.0,,
25.0,171,CC,1.0,HCC,1.0
25.98,20011,CN,1.0,,
26.02,13608,NC,1.0,,
26.95,69,NC,1.0,,
26.99,115,CN,1.0,,
27.02,159,NC,1.0,,
27.05,206,CN,1.0,,
27.95,30079,OC,1.0,,
28.04,47550,NN,1.0,CO,1.0
29.01,1072,OC,1.0,CO,1.0
29.97,44482,ON,1.0,,
30.01,41529,NO,1.0,OC,1.0
30.99,468,NHO,1.0,NO,1.0
31.02,160,ON,1.0,,
31.95,84,NO,1.0,,
31.98,175841447,S,1.0,ON,1.0
32.05,50660,OO,1.0,,
32.96,361308,SH,1.0,HOO,1.0
33.05,1481327,S,1.0,OHO,1.0
33.96,5338,SH,1.0,SHH,1.0
33.99,7774163,S,1.0,OO,1.0
35.04,15952,SH,1.0,,
35.96,113,SHH,1.0,,
36.02,44,CCC,1.0,,
38.01,110,NCC,1.0,,
39.98,339,OCC,1.0,CNN,1.0
41.95,238,NNN,1.0,,
43.99,479372,SC,1.0,ONN,1.0
44.04,409,COO,1.0,,
45.0,4033,SC,1.0,,
45.05,5325,SC,1.0,,
45.97,21866,SC,1.0,NOO,1.0
46.01,25,SC,1.0,,
46.04,707296,SN,1.0,,
46.96,5956,SN,1.0,,
47.03,3080,SN,1.0,SC,1.0
47.95,31297,SN,1.0,SN,1.0
47.99,1267119,SO,1.0,OOO,1.0
48.99,10773,SO,1.0,SN,1.0
49.02,6322,SHO,1.0,,
49.96,2578,SO,1.0,SHHO,1.0
50.01,56011,SO,1.0,SHO,1.0
50.97,13,SO,1.0,,
51.02,281,SHO,1.0,,
52.03,100,SO,1.0,,
55.98,2957,SCC,1.0,,
57.01,55,SCC,1.0,,
57.05,84,SCC,1.0,SCC,1.0
58.03,128,SCC,1.0,,
59.97,5642,SNN,1.0,,
61.01,56,SNN,1.0,SNN,1.0
61.98,251,SNN,1.0,,
64.02,18905,SOO,1.0,,
65.0,152,SOO,1.0,,
66.0,927,SOO,1.0,SOO,1.0
68.04,19,SCCC,1.0,,
75.96,121,SNNO,1.0,,
85.03,171822116,Rb,1.0,,
86.04,418758,RbH,1.0,,
86.96,66158647,Rb,1.0,,
86.99,2347,RbHH,1.0,,
87.97,-1,RbHHH,1.0,,
88.05,161254,RbH,1.0,,
89.01,891,RbHH,1.0,,
97.01,348241,RbC,1.0,,
98.01,3876,RbC,1.0,,
98.97,559492,RbN,1.0,,
99.02,134096,RbC,1.0,,
100.0,3759,RbN,1.0,RbC,1.0
101.0,215425,RbN,1.0,,
101.04,1071953,RbO,1.0,,
101.95,877,RbN,1.0,,
101.98,5459,RbHO,1.0,,
102.96,2153,RbO,1.0,,
103.01,412839,RbO,1.0,RbHHO,1.0
103.96,2113,RbHO,1.0,,
104.98,833,RbO,1.0,RbHHO,1.0
108.95,2130,RbCC,1.0,,
109.99,12,RbCC,1.0,,
110.02,30,RbCC,1.0,,
111.0,810,RbCC,1.0,,
113.03,4711,RbNN,1.0,,
115.05,1842,RbNN,1.0,,
117.05,20651,RbOO,1.0,,
118.97,91,RbOO,1.0,RbOO,1.0
119.02,7957,RbOO,1.0,,
121.04,22,RbCCC,1.0,,
128.96,87,RbNNO,1.0,,
131.04,51,RbNNO,1.0,,
133.04,79326921,Cs,1.0,,
134.03,244222,CsH,1.0,,
135.04,1174,CsHH,1.0,,
145.02,236136,CsC,1.0,,
146.01,2626,CsC,1.0,,
147.0,364655,CsN,1.0,,
148.01,1470,CsN,1.0,,
148.96,583735,CsO,1.0,,
150.02,3930,CsHO,1.0,,
150.95,1173,CsO,1.0,,
150.98,7,CsHHO,1.0,,
156.02,132203,Dy,1.0,,
156.97,1158,CsCC,1.0,,
157.04,264,DyH,1.0,,
158.05,132219,Dy,1.0,,
159.04,254,DyH,1.0,,
160.0,3040876,Dy,1.0,,
160.98,5859,DyH,1.0,,
161.03,24990355,Dy,1.0,CsNN,1.0
161.96,33713935,Dy,1.0,,
162.02,54,DyHH,1.0,,
162.05,48076,DyH,1.0,,
162.95,64847,DyH,1.0,,
163.02,32921139,Dy,1.0,DyHH,1.0
164.01,63988,DyH,1.0,DyHH,1.0
164.05,37283639,Dy,1.0,,
164.95,81324,DyH,1.0,CsOO,1.0
166.03,726,DyHH,1.0,,
167.97,379,DyC,1.0,,
169.97,901,DyN,1.0,DyC,1.0
171.96,8859,DyC,1.0,,
172.02,1543,DyO,1.0,DyN,1.0
172.96,72899,DyC,1.0,DyC,1.0
173.95,1059,DyO,1.0,,
173.99,12430,DyN,1.0,DyC,1.0
174.03,98217,DyC,1.0,,
174.95,36,DyN,1.0,,
174.98,95920,DyC,1.0,,
175.04,96818,DyN,1.0,DyC,1.0
175.97,263549,DyN,1.0,DyC,1.0
176.98,327903,DyO,1.0,DyN,1.0
177.97,1283,DyHO,1.0,,
178.01,412536,DyO,1.0,DyN,1.0
178.05,497,DyN,1.0,,
179.04,266006,DyO,1.0,DyHO,1.0
179.96,1690,DyHO,1.0,,
180.0,298747,DyO,1.0,DyO,1.0
180.96,1925,DyHO,1.0,,
181.03,533,DyO,1.0,,
181.99,602,DyO,1.0,,
184.04,45,DyCC,1.0,,
185.02,418,DyCC,1.0,,
185.97,538,DyCC,1.0,,
186.97,538,DyCC,1.0,,
188.04,729,DyCC,1.0,DyNN,1.0
188.98,933,DyNN,1.0,,
190.05,1262,DyNN,1.0,,
191.01,1232,DyNN,1.0,,
191.96,1660,DyNN,1.0,DyOO,1.0
192.96,2310,DyOO,1.0,,
193.99,3112,DyOO,1.0,,
194.98,3019,DyOO,1.0,,
195.95,3436,DyOO,1.0,,
