mc,counts,ion,charge,ion2,charge2
0.95,8228406,H,1.0,,
2.03,48201,HH,1.0,,
2.96,467,HHH,1.0,,
6.02,6094305,C,2.0,,
6.47,67774,C,2.0,,
7.01,7740868,N,2.0,,
7.52,31090,N,2.0,,
8.0,243000621,O,2.0,,
9.0,486971,O,2.0,,
11.99,3108084,C,1.0,,
12.95,31160,HC,1.0,,
13.01,71808,CH,1.0,C,1.0
13.95,352,HC,1.0,,
14.02,12287960,N,1.0,CHH,1.0
15.04,171895,HN,1.0,N,1.0
15.99,368183710,O,1.0,NHH,1.0
16.05,191,NH,1.0,,
17.0,1836097,HO,1.0,,
17.04,1836095,OH,1.0,,
17.99,757329,O,1.0,OHH,1.0
18.05,21174,HHO,1.0,,
19.0,4009,OH,1.0,HHHO,1.0
19.03,3905,HO,1.0,OHHH,1.0
20.02,57,HHO,1.0,OHH,1.0
24.0,23634,CC,1.0,,
24.97,266,CC,1.0,,
25.03,581,HCC,1.0,CC,1.0
25.97,40833,CN,1.0,,
26.04,34022,NC,1.0,,
26.96,287,CN,1.0,NC,1.0
27.01,838,CN,1.0,NC,1.0
27.52,88117478,Mn,2.0,,
27.99,3273480,OC,1.0,CO,1.0
28.96,18520,OC,1.0,,
29.0,1204,HNN,1.0,,
29.04,37963,CHO,1.0,CO,1.0
30.0,5895240,NO,1.0,ON,1.0
30.04,6431,OC,1.0,CO,1.0
30.99,52208,NHO,1.0,ON,1.0
31.05,13480,NO,1.0,,
32.03,100654410,OO,1.0,NO,1.0
32.97,96,NHO,1.0,ON,1.0
33.01,1843685,OHO,1.0,HOO,1.0
33.99,201684,OO,1.0,,
34.05,212860,OO,1.0,OHHO,1.0
35.04,7548,OHO,1.0,OHO,1.0
35.95,639,OO,1.0,CCC,1.0
36.0,28,OHHO,1.0,,
37.97,360,NCC,1.0,,
39.96,14418,OCC,1.0,,
40.01,855,CNN,1.0,,
41.0,170,OCC,1.0,,
41.05,161,OCC,1.0,,
42.05,1780,NNN,1.0,OCC,1.0
43.95,926015,COO,1.0,ONN,1.0
44.98,411,ONN,1.0,ONN,1.0
45.04,10236,COO,1.0,HNNO,1.0
45.96,1265549,NOO,1.0,COO,1.0
47.04,5076,NOO,1.0,,
47.96,2835,NOO,1.0,NHHOO,1.0
48.0,49271202,OOO,1.0,NOO,1.0
49.98,6219,OHHOO,1.0,,
50.04,296186,OOO,1.0,OOO,1.0
51.98,314,OOO,1.0,OCCC,1.0
52.05,392,OOO,1.0,OOO,1.0
55.01,45821099,Mn,1.0,,
56.04,494740,MnH,1.0,CNNO,1.0
56.97,4791,MnHH,1.0,,
57.99,1149,NNNO,1.0,MnHHH,1.0
59.96,25634,ONNO,1.0,,
60.95,114,ONNO,1.0,,
61.01,94,ONNO,1.0,,
61.97,36,ONNO,1.0,,
62.05,58,ONNO,1.0,,
66.97,333588,MnC,1.0,,
68.0,3724,MnC,1.0,,
68.98,787403,MnN,1.0,,
69.97,3184,MnN,1.0,,
71.01,22120455,MnO,1.0,,
72.03,196110,MnHO,1.0,,
72.99,47070,MnO,1.0,MnHHO,1.0
74.02,392,MnHO,1.0,,
78.95,2781,MnCC,1.0,,
