mc,counts,ion,charge,ion2,charge2
0.97,4315888,H,1.0,,
2.0,9865,HH,1.0,,
3.04,101,HHH,1.0,,
6.05,852413,C,2.0,,
6.54,9483,C,2.0,,
7.01,1933409,N,2.0,,
7.47,7759,N,2.0,,
8.03,51259974,O,2.0,,
9.0,6901969,Al,3.0,,
9.04,102727,O,2.0,,
11.96,502922,C,1.0,,
12.98,8162,C,1.0,CH,1.0
13.03,2070,HC,1.0,,
13.51,21568613,Al,2.0,,
13.95,3866814,N,1.0,,
14.0,48,HC,1.0,CH,1.0
15.0,35498,N,1.0,HN,1.0
16.03,120706403,O,1.0,S,2.0
16.51,331290,S,2.0,,
16.96,2005345,S,2.0,HO,1.0
17.05,207528,OH,1.0,,
17.95,1752,OHH,1.0,,
18.0,164803,O,1.0,HHO,1.0
18.97,425,OH,1.0,,
19.01,519,HO,1.0,,
22.99,34509792,Na,1.0,,
23.97,497,CC,1.0,,
24.01,92501,NaH,1.0,,
24.95,467,NaHH,1.0,,
25.96,2466,NC,1.0,,
26.04,1999,CN,1.0,,
27.01,13372614,Al,1.0,CN,1.0
27.47,12941174,Mn,2.0,,
27.95,55024,AlH,1.0,,
28.01,9726,NN,1.0,,
28.05,65158,OC,1.0,CO,1.0
28.97,26,NN,1.0,,
29.04,1512,OC,1.0,AlHH,1.0
30.0,395778,NO,1.0,ON,1.0
31.0,2575,NHO,1.0,NO,1.0
31.96,327,ON,1.0,,
32.0,65984891,S,1.0,OO,1.0
32.97,247468,SH,1.0,HOO,1.0
33.04,517635,S,1.0,,
33.95,2719446,S,1.0,SH,1.0
34.04,19186,OO,1.0,OO,1.0
34.46,12962744,Ga,2.0,,
34.98,29318,NaC,1.0,SH,1.0
35.05,94,HOO,1.0,HOO,1.0
35.49,8605888,Ga,2.0,,
36.03,291,NaC,1.0,SHH,1.0
36.96,101112,NaN,1.0,,
37.47,43137274,As,2.0,,
37.96,412,NaN,1.0,,
38.99,42118391,K,1.0,NaO,1.0
39.03,11428,AlC,1.0,,
39.96,107796,KH,1.0,,
40.02,8518,NaHO,1.0,AlC,1.0
40.95,3862,NaO,1.0,,
41.0,2890194,K,1.0,,
41.04,55241,AlN,1.0,KHH,1.0
42.0,204,AlN,1.0,,
42.04,7811,KH,1.0,NNN,1.0
42.98,1302957,AlO,1.0,KHH,1.0
43.97,5931,COO,1.0,ONN,1.0
44.02,43279,SC,1.0,AlHO,1.0
44.96,7934,W,4.0,SC,1.0
45.0,2676,AlO,1.0,COO,1.0
45.03,395,SC,1.0,,
45.52,2008089,W,4.0,,
45.77,1091837,W,4.0,,
45.96,2484504,W,4.0,SN,1.0
46.0,22131,NOO,1.0,SC,1.0
46.51,1801940,W,4.0,,
46.99,1820,SN,1.0,SN,1.0
47.97,581196,OOO,1.0,,
48.02,3340616,SO,1.0,SN,1.0
48.96,28088,SO,1.0,,
48.99,26,SN,1.0,,
49.04,22794,SHO,1.0,,
49.95,149945,SO,1.0,OOO,1.0
50.01,8036,SO,1.0,OOO,1.0
50.97,25389,KC,1.0,SHO,1.0
51.05,588,NaNN,1.0,SHO,1.0
51.98,282,KC,1.0,,
52.01,293,SO,1.0,,
52.98,1757,KC,1.0,,
53.05,73016,KN,1.0,,
53.96,294,KN,1.0,,
54.97,8384086,Mn,1.0,NaOO,1.0
55.04,2032116,KO,1.0,,
55.96,34690,MnH,1.0,,
56.01,14677,KHO,1.0,SCC,1.0
56.99,151399,KO,1.0,KO,1.0
58.03,1070,KHO,1.0,KHO,1.0
58.95,286,KO,1.0,,
59.05,111460,AlOO,1.0,,
59.96,1027,SNN,1.0,,
59.99,12956,W,3.0,,
60.04,105,ONNO,1.0,,
60.70666793823242,3403538,W,3.0,,
60.95,1850604,W,3.0,,
61.01,473,AlOO,1.0,AlOO,1.0
61.36333206176758,3972931,W,3.0,,
61.95,67,SNN,1.0,,
62.0,3054126,W,3.0,,
62.98,23,KCC,1.0,,
63.96,326981,SOO,1.0,,
65.03,2740,SOO,1.0,,
65.98,15111,SOO,1.0,SOO,1.0
66.05,656,SOO,1.0,,
66.98,668,KNN,1.0,,
67.04,5052,MnC,1.0,NaNNO,1.0
67.95,46,SOO,1.0,SOO,1.0
68.03,45,MnC,1.0,,
68.96,34119,MnN,1.0,,
69.0,25925497,Ga,1.0,,
69.05,51,KNN,1.0,,
70.02,120588,GaH,1.0,AlAlO,1.0
71.0,17438356,Ga,1.0,KOO,1.0
71.04,749887,MnO,1.0,AlNNO,1.0
71.98,58997,GaH,1.0,MnHO,1.0
72.96,1863,MnO,1.0,GaHH,1.0
73.0,455,KOO,1.0,,
73.03,16711,KOO,1.0,KOO,1.0
74.98,23294135,As,1.0,,
75.02,28,KOO,1.0,,
75.05,19,KOO,1.0,,
76.01,132673,AsH,1.0,SNNO,1.0
77.03,759,AsHH,1.0,,
80.96,15062,GaC,1.0,,
82.01,174,GaC,1.0,,
83.01,80072,GaN,1.0,GaC,1.0
83.05,82,KNNO,1.0,,
84.0,269,GaN,1.0,,
84.04,115,GaC,1.0,,
84.98,46371,GaN,1.0,,
85.04,1246484,GaO,1.0,,
86.04,8740,GaHO,1.0,GaN,1.0
87.0,1137472,GaO,1.0,Hf,2.0
87.95,5053025,Hf,2.0,GaHO,1.0
88.01,582,MnOOH,1.0,,
88.54,18052954,Hf,2.0,,
88.97,108896,AsN,1.0,MnOO,1.0
89.0,26302942,Hf,2.0,,
89.04,1832,GaO,1.0,MnOO,1.0
89.49,13297064,Hf,2.0,,
89.96,5311,W,2.0,,
90.03,34165155,Hf,2.0,AsN,1.0
90.98,3735325,AsO,1.0,W,2.0
91.51,758745,W,2.0,,
91.95,1628909,W,2.0,,
92.01,16353,AsHO,1.0,,
92.98,4670,AsO,1.0,,
93.01,107,AsHHO,1.0,,
93.05,1252198,W,2.0,,
94.02,22,AsHO,1.0,,
97.01,252,GaNN,1.0,,
98.97,211,GaNN,1.0,AsCC,1.0
99.05,31,MnNNO,1.0,,
100.98,126097,GaOO,1.0,,
