mc,counts,ion,charge,ion2,charge2
0.96,1086954,H,1.0,,
2.0,872,HH,1.0,,
5.97,1073393,C,2.0,,
6.51,11943,C,2.0,,
6.99,1785416,N,2.0,,
7.52,7169,N,2.0,,
8.04,68217474,O,2.0,,
9.03,136712,O,2.0,,
12.01,590383,C,1.0,,
12.95,841,HC,1.0,,
13.01,7334,C,1.0,CH,1.0
13.96,50083947,Si,2.0,,
14.01,3246220,N,1.0,,
14.45,2553079,Si,2.0,,
15.03,1701135,Si,2.0,N,1.0
16.02,136434933,O,1.0,,
17.02,98878,HO,1.0,,
17.05,105611,OH,1.0,,
17.99,273709,O,1.0,OHH,1.0
18.99,406,OH,1.0,HO,1.0
24.04,569,CC,1.0,,
25.99,2212,NC,1.0,,
26.04,2584,CN,1.0,,
27.01,46,CN,1.0,NC,1.0
27.97,76939,OC,1.0,NN,1.0
28.02,26631050,Si,1.0,CO,1.0
28.95,35655,HSi,1.0,CHO,1.0
29.02,1382122,Si,1.0,SiH,1.0
29.95,7049769,Zr,3.0,,
30.0,1453024,Si,1.0,NO,1.0
30.31333396911621,1546837,Zr,3.0,,
30.656666030883787,2354497,Zr,3.0,,
31.03,4767,NO,1.0,HSi,1.0
31.38333396911621,2368177,Zr,3.0,,
31.47,24433569,Cu,2.0,,
31.96,383289,Zr,3.0,,
32.0,10153373,OO,1.0,,
32.03,1119,NO,1.0,ON,1.0
32.52,10875059,Cu,2.0,,
32.95,15331,OHO,1.0,,
33.01,16292,HOO,1.0,,
33.95,20364,OO,1.0,OHHO,1.0
34.02,20351,OO,1.0,,
34.99,80,OHO,1.0,OHO,1.0
35.05,20,HOO,1.0,,
35.95,29,OO,1.0,,
38.96,15188151,K,1.0,,
39.96,9508,KH,1.0,,
40.03,66165,SiC,1.0,CSi,1.0
40.96,1091849,K,1.0,,
41.01,2237,SiC,1.0,CSi,1.0
41.05,1884,CSi,1.0,SiC,1.0
41.97,38,NNN,1.0,,
42.01,177815,NSi,1.0,SiN,1.0
42.99,9219,NSi,1.0,SiN,1.0
43.04,400,NSi,1.0,,
43.98,7376610,OSi,1.0,SiO,1.0
