mc,counts,ion,charge,ion2,charge2
1.03,8306036,H,1.0,,
1.98,42871,HH,1.0,,
3.03,417,HHH,1.0,,
5.02,22560790,B,2.0,,
5.49,91382602,B,2.0,,
6.03,2050582,C,2.0,,
6.55,22806,C,2.0,,
7.03,12278973,N,2.0,,
7.52,49300,N,2.0,,
7.98,240106209,O,2.0,,
9.02,481161,O,2.0,,
9.98,36984917,B,1.0,,
10.96,149807531,B,1.0,,
11.02,181514,BH,1.0,,
11.99,2069901,C,1.0,BH,1.0
12.95,7126,BHH,1.0,,
13.04,38348,C,1.0,CH,1.0
13.95,233,BHHH,1.0,CHH,1.0
13.99,269,CH,1.0,HC,1.0
14.04,18604545,N,1.0,,
14.99,112370,HN,1.0,,
15.05,156702,NH,1.0,N,1.0
15.96,448,HN,1.0,,
16.04,381122413,O,1.0,NHH,1.0
16.98,3501354,HO,1.0,OH,1.0
18.04,815669,O,1.0,HHO,1.0
18.95,4616,HO,1.0,HHHO,1.0
19.01,2977,OH,1.0,,
20.02,39,HHO,1.0,,
20.05,56,OHH,1.0,,
21.96,52856,BC,1.0,,
23.04,214692,BC,1.0,BC,1.0
23.99,4622,BC,1.0,CC,1.0
24.04,312772,BN,1.0,,
24.96,1290,BN,1.0,CC,1.0
25.0,1266886,BN,1.0,CC,1.0
25.05,-4,HCC,1.0,,
25.95,5066,BN,1.0,,
25.98,21970,NC,1.0,,
26.02,8355883,BO,1.0,CN,1.0
26.95,33821684,BO,1.0,BHO,1.0
27.0,202,CN,1.0,NC,1.0
28.0,1082277,OC,1.0,CO,1.0
28.03,354161,BHO,1.0,BO,1.0
28.95,6603,CHO,1.0,NN,1.0
29.01,86707,BO,1.0,OC,1.0
29.97,4082438,NO,1.0,,
30.02,5052018,ON,1.0,OC,1.0
30.98,16404,NO,1.0,,
31.02,71670,NHO,1.0,ON,1.0
31.99,66043431,OO,1.0,ON,1.0
32.95,1080294,HOO,1.0,NHO,1.0
33.0,60,ON,1.0,,
33.05,1329514,OHO,1.0,NO,1.0
34.01,276278,OO,1.0,OO,1.0
34.96,5589,OHO,1.0,HOO,1.0
35.0,2162,HOO,1.0,,
35.04,2645,OHO,1.0,,
36.0,329,OO,1.0,OHHO,1.0
38.0,12057,BNN,1.0,,
38.04,56,NCC,1.0,,
38.95,40,BNN,1.0,,
38.99,48829,BNN,1.0,BNN,1.0
39.96,1846,OCC,1.0,BNN,1.0
40.0,635,CNN,1.0,,
40.05,199,BNN,1.0,,
41.98,4563134,BOO,1.0,,
42.01,6802,NNN,1.0,,
42.99,18483046,BOO,1.0,,
43.04,90,NNN,1.0,NNN,1.0
43.96,9146,BOO,1.0,,
44.01,318072,COO,1.0,ONN,1.0
45.0,79689,BOO,1.0,BOO,1.0
45.04,2282,COO,1.0,,
45.97,2543566,NOO,1.0,,
46.01,1055,COO,1.0,COO,1.0
46.99,10314,NOO,1.0,BOO,1.0
47.95,58465043,OOO,1.0,NOO,1.0
48.02,5608,NOO,1.0,NHHOO,1.0
48.95,28,NOO,1.0,,
49.04,6,NOO,1.0,,
49.98,360100,OOO,1.0,OOO,1.0
51.97,223,OOO,1.0,,
52.04,489,OOO,1.0,OOO,1.0
53.96,6285,BNNO,1.0,,
54.98,25410,BNNO,1.0,,
55.05,53,BNNO,1.0,BNNO,1.0
55.98,203,BNNO,1.0,BNNO,1.0
56.01,430,CNNO,1.0,,
56.97,36,BNNO,1.0,,
58.03,4202,NNNO,1.0,,
60.05,59464,ONNO,1.0,,
60.95,231,ONNO,1.0,,
61.02,237,ONNO,1.0,,
61.99,125,ONNO,1.0,,
62.02,114,ONNO,1.0,,
135.99,124512,Ce,1.0,,
137.02,700,CeH,1.0,,
138.04,186778,Ce,1.0,,
138.96,1049,CeH,1.0,,
140.01,55103769,Ce,1.0,,
141.04,312049,CeH,1.0,,
141.99,6914358,Ce,1.0,CeHH,1.0
143.04,39209,CeH,1.0,CeHHH,1.0
144.02,382,CeHH,1.0,,
147.98,124,CeC,1.0,,
150.02,185,CeC,1.0,,
150.05,1685,CeN,1.0,,
151.97,54791,CeC,1.0,,
152.0,25889,CeO,1.0,,
152.03,2530,CeN,1.0,,
152.98,301,CeHO,1.0,,
153.03,601,CeC,1.0,,
153.97,752433,CeN,1.0,CeC,1.0
154.02,38830,CeO,1.0,,
154.05,45,CeO,1.0,,
154.99,3502,CeN,1.0,CeHO,1.0
156.04,11548817,CeO,1.0,CeN,1.0
156.97,132139,CeHO,1.0,,
157.02,364,CeN,1.0,,
157.97,22947,CeO,1.0,,
158.04,1438519,CeO,1.0,CeHHO,1.0
159.05,16822,CeHO,1.0,CeHO,1.0
159.98,208,CeHHO,1.0,,
160.05,2886,CeO,1.0,,
161.05,44,CeHO,1.0,,
163.98,245,CeCC,1.0,,
164.01,30,CeNN,1.0,,
166.01,96,CeNN,1.0,CeCC,1.0
167.98,12444,CeOO,1.0,,
168.04,17509,CeNN,1.0,,
168.96,58,CeNN,1.0,,
169.03,59,CeNN,1.0,,
169.97,18681,CeOO,1.0,,
170.01,2251,CeNN,1.0,CeOO,1.0
171.96,40,CeOO,1.0,,
172.0,42,CeOO,1.0,,
172.04,5512402,CeOO,1.0,,
173.98,12442,CeOO,1.0,CeHHOO,1.0
174.01,691377,CeOO,1.0,,
174.04,11052,CeOO,1.0,,
175.96,2808,CeOO,1.0,CeOO,1.0
176.03,174,CeHHOO,1.0,,
179.97,48,CeNNO,1.0,,
181.95,18,CeNNO,1.0,,
183.95,10122,CeNNO,1.0,,
