mc,counts,ion,charge,ion2,charge2
1.01,19829729,H,1.0,,
1.97,262156,HH,1.0,,
3.02,8428,HHH,1.0,,
4.0,237,HHHH,1.0,,
6.05,7832871,C,2.0,,
6.55,87124,C,2.0,,
6.98,6632810,N,2.0,,
7.45,26647,N,2.0,,
8.04,15170234,O,2.0,,
8.97,30396,O,2.0,,
12.04,4778049,C,1.0,,
12.95,53149,C,1.0,,
12.98,115300,CH,1.0,,
13.02,115316,HC,1.0,,
13.96,3623,CHH,1.0,CH,1.0
14.05,11845610,N,1.0,HC,1.0
14.97,84,CHHH,1.0,CHH,1.0
15.01,389169,NH,1.0,HN,1.0
16.01,25718102,O,1.0,NHH,1.0
17.04,618134,HO,1.0,OH,1.0
17.95,51530,O,1.0,,
17.99,10444,HHO,1.0,,
18.04,9051,OHH,1.0,,
18.96,1334,HO,1.0,HHHO,1.0
19.03,508,OH,1.0,,
19.96,22,HHO,1.0,,
22.95,148648646,Na,1.0,,
23.97,2188395,NaH,1.0,,
24.01,28815,CC,1.0,,
24.99,63111,NaHH,1.0,HCC,1.0
25.03,317,CC,1.0,,
25.97,56312,NC,1.0,NaHHH,1.0
26.05,52012,CN,1.0,,
26.96,1420,NC,1.0,CN,1.0
27.01,202,CN,1.0,,
27.98,152590,OC,1.0,,
28.05,222596,CO,1.0,NN,1.0
28.97,3649,CHO,1.0,NN,1.0
29.04,5841,HNN,1.0,OC,1.0
29.98,360606,NO,1.0,ON,1.0
30.96,5825,NHO,1.0,,
31.04,1437,NO,1.0,ON,1.0
31.98,400821,OO,1.0,NHHO,1.0
32.02,756,NO,1.0,ON,1.0
32.97,20457,OHO,1.0,HOO,1.0
33.97,1229,OO,1.0,OHHO,1.0
34.03,809,OO,1.0,,
34.96,635116,NaC,1.0,,
35.05,66,OHO,1.0,OHO,1.0
35.98,455,CCC,1.0,,
36.05,7071,NaC,1.0,,
37.01,1067062,NaN,1.0,,
37.98,5074,NaN,1.0,NCC,1.0
39.04,2316416,NaO,1.0,,
39.97,58472,NaHO,1.0,OCC,1.0
40.96,7258,NaO,1.0,NaHHO,1.0
41.96,1296,NNN,1.0,NaHO,1.0
43.97,3235,ONN,1.0,,
44.02,5582,COO,1.0,,
44.98,202,HNNO,1.0,COO,1.0
46.04,6827,NOO,1.0,,
46.96,7746,NaCC,1.0,,
46.99,23,NOO,1.0,,
47.97,17564,OOO,1.0,,
48.0,165,NaCC,1.0,NaCC,1.0
49.98,82,OOO,1.0,OOO,1.0
50.02,27,OOO,1.0,,
51.03,14347,NaNN,1.0,,
51.55,148648658,Rh,2.0,,
51.95,38,NaNN,1.0,,
52.01,52,NaNN,1.0,,
55.0,78972,NaOO,1.0,,
56.04,30,CNNO,1.0,,
56.99,238,NaOO,1.0,NaHHOO,1.0
57.04,159,NaOO,1.0,,
57.99,67,NNNO,1.0,,
58.95,128,NaCCC,1.0,,
60.0,136,ONNO,1.0,,
67.04,711,NaNNO,1.0,,
102.97,96621599,Rh,1.0,,
104.05,1652476,RhH,1.0,,
105.05,45623,RhHH,1.0,,
105.96,3864875,Cd,1.0,,
106.02,1390,RhHHH,1.0,,
107.03,47594,CdH,1.0,,
108.03,1400,CdHH,1.0,,
109.0,49,CdHHH,1.0,,
109.96,37162177,Cd,1.0,,
110.96,38054062,Cd,1.0,,
111.02,457777,CdH,1.0,,
111.96,71648653,Cd,1.0,,
112.01,482198,CdH,1.0,CdHH,1.0
112.96,896745,CdH,1.0,CdHH,1.0
113.03,36270271,Cd,1.0,,
113.97,26271,CdHH,1.0,CdHHH,1.0
114.03,85771118,Cd,1.0,CdH,1.0
114.95,811513,RhC,1.0,,
115.0,823,CdHHH,1.0,,
115.03,1064132,CdH,1.0,CdHH,1.0
115.95,30831,CdHH,1.0,,
115.99,9430,RhC,1.0,CdHHH,1.0
116.03,22297313,Cd,1.0,,
117.01,1316016,RhN,1.0,CdH,1.0
118.04,31497,CdC,1.0,CdHH,1.0
118.95,1853136,RhO,1.0,,
118.98,246,CdHHH,1.0,,
119.03,217,CdC,1.0,,
120.02,95253,RhHO,1.0,CdN,1.0
120.98,5665,RhO,1.0,RhHHO,1.0
122.01,260654,CdC,1.0,CdO,1.0
122.98,193973,CdC,1.0,CdHO,1.0
123.97,280122,CdN,1.0,CdHHO,1.0
124.04,359388,CdC,1.0,CdC,1.0
124.96,181918,CdC,1.0,CdN,1.0
125.04,290781,CdN,1.0,CdC,1.0
125.99,428430,CdC,1.0,CdC,1.0
126.04,1263909,CdO,1.0,CdN,1.0
126.96,12906,RhCC,1.0,CdC,1.0
127.02,765159,CdO,1.0,CdHO,1.0
127.05,273400,CdN,1.0,,
128.03,2175379,CdO,1.0,CdN,1.0
128.96,1481,CdO,1.0,,
129.01,752754,CdO,1.0,CdHO,1.0
129.95,21278,CdHO,1.0,CdHO,1.0
129.99,1830363,CdO,1.0,CdN,1.0
130.05,3693,CdO,1.0,CdHHO,1.0
130.96,16756,RhNN,1.0,,
131.0,50395,CdHO,1.0,CdHHO,1.0
131.03,2149,CdO,1.0,CdN,1.0
131.97,437665,CdO,1.0,CdO,1.0
132.0,48,RhNN,1.0,,
132.04,1112,CdHHO,1.0,RhNN,1.0
133.01,13048,CdHO,1.0,,
133.04,95,CdHO,1.0,,
133.96,2566,CdCC,1.0,,
134.0,1612,CdO,1.0,CdNN,1.0
134.97,34,CdCC,1.0,,
135.01,88019,RhOO,1.0,CdHO,1.0
135.04,2652,CdCC,1.0,CdCC,1.0
135.99,4997,CdCC,1.0,CdCC,1.0
136.97,2749,CdCC,1.0,RhOO,1.0
137.04,290,RhOO,1.0,RhHHOO,1.0
137.95,6205,CdNN,1.0,CdOO,1.0
138.0,30,CdCC,1.0,,
138.04,5885,CdCC,1.0,,
138.97,4600,CdNN,1.0,CdCC,1.0
139.01,109,RhCCC,1.0,,
139.04,71,CdCC,1.0,,
140.04,10100,CdNN,1.0,CdCC,1.0
140.98,4387,CdNN,1.0,CdNN,1.0
142.0,16926,CdOO,1.0,,
142.04,10157,CdNN,1.0,,
142.96,17352,CdOO,1.0,CdNN,1.0
143.02,48,CdNN,1.0,,
143.95,35273,CdOO,1.0,CdNN,1.0
144.01,64,CdOO,1.0,CdHHOO,1.0
144.96,24,CdOO,1.0,,
145.04,16601,CdOO,1.0,CdOO,1.0
145.95,66,CdOO,1.0,,
146.04,38974,CdOO,1.0,CdOO,1.0
146.98,630,RhNNO,1.0,CdOO,1.0
147.03,16,CdCCC,1.0,,
147.96,86,CdOO,1.0,,
147.99,39,CdCCC,1.0,,
148.05,10295,CdOO,1.0,CdOO,1.0
149.01,15,CdCCC,1.0,,
150.0,123,CdCCC,1.0,CdOO,1.0
153.97,217,CdNNO,1.0,,
154.95,230,CdNNO,1.0,,
155.99,426,CdNNO,1.0,,
157.03,197,CdNNO,1.0,,
157.95,507,CdNNO,1.0,,
160.04,124,CdNNO,1.0,,
