mc,counts,ion,charge,ion2,charge2
1.01,1835778,H,1.0,,
2.03,10575,H2,1.0,,
2.95,104,H3,1.0,,
6.05,2266065,C,2.0,,
6.52,25185,C,2.0,,
6.96,1672172,N,2.0,,
7.54,7056,N,2.0,,
8.05,3626653,O,2.0,,
9.01,7265,O,2.0,,
10.95,266,N2O,4.0,,
11.01,633,CO2,4.0,,
11.99,1293145,C,1.0,OOO,4.0
12.98,16900,C,1.0,,
13.97,2741279,N,1.0,,
14.616666666666665,239,N2O,3.0,,
14.646666666666667,561,CO2,3.0,,
15.03,10996,N,1.0,,
15.99,5496257,O,1.0,OOO,3.0
17.0,23508,HO,1.0,,
17.98,11385,O,1.0,H2O,1.0
18.03,111,C3,2.0,,
19.05,34,HO,1.0,,
20.04,258,C2O,2.0,,
21.95,658,CO2,2.0,,
22.02,449,N2O,2.0,,
22.48,21615827,Zr,4.0,,
22.71,4890480,Zr,4.0,HZr,4.0
23.0,7100925,Zr,4.0,,
23.04,17722,HZr,4.0,H2Zr,4.0
23.21,285,H2Zr,4.0,,
23.26,18228,HZr,4.0,,
23.46,7737390,Zr,4.0,,
23.53,326,H2Zr,4.0,,
23.74,18360,HZr,4.0,,
23.95,1136698,Zr,4.0,,
23.99,15026,C2,1.0,OOO,2.0
24.05,306,H2Zr,4.0,,
24.25,3630,HZr,4.0,,
24.54,79,H2Zr,4.0,,
24.96,328,C2,1.0,C2,1.0
26.0,18229,CN,1.0,,
26.51,261687,OZr,4.0,,
26.72,37097,OZr,4.0,,
26.98,88016,OZr,4.0,OZr,4.0
27.01,202,CN,1.0,,
27.3,103,OZr,4.0,,
27.52,69704,OZr,4.0,OZr,4.0
27.96,130,OZr,4.0,,
28.0,18548,N2,1.0,,
28.04,14819,OZr,4.0,,
28.48,2,OZr,4.0,,
28.96,74,N2,1.0,,
29.0,71,N2,1.0,,
29.96,16300464,Zr,3.0,,
30.383333333333333,2563975,Zr,3.0,HZr,3.0
30.54,9324,O2Zr,4.0,,
30.64666666666667,12257,HZr,3.0,H2Zr,3.0
30.69666666666667,5917436,Zr,3.0,,
30.75,1322,O2Zr,4.0,,
30.95,2787,O2Zr,4.0,,
31.0,211,H2Zr,3.0,,
31.04,22296,HZr,3.0,,
31.28333333333333,329,H2Zr,3.0,,
31.343333333333334,4166279,Zr,3.0,,
31.47,2564,O2Zr,4.0,,
31.62666666666667,15812,HZr,3.0,,
31.95,353,O2Zr,4.0,,
31.99,674544,Zr,3.0,H2Zr,3.0
32.02,100660,O2,1.0,,
32.29333333333334,4055,HZr,3.0,,
32.68666666666667,65,H2Zr,3.0,,
32.99,947,HO2,1.0,,
34.02,418,O2,1.0,O2,1.0
35.32333333333334,272623,OZr,3.0,,
35.696666666666665,39475,OZr,3.0,,
35.96,532,OZr,3.0,,
35.99,65706,OZr,3.0,C3,1.0
36.36333333333334,106,OZr,3.0,,
36.63666666666666,55084,OZr,3.0,OZr,3.0
37.29333333333334,177,OZr,3.0,,
37.373333333333335,8897,OZr,3.0,,
37.99,30,OZr,3.0,,
40.03,407,C2O,1.0,,
40.64666666666666,9519,O2Zr,3.0,,
40.95,1623,O2Zr,3.0,,
41.343333333333334,2671,O2Zr,3.0,,
42.02,3064,O2Zr,3.0,,
42.656666666666666,427,O2Zr,3.0,,
43.96,817,N2O,1.0,,
44.03,1288,CO2,1.0,,
44.96,35435800,Zr,2.0,,
45.47,80435,HZr,2.0,,
45.54,7775242,Zr,2.0,,
45.98,11856219,Zr,2.0,HZr,2.0
46.46,26340,HZr,2.0,,
46.54,316,H2Zr,2.0,,
46.96,11903663,Zr,2.0,,
47.03,497,H2Zr,2.0,,
47.54,29051,HZr,2.0,,
47.97,1926590,Zr,2.0,,
48.01,565,H2Zr,2.0,,
48.05,3040,OOO,1.0,,
48.45,4961,HZr,2.0,,
48.97,82,H2Zr,2.0,,
53.03,288959,OZr,2.0,,
53.53,74185,OZr,2.0,,
54.02,111808,OZr,2.0,OZr,2.0
54.51,125,OZr,2.0,,
55.0,256,OZr,2.0,,
55.04,91561,OZr,2.0,,
55.95,167,OZr,2.0,,
55.99,19580,OZr,2.0,,
56.96,33,OZr,2.0,,
61.04,9886,O2Zr,2.0,,
61.53,2474,O2Zr,2.0,,
61.98,3258,O2Zr,2.0,O2Zr,2.0
63.04,3954,O2Zr,2.0,,
63.97,579,O2Zr,2.0,,
91.01,151785,HZr,1.0,,
91.99,35866,HZr,1.0,H2Zr,1.0
92.96,51237,HZr,1.0,H2Zr,1.0
93.99,863,H2Zr,1.0,,
94.98,50996,HZr,1.0,,
95.49,25665130,Ir,2.0,,
95.97,852,H2Zr,1.0,,
96.54,43142207,Ir,2.0,,
96.95,8264,HZr,1.0,,
98.05,154,H2Zr,1.0,,
106.0,545210,OZr,1.0,,
107.01,119631,OZr,1.0,,
107.99,182092,OZr,1.0,,
108.02,1094,OZr,1.0,,
109.0,231,OZr,1.0,,
109.95,183170,OZr,1.0,,
110.0,382,OZr,1.0,,
112.01,29637,OZr,1.0,,
112.05,366,OZr,1.0,,
114.04,55,OZr,1.0,,
122.05,19023,O2Zr,1.0,,
123.01,4181,O2Zr,1.0,,
123.95,27,O2Zr,1.0,,
123.98,35,O2Zr,1.0,,
124.01,6343,O2Zr,1.0,,
126.02,6384,O2Zr,1.0,,
128.01,1042,O2Zr,1.0,,
