mc,counts,ion,charge,ion2,charge2
1.02,5145435,H,1.0,,
1.95,14685,H2,1.0,,
2.95,85,H3,1.0,,
5.99,2540613,C,2.0,,
6.46,28232,C,2.0,,
7.01,23927813,N,2.0,,
7.53,85069,N,2.0,,
7.99,6864127,O,2.0,,
9.01,11035,O,2.0,,
9.373333333333333,4367382,Si,3.0,,
9.656666666666666,273505,Si,3.0,,
9.96,138453,Si,3.0,,
10.45,129920,NSi,4.0,,
10.7,4933,NSi,4.0,,
10.74,394,NSi,4.0,,
10.99,22634,OSi,4.0,CO2,4.0
11.04,7352,N2O,4.0,NSi,4.0
11.22,1512,OSi,4.0,HOSi,4.0
11.52,862,OSi,4.0,OSi,4.0
11.7,34173,HTi,4.0,,
11.98,1600916,C,1.0,OOO,4.0
12.04,21746,HTi,4.0,H2Ti,4.0
12.25,343364,HTi,4.0,H2Ti,4.0
12.46,19597,HTi,4.0,H2Ti,4.0
12.72,21019,HTi,4.0,,
12.8,167,H2Ti,4.0,,
13.0,14983,C,1.0,,
13.05,102,H2Ti,4.0,,
13.95,99709,NSi,3.0,,
14.04,51728912,N,1.0,Si,2.0
14.283333333333333,7234,NSi,3.0,,
14.363333333333333,420,NSi,3.0,,
14.45,636087,Si,2.0,,
14.616666666666665,28653,OSi,3.0,N2O,3.0
14.676666666666666,47,NSi,3.0,,
14.716666666666667,90,CO2,3.0,,
14.95,157544,N,1.0,,
15.01,574374,Si,2.0,NTi,4.0
15.24,881,NTi,4.0,,
15.3,178905,NTi,4.0,,
15.343333333333334,811,OSi,3.0,OSi,3.0
15.383333333333335,12992476,Ti,3.0,,
15.5,1909044,NTi,4.0,OTi,4.0
15.646666666666667,25813,HTi,3.0,,
15.686666666666666,9115482,Ti,3.0,NTi,4.0
15.73,61665,OTi,4.0,,
15.79,8333,NTi,4.0,,
15.95,10913029,O,1.0,OTi,4.0
15.99,155575,NTi,4.0,NTi,4.0
16.03,120173608,Ti,3.0,S,2.0
16.21,46447,OTi,4.0,,
16.25,305,CuH2,4.0,OTi,4.0
16.313333333333333,329781,HTi,3.0,NTi,4.0
16.35333333333333,177,H2Ti,3.0,,
16.383333333333333,7145849,Ti,3.0,,
16.48,44789,OTi,4.0,OTi,4.0
16.54,60892,S,2.0,CuH,4.0
16.616666666666667,7192730,Ti,3.0,H2Ti,3.0
16.71666666666667,18355,HTi,3.0,CuH2,4.0
16.79,98,OTi,4.0,,
16.98,340455,S,2.0,HO,1.0
17.363333333333333,140,H2Ti,3.0,,
17.53,1326,NSi2,4.0,,
17.7,132,NSi2,4.0,NSi2,4.0
17.75,73986,MnO,4.0,,
18.0,21034,O,1.0,H2O,1.0
18.04,36,NSi2,4.0,,
18.25,227,MnO,4.0,,
18.636666666666667,39178,HMn,3.0,,
18.99,59,HO,1.0,,
19.48,677,O2Ti,4.0,,
19.8,30987,CuO,4.0,O2Ti,4.0
19.97,155588,NTi,3.0,O2Ti,4.0
20.05,289,O2Si,3.0,,
20.22,39,CuO,4.0,,
20.25,13773,CuO,4.0,,
20.30333333333333,135673,NTi,3.0,O2Ti,4.0
20.383333333333333,787,NTi,3.0,,
20.45,572,O2Ti,4.0,,
20.666666666666668,1995536,NTi,3.0,OTi,3.0
20.95,181092,NTi,3.0,OTi,3.0
21.05,169339,NSi,2.0,NTi,3.0
21.293333333333333,665311,OTi,3.0,NTi,3.0
21.35333333333333,19663,CuH,3.0,OTi,3.0
21.383333333333333,158154,NTi,3.0,,
21.48,9865,NSi,2.0,,
21.52,688,NSi,2.0,,
21.666666666666668,49317,OTi,3.0,NTi,3.0
21.77,924,MnO2,4.0,,
21.98,6466,N2O,2.0,,
22.01,52640,OTi,3.0,CuH,3.0
22.05,35312,OSi,2.0,,
22.293333333333333,176,OTi,3.0,CuH2,3.0
22.55,4184051,Zr,4.0,OSi,2.0
22.706666666666667,116,OTi,3.0,,
22.75,967727,Zr,4.0,HZr,4.0
22.98,1469150,Zr,4.0,HZr,4.0
23.05,25984959,Ti,2.0,,
23.27,1473,HZr,4.0,,
23.30333333333333,1105,NSi2,3.0,,
23.45,1424696,Zr,4.0,HTi,2.0
23.52,23711275,Ti,2.0,,
23.616666666666667,64,NSi2,3.0,,
23.686666666666667,93603,MnO,3.0,HZr,4.0
23.95,46,NSi2,3.0,,
24.05,239989337,Ti,2.0,Zr,4.0
24.27,272,HZr,4.0,,
24.343333333333334,204,MnO,3.0,,
24.47,17864956,Ti,2.0,H2Ti,2.0
24.54,427277,HTi,2.0,,
24.96,17569816,Ti,2.0,HTi,2.0
25.47,30250,HTi,2.0,,
25.54,243,H2Ti,2.0,,
25.95,52907,CN,1.0,,
25.99,207,H2Ti,2.0,,
26.02,773,O2Ti,3.0,,
26.363333333333333,28648,CuO,3.0,O2Ti,3.0
26.45,12126,OZr,4.0,,
26.55,6366,NTi2,4.0,,
26.69666666666667,11963,O2Ti,3.0,NTi2,4.0
26.74,4900,NTi2,4.0,,
26.8,2788,OZr,4.0,,
27.01,124258,NTi2,4.0,NTi2,4.0
27.05,13092,CuO,3.0,NTi2,4.0
27.23,58150,NTi2,4.0,NTi2,4.0
27.27,54832,NTi2,4.0,NTi2,4.0
27.3,236,NTi2,4.0,,
27.35333333333333,645,O2Ti,3.0,,
27.48,41090151,Mn,2.0,NTi2,4.0
27.656666666666666,32,CuO,3.0,,
27.72,2783,NTi2,4.0,,
27.75,88628,NTi2,4.0,NTi2,4.0
28.0,8232623,Si,1.0,N2,1.0
28.24,2941,NTi2,4.0,,
28.28,3138,NTi2,4.0,NTi2,4.0
28.53,2956,NTi2,4.0,,
28.97,342186,Si,1.0,N2,1.0
29.02,931,MnO2,3.0,,
29.97,268499,Si,1.0,,
30.04,3015267,Zr,3.0,NTi,2.0
30.343333333333334,540606,Zr,3.0,HZr,3.0
30.47,20445,ZrS,4.0,O2Si,2.0
30.51,245529,NTi,2.0,NTi,2.0
30.636666666666667,791443,Zr,3.0,,
30.69666666666667,1176,HZr,3.0,H2Zr,3.0
30.75,3317,ZrS,4.0,O2Zr,4.0
30.79,169,ZrS,4.0,,
30.98,6342,ZrS,4.0,NTi,2.0
31.02,3042239,NTi,2.0,OTi,2.0
31.22,206,ZrS,4.0,,
31.28333333333333,749279,Zr,3.0,ZrS,4.0
31.52,11001948,Cu,2.0,NTi,2.0
31.686666666666667,1430,HZr,3.0,,
31.73,40,ZrS,4.0,,
31.96,14001833,S,1.0,OTi,2.0
32.04,30716,CuH,2.0,NTi,2.0
32.29333333333334,266,HZr,3.0,,
32.45,1072,NTi,2.0,CuH2,2.0
32.49,66050,OTi,2.0,,
32.53,4835563,Cu,2.0,OTi,2.0
32.98,110061,S,1.0,OTi,2.0
33.04,66420,OTi,2.0,CuH,2.0
33.48,87,CuH2,2.0,,
33.54,104,OTi,2.0,,
33.95,568616,S,1.0,OTi,2.0
34.04,108,O2,1.0,,
34.98,1401,NSi2,2.0,,
35.29333333333334,11229,OZr,3.0,,
35.343333333333334,4376,NTi2,3.0,,
35.48,136888,MnO,2.0,NSi2,2.0
35.626666666666665,4500,NTi2,3.0,,
35.656666666666666,4263,NTi2,3.0,,
35.68666666666667,3211,OZr,3.0,NTi2,3.0
35.95,4397,OZr,3.0,NSi2,2.0
35.99,123777,NTi2,3.0,NTi2,3.0
36.303333333333335,49329,NTi2,3.0,NTi2,3.0
36.373333333333335,63681,NTi2,3.0,NTi2,3.0
36.48,23,BaO,4.0,,
36.51,255,MnO,2.0,,
36.64666666666666,459637,NTi2,3.0,NTi2,3.0
36.68666666666667,3890,NTi2,3.0,NTi2,3.0
36.99,77908,NTi2,3.0,NTi2,3.0
37.05,1988,NTi2,3.0,,
37.32333333333334,72788,NTi2,3.0,NTi2,3.0
37.54,603,BaO,4.0,,
37.70666666666666,8441,NTi2,3.0,NTi2,3.0
37.95,2636,NTi2,3.0,,
38.02,2181,BaO,4.0,,
38.2,3588,BaO,4.0,,
38.5,18321,BaO,4.0,,
38.95,29,BaO,4.0,,
39.0,992,O2Ti,2.0,,
39.54,40670,CuO,2.0,O2Ti,2.0
39.99,27738,CSi,1.0,O2Ti,2.0
40.48,21410,CuO,2.0,O2Ti,2.0
40.64666666666666,24123,ZrS,3.0,O2Zr,3.0
41.0,5516,ZrS,3.0,CSi,1.0
41.303333333333335,5881,ZrS,3.0,O2Zr,3.0
41.333333333333336,895,ZrS,3.0,ZrS,3.0
41.46,32,CuO,2.0,,
41.666666666666664,240,ZrS,3.0,ZrS,3.0
41.99,678,CSi,1.0,O2Zr,3.0
42.02,308441,NSi,1.0,ZrS,3.0
42.28333333333334,54,ZrS,3.0,,
42.626666666666665,848,ZrS,3.0,,
42.70666666666666,249,ZrS,3.0,,
42.97,15389,NSi,1.0,,
43.0,1212,NSi,1.0,,
43.373333333333335,57,ZrS,3.0,,
43.47,1852,MnO2,2.0,,
43.97,10328,N2O,1.0,NSi,1.0
44.02,71192,OSi,1.0,NSi,1.0
44.95,3160,OSi,1.0,N2O,1.0
45.0,6970245,Zr,2.0,HOSi,1.0
45.05,46,N2O,1.0,,
45.49,6861,HZr,2.0,,
45.53,1529321,Zr,2.0,,
45.98,15071463,Ti,1.0,OSi,1.0
46.01,3661,OSi,1.0,HZr,2.0
46.04,2327824,Zr,2.0,,
46.47,2940,HZr,2.0,,
46.99,2341335,Zr,2.0,,
47.05,15251186,Ti,1.0,HTi,1.0
47.52,3080,HZr,2.0,,
47.97,129444608,Ti,1.0,H2Ti,1.0
48.03,449006,Zr,2.0,HTi,1.0
48.46,448,HZr,2.0,,
48.5,35693598,Tc,2.0,,
48.71666666666666,48,BaO,3.0,,
48.95,446,H2Ti,1.0,,
49.0,10361488,Ti,1.0,,
49.05,34771627,Tc,2.0,HTi,1.0
49.29333333333334,42,BaO,3.0,,
49.5,35152775,Tc,2.0,,
49.95,4635,H2Ti,1.0,,
49.99,763,BaO,3.0,,
50.03,8997536,Ti,1.0,HTi,1.0
50.35333333333334,2333,BaO,3.0,,
50.70666666666666,2242,BaO,3.0,,
51.02,54086,HTi,1.0,BaO,3.0
51.36333333333334,18311,BaO,3.0,,
51.5,23,MnO3,2.0,,
52.0,396,H2Ti,1.0,BaO,3.0
52.97,24764,OZr,2.0,NTi2,2.0
53.47,11731,NTi2,2.0,OZr,2.0
53.54,7228,NTi2,2.0,NTi2,2.0
53.99,78617,NTi2,2.0,NTi2,2.0
54.03,71501,NTi2,2.0,OZr,2.0
54.51,151822,NTi2,2.0,NTi2,2.0
54.98,26558610,Mn,1.0,Ho,3.0
55.05,12371,OZr,2.0,NTi2,2.0
55.48,115974,NTi2,2.0,NTi2,2.0
55.52,17,NTi2,2.0,,
55.95,130130,HMn,1.0,NTi2,2.0
56.03,52128,NTi2,2.0,NTi2,2.0
56.46,4691,NTi2,2.0,NTi2,2.0
56.55,3607,NTi2,2.0,,
57.01,3277,NTi2,2.0,,
59.99,478188,NTi,1.0,,
60.05,948,O2Si,1.0,,
60.96,438557,NTi,1.0,NTi,1.0
61.05,30417,ZrS,2.0,O2Si,1.0
61.46,263,ZrS,2.0,,
61.54,7296,ZrS,2.0,O2Zr,2.0
61.96,10317,ZrS,2.0,,
62.01,4564489,NTi,1.0,OTi,1.0
