mc,counts,ion,charge,ion2,charge2
1.0,1729253,H,1.0,,
1.96,7480,H2,1.0,,
3.03,95,H3,1.0,,
6.0,1707661,C,2.0,,
6.51,18988,C,2.0,,
7.03,1730090,N,2.0,,
7.45,6760,N,2.0,,
8.0,11859426,O,2.0,,
8.99,26354,O,2.0,,
10.95,6293,CO2,4.0,,
10.98,1236,N2O,4.0,,
11.23,72,CO2,4.0,,
11.79,1684,HTi,4.0,,
12.0,1212618,C,1.0,OOO,4.0
12.3,16300,HTi,4.0,,
12.45,1899,HTi,4.0,OOO,4.0
12.7,939,HTi,4.0,,
12.96,11782,C,1.0,,
14.02,2582229,N,1.0,,
14.646666666666667,4265,CO2,3.0,,
14.696666666666665,1615,N2O,3.0,,
14.97,1965,NTi,4.0,CO2,3.0
15.03,10374,N,1.0,,
15.2,2391,NTi,4.0,,
15.373333333333333,324938,Ti,3.0,,
15.47,19603,NTi,4.0,,
15.53,18028,OTi,4.0,,
15.656666666666666,1456,HTi,3.0,,
15.716666666666667,327332,Ti,3.0,OTi,4.0
15.95,1503,NTi,4.0,OTi,4.0
15.99,2295983,Ti,3.0,,
16.03,21786597,O,1.0,OTi,4.0
16.2,12029,OTi,4.0,,
16.29,50,OTi,4.0,,
16.35333333333333,196929,Ti,3.0,HTi,3.0
16.48,373,OTi,4.0,,
16.51,15541,OTi,4.0,,
16.656666666666666,156,H2Ti,3.0,,
16.706666666666667,179089,Ti,3.0,HTi,3.0
16.79,26,OTi,4.0,,
16.96,1245,HTi,3.0,,
17.04,98564,HO,1.0,OTi,4.0
17.46,7839,GaH,4.0,,
17.8,140,GaH2,4.0,,
17.98,5255,GaH,4.0,C3,2.0
18.01,44688,O,1.0,H2O,1.0
18.24,84,GaH2,4.0,,
18.99,203,HO,1.0,,
19.48,2058,O2Ti,4.0,,
19.8,2238,O2Ti,4.0,,
19.97,21330,O2Ti,4.0,C2O,2.0
20.04,3052,NTi,3.0,,
20.24,1544,O2Ti,4.0,,
20.293333333333333,2651,NTi,3.0,,
20.49,1621,O2Ti,4.0,O2V,4.0
20.616666666666667,27096,NTi,3.0,,
20.71666666666667,39699,OTi,3.0,O2V,4.0
20.98,19861,OTi,3.0,NTi,3.0
21.22,72,O2V,4.0,,
21.30333333333333,227729,OTi,3.0,NTi,3.0
21.62666666666667,28,OTi,3.0,,
21.69666666666667,15869,OTi,3.0,,
22.0,12501,OTi,3.0,,
22.04,9966,CO2,2.0,N2O,2.0
22.343333333333334,29,OTi,3.0,,
22.5,92,CO2,2.0,,
22.71666666666667,21,OTi,3.0,,
22.96,691335,Ti,2.0,,
23.28333333333333,9957,GaH,3.0,,
23.47,2034,HTi,2.0,,
23.51,630877,Ti,2.0,,
23.706666666666667,133,GaH2,3.0,,
24.0,6543746,Ti,2.0,OOO,2.0
24.32333333333333,81,GaH2,3.0,,
24.46,475306,Ti,2.0,,
24.5,23079,HTi,2.0,H2Ti,2.0
25.04,489056,Ti,2.0,V,2.0
