mc,counts,ion,charge,ion2,charge2
1.03,6233627,H,1.0,,
2.03,17086,H2,1.0,,
2.99,17116907,Li,2.0,H3,1.0
3.48,175247655,Li,2.0,,
6.02,25934565,Li,1.0,,
6.05,12311665,C,2.0,,
6.45,136933,C,2.0,,
6.99,337005999,Li,1.0,N,2.0
7.45,38125,N,2.0,,
8.01,83856061,O,2.0,,
8.99,12850465,Al,3.0,,
9.04,147780,O,2.0,,
10.74,456039,AlO,4.0,,
10.99,52756,CO2,4.0,,
11.04,7027,N2O,4.0,,
11.25,547,CO2,4.0,N2O,4.0
11.29,1064,AlO,4.0,N2O,4.0
11.51,155,CO2,4.0,CO2,4.0
11.96,6278950,C,1.0,,
12.04,378983,OOO,4.0,,
12.45,2267,OOO,4.0,OOO,4.0
12.5,996,OOO,4.0,,
13.03,72577,C,1.0,,
13.48,29205618,Al,2.0,,
13.73,1724,FeH,4.0,,
13.96,18616823,N,1.0,,
14.2,30114,FeH,4.0,,
14.343333333333334,418028,AlO,3.0,,
14.55,755,FeH,4.0,,
14.686666666666666,59617,CO2,3.0,N2O,3.0
14.73,110261,AlO2,4.0,,
14.79,145,FeH,4.0,,
14.95,17,N2O,3.0,,
14.99,76313,N,1.0,AlO,3.0
15.04,11,N2O,3.0,,
15.2,215,AlO2,4.0,,
15.23,204,AlO2,4.0,,
15.363333333333333,181,CO2,3.0,CO2,3.0
16.02,145153614,O,1.0,OOO,3.0
16.616666666666667,1749,OOO,3.0,OOO,3.0
16.71666666666667,867,OOO,3.0,,
17.02,441622,HO,1.0,,
17.48,61136,FeO,4.0,,
17.52,20447,Al2O,4.0,,
17.78,265,FeHO,4.0,,
17.95,2153022,FeO,4.0,Fe,3.0
18.04,2922,H2O,1.0,FeO,4.0
18.24,5743,FeHO,4.0,,
18.29,18448,FeO,4.0,,
18.333333333333332,2672,FeH,3.0,,
18.47,6014,FeO,4.0,FeO,4.0
18.686666666666667,13212223,Fe,3.0,,
18.75,32,FeO,4.0,,
19.05,39377192,F,1.0,Fe,3.0
19.30333333333333,655,FeH,3.0,,
19.37333333333333,57243,Fe,3.0,,
19.69666666666667,78867,AlO2,3.0,FeH,3.0
19.96,5354,C2O,2.0,,
20.28333333333333,260,AlO2,3.0,,
20.333333333333332,263,AlO2,3.0,,
20.48,48,C2O,2.0,,
20.51,249,O2V,4.0,C2O,2.0
20.78,62598,O2V,4.0,,
21.3,359,O2V,4.0,O2V,4.0
21.47,734705,AlO,2.0,,
22.0,56976,CO2,2.0,,
22.05,9733,N2O,2.0,,
22.45,44,N2O,2.0,,
22.48,27,AlH2O,2.0,,
22.54,2076,AlO,2.0,CO2,2.0
22.99,109,CO2,2.0,,
23.03,153,CO2,2.0,N2O,2.0
23.313333333333333,57984,FeO,3.0,,
23.383333333333333,25515,Al2O,3.0,,
23.69666666666667,223,FeHO,3.0,,
23.97,700757,OOO,2.0,FeO,3.0
24.04,1187898,FeO,3.0,C2,1.0
24.26,345,Al3O,4.0,,
24.293333333333333,4272,FeHO,3.0,,
24.383333333333333,29129,FeO,3.0,,
24.62666666666667,2623,FeO,3.0,FeHO,3.0
24.69666666666667,1545,FeO,3.0,,
24.99,83756,V,2.0,OOO,2.0
25.5,25908627,V,2.0,,
25.99,98567,CN,1.0,,
26.26,1119814,OY,4.0,,
26.8,2811,OY,4.0,,
26.97,385,CN,1.0,,
27.02,17449943,Al,1.0,Fe,2.0
27.28,30,CRu,4.0,,
27.363333333333333,174,O2V,3.0,,
27.45,3528,FeH,2.0,,
27.51,1149,CRu,4.0,,
27.656666666666666,79170,O2V,3.0,,
27.74,7647,CRu,4.0,,
27.95,65528,AlH,1.0,,
28.05,35859175,Fe,2.0,N2,1.0
28.22,99,CRu,4.0,,
28.26,9280,CRu,4.0,,
28.313333333333333,124,O2V,3.0,,
28.363333333333333,162,O2V,3.0,,
28.45,856684,Fe,2.0,,
28.49,52022,FeH,2.0,,
28.54,21372,CRu,4.0,CRu,4.0
28.76,220,CRu,4.0,,
28.96,585,N2,1.0,,
29.01,318823,AlY,4.0,Fe,2.0
29.22,101,CRu,4.0,,
29.52,173433,AlO2,2.0,FeH,2.0
30.45,263,AlO2,2.0,,
30.5,290,AlO2,2.0,,
31.97,8328067,O2,1.0,Ru,3.0
32.38333333333333,398,Al3O,3.0,,
32.656666666666666,360690,Ru,3.0,,
32.96,2262563,Ru,3.0,,
33.02,49532,HO2,1.0,,
33.333333333333336,2465542,Ru,3.0,,
33.67666666666666,2929330,Ru,3.0,,
33.99,6013882,Ru,3.0,O2,1.0
34.04,14668,O2,1.0,,
34.696666666666665,2839956,Ru,3.0,,
34.99,1214863,OY,3.0,Al2O,2.0
35.05,89343,FeO,2.0,,
35.55,490,FeHO,2.0,,
35.626666666666665,1898,OY,3.0,,
35.96,1611942,FeO,2.0,C3,1.0
36.04,3635,CRu,3.0,O2,1.0
36.31333333333333,40,CRu,3.0,,
36.48,6732,FeHO,2.0,,
36.51,39856,FeO,2.0,,
36.666666666666664,893,CRu,3.0,,
36.99,10870,CRu,3.0,FeO,2.0
37.04,2834,FeO,2.0,,
37.333333333333336,89,CRu,3.0,,
37.36333333333334,5483,CRu,3.0,,
37.53,124,FeO,2.0,FeHO,2.0
37.656666666666666,10481,CRu,3.0,,
37.68666666666667,73,CRu,3.0,,
37.98,19487,CRu,3.0,,
38.01,142,CRu,3.0,,
38.28333333333334,170,CRu,3.0,,
38.63666666666666,307904,AlY,3.0,CRu,3.0
38.97,104,CRu,3.0,,
40.01,8756,C2O,1.0,,
41.0,560,O2V,2.0,C2O,1.0
41.53,95754,O2V,2.0,,
42.55,383,O2V,2.0,O2V,2.0
43.01,1266762,AlO,1.0,,
43.97,18020,N2O,1.0,,
44.03,105520,CO2,1.0,,
44.48,58411222,Y,2.0,,
44.97,3888,AlO,1.0,CO2,1.0
45.99,265,CO2,1.0,N2O,1.0
46.05,185,CO2,1.0,,
46.5,87616814,Nb,2.0,,
47.96,1606322,Ru,2.0,,
48.0,1148430,OOO,1.0,,
48.47,23032409,Tc,2.0,OY2,4.0
48.52,749,Al3O,2.0,,
48.97,24897378,Tc,2.0,OY2,4.0
49.0,554911,Ru,2.0,,
49.52,26661208,Tc,2.0,Ru,2.0
49.98,3682201,Ru,2.0,OOO,1.0
50.02,49776,V,1.0,OOO,1.0
50.54,4964946,Ru,2.0,,
50.99,9380814,Ru,2.0,Pd,2.0
51.05,13990663,V,1.0,,
52.01,7147209,Ru,2.0,Pd,2.0
52.46,3516938,Pd,2.0,,
52.51,1694056,OY,2.0,,
53.01,4225759,Pd,2.0,,
53.46,2933,OY,2.0,,
54.01,4331,CRu,2.0,,
54.04,6382501,Pd,2.0,Fe,1.0
54.55,76,CRu,2.0,,
