mc,counts,ion,charge,ion2,charge2
1.05,20797864,H,1.0,,
1.99,562323,H2,1.0,,
3.03,49968,H3,1.0,,
5.96,4532168,C,2.0,,
6.49,50419,C,2.0,,
6.98,1425476,N,2.0,,
7.45,6615,N,2.0,,
8.03,39545740,O,2.0,,
8.95,83031,O,2.0,,
11.04,31469,CO2,4.0,N2O,4.0
11.23,463,CO2,4.0,,
11.46,80,CO2,4.0,,
11.55,59,CO2,4.0,,
11.76,6509,HTi,4.0,,
11.97,2981096,C,1.0,OOO,4.0
12.03,415,H2Ti,4.0,,
12.3,80094,HTi,4.0,H2Ti,4.0
12.5,10128,H2Ti,4.0,HTi,4.0
12.8,4044,HTi,4.0,H2Ti,4.0
13.0,26497,C,1.0,H2Ti,4.0
13.79,74593,FeH,4.0,,
13.97,2741288,N,1.0,,
14.23,810656,FeH,4.0,,
14.46,22386,FeH,4.0,,
14.646666666666667,26881,CO2,3.0,N2O,3.0
14.78,2570,FeH,4.0,,
14.96,1107,NTi,4.0,CO2,3.0
15.05,11011,N,1.0,,
15.25,481,NTi,4.0,,
15.323333333333334,180728,Ti,3.0,CO2,3.0
15.363333333333333,58,CO2,3.0,,
15.48,7108,NTi,4.0,,
15.53,19280,OTi,4.0,,
15.666666666666666,169999,Ti,3.0,,
15.706666666666665,6522,HTi,3.0,,
15.78,15982,OTi,4.0,NTi,4.0
16.04,65399879,O,1.0,Ti,3.0
16.21,18722,OTi,4.0,,
16.32333333333333,143637,Ti,3.0,OTi,4.0
16.383333333333333,81576,HTi,3.0,H2Ti,3.0
16.51,12971,OTi,4.0,OTi,4.0
16.706666666666667,145469,Ti,3.0,HTi,3.0
16.97,3802,HTi,3.0,,
17.01,257,H2Ti,3.0,,
17.05,1610112,HO,1.0,OTi,4.0
17.293333333333333,249,H2Ti,3.0,,
17.53,144207,FeO,4.0,,
17.7,13020,FeHO,4.0,,
17.95,2394321,Fe,3.0,C3,2.0
18.0,2478766,FeO,4.0,H2O,1.0
18.24,269111,FeHO,4.0,FeO,4.0
18.28,22,FeHO,4.0,,
18.383333333333333,66816,FeH,3.0,,
18.45,3562,FeHO,4.0,,
18.5,9715,FeO,4.0,,
18.53,6800,FeO,4.0,,
18.686666666666667,26576449,Fe,3.0,FeHO,4.0
18.75,366,FeHO,4.0,,
18.78,1197987,CoO,4.0,FeO,4.0
19.0,1770995,FeH,3.0,Fe,3.0
19.21,2772,CoO,4.0,,
19.35333333333333,132135,Fe,3.0,FeH,3.0
19.48,3933,O2Ti,4.0,,
19.67666666666667,4011,FeH,3.0,,
19.75,4286,O2Ti,4.0,,
19.97,35520,O2Ti,4.0,,
20.01,1133,NTi,3.0,H2O,1.0
20.05,2632,C2O,2.0,,
20.24,2467,O2Ti,4.0,,
20.363333333333333,679,NTi,3.0,,
20.53,2612,O2Ti,4.0,O2Ti,4.0
20.67666666666667,33110,OTi,3.0,NTi,3.0
20.95,18615,OTi,3.0,,
20.99,543,NTi,3.0,,
21.02,15,NTi,3.0,,
21.313333333333333,188859,OTi,3.0,NTi,3.0
21.37333333333333,52,OTi,3.0,,
21.656666666666666,12504,OTi,3.0,OTi,3.0
22.0,72918,CO2,2.0,OTi,3.0
22.05,1184,N2O,2.0,,
22.293333333333333,41,OTi,3.0,,
22.45,525,CO2,2.0,,
22.64666666666667,31,OTi,3.0,,
22.71,213021,CoO2,4.0,,
22.95,5096926,Na,1.0,CO2,2.0
23.03,564671,Ti,2.0,CO2,2.0
23.24,810,CoO2,4.0,CoO2,4.0
23.30333333333333,179151,FeO,3.0,,
23.48,515181,Ti,2.0,,
23.51,9852,HTi,2.0,,
23.67666666666667,10898,FeHO,3.0,,
23.95,2971686,FeO,3.0,H2Ti,2.0
24.0,5746392,Ti,2.0,OOO,2.0
24.313333333333333,79552,FeO,3.0,,
24.363333333333333,158089,FeHO,3.0,FeHO,3.0
24.53,492821,Ti,2.0,HTi,2.0
24.656666666666666,14779,FeO,3.0,FeO,3.0
24.71666666666667,4026,FeHO,3.0,,
24.99,1594494,CoO,3.0,Ti,2.0
25.02,2918,OOO,2.0,OOO,2.0
25.52,7644,HTi,2.0,H2Ti,2.0
25.69666666666667,2639,CoO,3.0,,
25.98,13659,CN,1.0,,
26.02,5006,O2Ti,3.0,H2Ti,2.0
26.05,3127,CMo,4.0,,
26.28,42,CMo,4.0,,
26.363333333333333,3917,O2Ti,3.0,,
26.53,2888,CMo,4.0,,
26.706666666666667,36458,O2Ti,3.0,CMo,4.0
26.78,59332,CoO3,4.0,CMo,4.0
27.02,5161994,Fe,2.0,MoO,4.0
27.05,133,CN,1.0,,
27.28333333333333,6358,O2Ti,3.0,CMo,4.0
27.333333333333332,150,O2Ti,3.0,O2Ti,3.0
27.46,145835,FeH,2.0,MoO,4.0
27.76,70283,MoO,4.0,CMo,4.0
27.95,80544295,Fe,2.0,N2,1.0
28.0,2859,CMo,4.0,,
28.05,64100,MoO,4.0,,
28.21,39,CMo,4.0,,
28.27,35034,MoO,4.0,,
28.3,108,MoO,4.0,,
28.45,3430598,Fe,2.0,FeH,2.0
28.54,69544,MoO,4.0,MoO,4.0
28.77,73,MoO,4.0,,
28.96,30875,FeH,2.0,MoO,4.0
29.03,295751,Fe,2.0,MoO,4.0
29.49,36697252,Co,2.0,,
29.54,4268,FeH,2.0,MoO,4.0
29.95,1031,NTi,2.0,,
30.32333333333333,169339,CoO2,3.0,,
30.51,883,NTi,2.0,,
30.71666666666667,920284,Mo,3.0,,
30.95,458,CoO2,3.0,,
31.01,47704,OTi,2.0,NTi,2.0
31.37333333333333,587766,Mo,3.0,,
31.5,31854,OTi,2.0,NTi,2.0
31.666666666666668,810397,Mo,3.0,,
31.97,66,OTi,2.0,,
32.03,7438592,O2,1.0,Mo,3.0
32.36333333333334,587158,Mo,3.0,,
32.48,19488,OTi,2.0,,
32.54,68,OTi,2.0,,
32.656666666666666,1572271,Mo,3.0,,
32.97,499756,HO2,1.0,OSn,4.0
33.05,22211,OTi,2.0,,
33.343333333333334,548023,Mo,3.0,,
33.45,231369,OSn,4.0,,
33.55,329,OSn,4.0,OTi,2.0
33.8,96222,OSn,4.0,,
33.95,279819,OSn,4.0,O2,1.0
34.03,23079,HHOO,1.0,OSn,4.0
34.26,195,OSn,4.0,,
34.49,44897,OSn,4.0,,
34.53,566,OSn,4.0,,
34.67666666666666,3439,CMo,3.0,,
34.95,58644,OSn,4.0,,
35.05,246126,FeO,2.0,HO2,1.0
35.32333333333334,2334,CMo,3.0,,
35.45,18787,FeHO,2.0,,
35.53,101,OSn,4.0,,
35.71666666666666,43412,CoO3,3.0,CMo,3.0
35.96,71197,MoO,3.0,CMo,3.0
36.0,14,NTi2,3.0,,
36.04,4422016,FeO,2.0,C3,1.0
36.28333333333334,95,CoO3,3.0,NTi2,3.0
36.343333333333334,2313,CMo,3.0,CoO3,3.0
36.48,253842,FeHO,2.0,,
36.53,109439,FeO,2.0,FeHO,2.0
36.64666666666666,35889,MoO,3.0,CMo,3.0
37.0,88038,MoO,3.0,FeO,2.0
37.28333333333334,3138,CMo,3.0,MoO,3.0
37.333333333333336,56096,MoO,3.0,,
37.52,1708697,CoO,2.0,FeHO,2.0
37.626666666666665,37872,MoO,3.0,MoO,3.0
38.01,166,MoO,3.0,FeO,2.0
38.05,108718,MoO,3.0,,
38.38333333333333,81,MoO,3.0,,
38.54,3645,CoO,2.0,,
38.68666666666667,36155,MoO,3.0,MoO,3.0
38.99,5157,O2Ti,2.0,,
39.28333333333334,76,MoO,3.0,,
39.51,4458,O2Ti,2.0,,
40.0,48199,O2Ti,2.0,C2O,1.0
40.51,3546,O2Ti,2.0,,
41.0,3622,O2Ti,2.0,O2Ti,2.0
41.05,68,C2O,1.0,,
43.98,87316,CO2,1.0,,
44.04,163229,OSn,3.0,N2O,1.0
44.666666666666664,283656,OSn,3.0,OSn,3.0
45.04,62373,OSn,3.0,CO2,1.0
45.303333333333335,579,OSn,3.0,,
45.38333333333333,254494,OSn,3.0,,
45.48,333212,CoO2,2.0,,
45.64666666666666,152,OSn,3.0,,
46.0,1865691,Mo,2.0,Ti,1.0
46.5,1825,Mo2,4.0,CoO2,2.0
46.54,680,CoO2,2.0,,
46.656666666666666,45330,OSn,3.0,,
46.73,1379,Mo2,4.0,OSn,3.0
46.76,1047,Mo2,4.0,,
46.96,2893850,Pr,3.0,Mo2,4.0
47.01,1230378,Mo,2.0,Ti,1.0
47.22,2002,Mo2,4.0,Mo2,4.0
47.27,774,Mo2,4.0,,
47.343333333333334,111,OSn,3.0,,
47.47,1622123,Mo,2.0,Mo2,4.0
47.51,2776,Mo2,4.0,Mo2,4.0
47.54,1864,Mo2,4.0,Mo2,4.0
47.73,3239,Mo2,4.0,Mo2,4.0
47.96,2985863,Ti,1.0,HTi,1.0
48.02,2642680,Mo,2.0,OOO,1.0
48.26,3415,Mo2,4.0,Mo2,4.0
48.29,1400,Mo2,4.0,Mo2,4.0
48.45,2106,Mo2,4.0,Mo2,4.0
48.54,981500,Mo,2.0,Mo2,4.0
48.71,1678,Mo2,4.0,Mo2,4.0
48.75,580,Mo2,4.0,,
48.79,1128,Mo2,4.0,,
48.97,3780,Mo2,4.0,H2Ti,1.0
49.05,2826557,Mo,2.0,Ti,1.0
49.27,670,Mo2,4.0,Mo2,4.0
49.47,868,Mo2,4.0,,
49.53,1287,Mo2,4.0,,
49.96,989114,Mo,2.0,H2Ti,1.0
49.99,1870,OOO,1.0,,
50.02,218177,Ti,1.0,HTi,1.0
51.03,12668,HTi,1.0,H2Ti,1.0
52.02,7131,CMo,2.0,H2Ti,1.0
52.52,54,CMo,2.0,,
53.01,3317,CMo,2.0,,
53.55,86812,CoO3,2.0,CMo,2.0
53.98,42,NTi2,2.0,NTi2,2.0
54.04,3001046,Fe,1.0,MoO,2.0
54.49,4159,CMo,2.0,CoO3,2.0
54.55,119,CoO3,2.0,,
54.98,221133,FeH,1.0,MoO,2.0
55.45,81,CMo,2.0,,
55.52,79362,MoO,2.0,,
55.96,131,MoO,2.0,NTi2,2.0
56.02,52445415,Fe,1.0,MoO,2.0
56.48,51737,MoO,2.0,MoO,2.0
56.55,40,CMo,2.0,,
56.97,3480577,FeH,1.0,Fe,1.0
57.03,120435,MoO,2.0,MoO,2.0
57.46,104,MoO,2.0,,
57.96,59264,FeH,1.0,MoO,2.0
58.02,5618224,Sn,2.0,Fe,1.0
58.95,8917446,Sn,2.0,,
59.02,21659544,Co,1.0,FeH,1.0
59.49,3155966,Sn,2.0,,
59.96,11891630,Sn,2.0,NTi,1.0
61.05,1689671,Sn,2.0,NTi,1.0
61.35333333333334,1072,Mo2,3.0,,
61.97,2129221,Sn,2.0,OTi,1.0
62.32333333333334,2147,Mo2,3.0,Mo2,3.0
62.666666666666664,2700,Mo2,3.0,Mo2,3.0
63.01,55653,OTi,1.0,NTi,1.0
63.303333333333335,5494,Mo2,3.0,Mo2,3.0
63.626666666666665,783,Mo2,3.0,Mo2,3.0
63.696666666666665,2354,Mo2,3.0,Mo2,3.0
64.01,529971,OTi,1.0,Mo2,3.0
64.30333333333333,1821,Mo2,3.0,,
64.38333333333333,2675,Mo2,3.0,Mo2,3.0
64.67666666666668,4591,Mo2,3.0,Mo2,3.0
64.96,42076,OTi,1.0,Mo2,3.0
65.04,108,OTi,1.0,,
65.31333333333333,4013,Mo2,3.0,Mo2,3.0
65.63666666666667,779,Mo2,3.0,Mo2,3.0
65.95,39324,OTi,1.0,OTi,1.0
66.01,220466,OSn,2.0,,
66.05,1695,Mo2,3.0,Mo2,3.0
66.71666666666667,409,Mo2,3.0,,
66.95,478,OSn,2.0,,
67.04,376035,OSn,2.0,OTi,1.0
67.55,122833,OSn,2.0,,
67.97,501399,OSn,2.0,OTi,1.0
68.01,683,OSn,2.0,,
68.49,251,OSn,2.0,,
68.95,69782,OSn,2.0,OSn,2.0
69.95,510307,FeO,1.0,OSn,2.0
70.05,136,OSn,2.0,,
70.5,4657722,Pr,2.0,,
71.04,30461,FeHO,1.0,OSn,2.0
71.96,6909597,FeO,1.0,FeO,1.0
72.97,478949,FeHO,1.0,,
73.0,60,FeHO,1.0,,
73.05,165748,FeO,1.0,,
73.95,22597,FeO,1.0,,
73.98,25348,FeO,1.0,FeHO,1.0
74.95,2994574,CoO,1.0,,
75.0,1559,FeHO,1.0,,
75.04,1307,FeHO,1.0,FeO,1.0
76.0,83,FeO,1.0,FeHO,1.0
76.95,6007,CoO,1.0,,
78.05,9395,O2Ti,1.0,,
79.04,8548,O2Ti,1.0,,
80.04,86638,O2Ti,1.0,,
81.03,6475,O2Ti,1.0,,
81.95,164,O2Ti,1.0,,
82.04,6516,O2Ti,1.0,O2Ti,1.0
91.0,546259,CoO2,1.0,,
91.95,558188,Mo,1.0,,
92.01,1548,Mo2,2.0,,
92.97,3063,CoO2,1.0,CoO2,1.0
93.04,1002,Mo2,2.0,,
93.53,2889,Mo2,2.0,Mo2,2.0
93.98,458775,Mo,1.0,Mo2,2.0
94.46,3368,Mo2,2.0,Mo2,2.0
94.98,4432,Mo2,2.0,Mo2,2.0
95.04,781791,Mo,1.0,Mo2,2.0
95.47,2499,Mo2,2.0,Mo2,2.0
95.55,2443,Mo2,2.0,Mo2,2.0
95.95,2275,Mo2,2.0,Mo2,2.0
96.03,788831,Mo,1.0,Mo2,2.0
96.47,6629,Mo2,2.0,Mo2,2.0
96.52,921,Mo2,2.0,,
96.98,366849,Mo,1.0,Mo2,2.0
97.05,2546,Mo2,2.0,,
97.46,2537,Mo2,2.0,Mo2,2.0
97.51,889,Mo2,2.0,,
97.55,1439,Mo2,2.0,,
97.95,926,Mo2,2.0,,
98.03,839655,Mo,1.0,Mo2,2.0
98.5,611,Mo2,2.0,,
98.55,656,Mo2,2.0,,
99.04,3326,Mo2,2.0,Mo2,2.0
99.99,391434,Mo,1.0,,
100.02,532,Mo2,2.0,,
103.98,9796,CMo,1.0,,
105.04,116,CMo,1.0,,
106.0,6166,CMo,1.0,,
106.97,84,CMo,1.0,,
107.04,131578,CoO3,1.0,CMo,1.0
107.97,153271,MoO,1.0,CMo,1.0
108.03,47,NTi2,1.0,,
108.97,245,CoO3,1.0,,
109.05,7016,CMo,1.0,CoO3,1.0
109.96,89637,MoO,1.0,MoO,1.0
110.02,16367,CMo,1.0,NTi2,1.0
110.99,152635,MoO,1.0,NTi2,1.0
111.04,190,CMo,1.0,NTi2,1.0
111.99,166872,MoO,1.0,CMo,1.0
113.01,78,CMo,1.0,,
113.05,92462,MoO,1.0,MoO,1.0
114.0,231642,MoO,1.0,MoO,1.0
115.04,170,MoO,1.0,,
115.96,92131,MoO,1.0,,
116.05,3129255,Sn,1.0,MoO,1.0
118.02,5707335,Sn,1.0,MoO,1.0
118.95,1925120,Sn,1.0,,
119.98,6539439,Sn,1.0,,
122.02,894684,Sn,1.0,,
124.0,1356323,Sn,1.0,,
131.98,349891,OSn,1.0,,
133.96,578406,OSn,1.0,,
134.04,696,OSn,1.0,,
135.03,204709,OSn,1.0,,
135.99,772354,OSn,1.0,OSn,1.0
137.01,411,OSn,1.0,,
137.98,1543,OSn,1.0,,
138.04,109480,OSn,1.0,,
140.05,133512,OSn,1.0,OSn,1.0
141.01,7057168,Pr,1.0,,
142.05,284,OSn,1.0,,
184.01,2423,Mo2,1.0,,
185.97,1529,Mo2,1.0,,
186.03,1519,Mo2,1.0,,
186.97,2620,Mo2,1.0,,
187.02,2623,Mo2,1.0,,
187.97,6435,Mo2,1.0,Mo2,1.0
188.95,3202,Mo2,1.0,Mo2,1.0
189.01,3224,Mo2,1.0,Mo2,1.0
189.97,10209,Mo2,1.0,Mo2,1.0
190.03,3942,Mo2,1.0,,
191.0,2958,Mo2,1.0,,
191.04,4935,Mo2,1.0,Mo2,1.0
192.04,14629,Mo2,1.0,Mo2,1.0
192.99,10263,Mo2,1.0,Mo2,1.0
193.05,1780,Mo2,1.0,,
193.95,9949,Mo2,1.0,Mo2,1.0
194.01,2000,Mo2,1.0,Mo2,1.0
194.98,5944,Mo2,1.0,Mo2,1.0
195.05,2568,Mo2,1.0,,
195.96,1791,Mo2,1.0,,
196.0,8205,Mo2,1.0,Mo2,1.0
196.96,1022,Mo2,1.0,,
196.99,1025,Mo2,1.0,,
197.95,2557,Mo2,1.0,,
198.03,2566,Mo2,1.0,,
199.99,1018,Mo2,1.0,,
232.98,18348624,Th,1.0,,
