mc,counts,ion,charge,ion2,charge2
0.98,10571299,H,1.0,,
2.05,66521,H2,1.0,,
2.95,544,H3,1.0,,
3.05,4486070,Li,2.0,,
3.47,57237270,Li,2.0,,
6.01,14015924,Li,1.0,C,2.0
6.51,58054,C,2.0,,
6.97,110071702,Li,1.0,,
7.02,9155689,N,2.0,,
7.46,32327,N,2.0,,
7.97,176047197,O,2.0,,
9.05,445987,O,2.0,,
10.99,112630,CO2,4.0,,
11.05,22690,N2O,4.0,,
11.23,1764,CO2,4.0,N2O,4.0
11.45,256,CO2,4.0,,
11.51,324,CO2,4.0,N2O,4.0
11.95,3288403,C,1.0,,
12.05,7084597,OOO,4.0,,
12.52,39847,OOO,4.0,OOO,4.0
12.55,13761,OOO,4.0,,
12.97,22,OOO,4.0,,
13.01,31985,C,1.0,OOO,4.0
13.05,43,OOO,4.0,,
14.02,15785664,N,1.0,,
14.696666666666665,161536,CO2,3.0,N2O,3.0
14.95,63411,N,1.0,,
14.98,1435,CO2,3.0,N2O,3.0
15.373333333333333,649,CO2,3.0,CO2,3.0
15.95,342677172,O,1.0,OOO,3.0
16.62666666666667,13740,OOO,3.0,,
16.686666666666667,35710,OOO,3.0,OOO,3.0
16.99,1881118,HO,1.0,,
17.293333333333333,63,OOO,3.0,OOO,3.0
17.383333333333333,45,OOO,3.0,,
18.01,665714,O,1.0,C3,2.0
18.05,18928,H2O,1.0,,
18.74,7353568,CoO,4.0,,
18.95,4053,HO,1.0,H3O,1.0
19.29,20980,CoO,4.0,,
19.95,2988,C2O,2.0,,
20.01,38,H2O,1.0,,
20.51,26,C2O,2.0,,
20.55,61,C2O,2.0,,
22.0,248949,CO2,2.0,N2O,2.0
22.52,2274,CO2,2.0,N2O,2.0
22.55,143,N2O,2.0,,
22.79,4154708,CoO2,4.0,,
22.97,416,CO2,2.0,,
23.04,500,CO2,2.0,N2O,2.0
23.26,12671,CoO2,4.0,CoO2,4.0
24.02,14865845,OOO,2.0,C2,1.0
24.95,26116,OOO,2.0,,
24.98,11168343,CoO,3.0,OOO,2.0
25.02,28212,OOO,2.0,C2,1.0
25.686666666666667,19224,CoO,3.0,,
26.02,38384,CN,1.0,OOO,2.0
26.76,1664682,CoO3,4.0,,
26.96,161,CN,1.0,,
27.05,432,CN,1.0,,
27.23,6339,CoO3,4.0,CoO3,4.0
27.3,2821,CoO3,4.0,,
28.0,121623,N2,1.0,,
29.02,969,N2,1.0,N2,1.0
29.47,140880520,Co,2.0,,
30.313333333333333,3432155,CoO2,3.0,,
30.99,8696,CoO2,3.0,,
31.05,7584,CoO2,3.0,,
32.0,51226166,O2,1.0,,
33.04,562026,HO2,1.0,,
33.95,111201,O2,1.0,HHOO,1.0
34.05,102667,O2,1.0,,
35.0,1131,HO2,1.0,,
35.05,1137,HO2,1.0,,
35.64666666666666,1365907,CoO3,3.0,,
36.05,306,O2,1.0,C3,1.0
36.31333333333333,6240,CoO3,3.0,CoO3,3.0
36.373333333333335,2721,CoO3,3.0,,
37.54,11364617,CoO,2.0,,
38.47,24999,CoO,2.0,,
40.05,5504,C2O,1.0,,
41.03,102,C2O,1.0,C2O,1.0
44.03,428241,CO2,1.0,N2O,1.0
45.0,4598,CO2,1.0,N2O,1.0
45.47,6051421,CoO2,2.0,,
45.99,871,CO2,1.0,N2O,1.0
46.04,763,CO2,1.0,,
46.5,9580,CoO2,2.0,,
46.55,9234,CoO2,2.0,,
48.0,22853557,OOO,1.0,,
49.99,45794,OOO,1.0,,
50.02,91576,OOO,1.0,OOO,1.0
50.97,1681,CPt,4.0,,
51.54,78233,CPt,4.0,,
51.72,691,CPt,4.0,,
51.8,52445,CPt,4.0,,
52.01,58544,CPt,4.0,CPt,4.0
52.05,212,OOO,1.0,OOO,1.0
52.3,696,CPt,4.0,,
52.48,17129,CPt,4.0,,
52.8,136,CPt,4.0,,
53.47,2646436,CoO3,2.0,,
54.48,4948,CoO3,2.0,,
54.52,10693,CoO3,2.0,CoO3,2.0
58.53,813589,Sb,2.0,,
58.98,73257865,Co,1.0,,
60.51,5146185,Sb,2.0,,
61.52,3834934,Sb,2.0,,
68.04,1949,CPt,3.0,,
68.61666666666667,81661,CPt,3.0,,
68.98,588,CPt,3.0,,
69.02,66403,CPt,3.0,,
69.37333333333333,50444,CPt,3.0,CPt,3.0
69.63666666666667,432,CPt,3.0,,
70.04,17132,CPt,3.0,,
70.38333333333333,190,CPt,3.0,,
75.03,22283572,CoO,1.0,,
76.97,44659,CoO,1.0,,
90.97,9031978,CoO2,1.0,,
92.97,18095,CoO2,1.0,,
93.02,18108,CoO2,1.0,,
95.04,43,CoO2,1.0,,
96.0,1584901,Pt,2.0,,
96.97,65179265,Pt,2.0,,
97.49,66962257,Pt,2.0,,
98.05,50122653,Pt,2.0,,
98.97,14264162,Pt,2.0,,
101.96,2620,CPt,2.0,,
102.5,28,CPt,2.0,,
102.97,112265,CPt,2.0,,
103.51,118262,CPt,2.0,CPt,2.0
104.04,87583,CPt,2.0,CPt,2.0
104.46,910,CPt,2.0,,
105.02,23436,CPt,2.0,,
105.49,256,CPt,2.0,,
107.0,4268435,CoO3,1.0,,
108.96,17117,CoO3,1.0,CoO3,1.0
109.02,8546,CoO3,1.0,,
116.97,1355966,Sb,1.0,,
120.98,10090555,Sb,1.0,,
123.01,7519504,Sb,1.0,,
191.97,903411,Pt,1.0,,
193.95,41714711,Pt,1.0,,
194.95,39507726,Pt,1.0,,
196.0,31076034,Pt,1.0,,
198.0,9129058,Pt,1.0,,
203.98,4137,CPt,1.0,,
205.0,35,CPt,1.0,,
206.02,170104,CPt,1.0,,
206.99,1898,CPt,1.0,,
207.04,174770,CPt,1.0,,
207.95,1931,CPt,1.0,,
208.04,130806,CPt,1.0,,
208.96,1449,CPt,1.0,,
209.97,37227,CPt,1.0,,
210.96,416,CPt,1.0,,
