mc,counts,ion,charge,ion2,charge2
0.97,3952594,H,1.0,,
2.0,48815,H2,1.0,,
3.01,932,H3,1.0,,
6.01,487912,C,2.0,,
6.45,5426,C,2.0,,
6.98,2611740,N,2.0,,
7.47,10134,N,2.0,,
7.95,26346221,O,2.0,,
8.99,53582,O,2.0,,
11.01,13028,CO2,4.0,N2O,4.0
11.22,75,CO2,4.0,N2O,4.0
11.79,1588,HTi,4.0,,
11.96,8116739,Mg,2.0,OOO,4.0
12.04,326968,C,1.0,H2Ti,4.0
12.26,18328,HTi,4.0,H2Ti,4.0
12.47,1054450,Mg,2.0,HTi,4.0
12.53,2910,OOO,4.0,OOO,4.0
12.74,47,H2Ti,4.0,,
12.78,1491,HTi,4.0,,
12.96,971250,Mg,2.0,,
13.02,2931,C,1.0,H2Ti,4.0
14.02,4426676,N,1.0,,
14.616666666666665,4440,N2O,3.0,,
14.706666666666665,6281,CO2,3.0,,
15.04,20541,N,1.0,NTi,4.0
15.26,1671,NTi,4.0,,
15.293333333333335,261120,Ti,3.0,,
15.52,41516,NTi,4.0,OTi,4.0
15.616666666666665,1926,HTi,3.0,,
15.646666666666667,217981,Ti,3.0,,
15.72,25476,OTi,4.0,NTi,4.0
16.03,42248848,O,1.0,Ti,3.0
16.313333333333333,34372,HTi,3.0,OTi,4.0
16.37333333333333,152769,Ti,3.0,,
16.46,17794,OTi,4.0,OTi,4.0
16.71666666666667,142919,Ti,3.0,HTi,3.0
16.98,46,H2Ti,3.0,,
17.05,475011,HO,1.0,HTi,3.0
17.333333333333332,30,H2Ti,3.0,,
17.97,79992,O,1.0,,
18.05,7310,H2O,1.0,,
18.75,62659,CoO,4.0,,
19.01,959,HO,1.0,,
19.05,201,H3O,1.0,,
19.27,130,CoO,4.0,,
19.55,5363,O2Ti,4.0,,
19.8,4681,O2Ti,4.0,,
19.99,37348,O2Ti,4.0,NTi,3.0
20.2,3082,O2Ti,4.0,,
20.37333333333333,2265,NTi,3.0,,
20.47,72,O2Ti,4.0,,
20.52,2890,O2Ti,4.0,O2Ti,4.0
20.64666666666667,23717,OTi,3.0,,
20.69666666666667,16794,NTi,3.0,,
20.96,1652,NTi,3.0,,
21.0,96,NTi,3.0,,
21.05,23540,OTi,3.0,,
21.28333333333333,162128,OTi,3.0,NTi,3.0
21.363333333333333,26,OTi,3.0,,
21.62666666666667,13426,OTi,3.0,OTi,3.0
21.96,22772,OTi,3.0,N2O,2.0
22.02,8670,CO2,2.0,OTi,3.0
22.343333333333334,44,OTi,3.0,,
22.47,133,CO2,2.0,N2O,2.0
22.54,50,N2O,2.0,,
22.7,24805,CoO2,4.0,OTi,3.0
23.0,555558,Ti,2.0,,
23.03,9259257,Na,1.0,,
23.23,42,CoO2,4.0,,
23.27,57,CoO2,4.0,,
23.5,506942,Ti,2.0,,
23.53,2863,HTi,2.0,,
23.98,513008,OOO,2.0,HTi,2.0
24.01,17909821,Mg,1.0,Ti,2.0
24.45,110,H2Ti,2.0,,
24.51,381940,Ti,2.0,,
24.55,27176,HTi,2.0,,
24.97,1624499,Mg,1.0,OOO,2.0
25.03,448030,Ti,2.0,CoO,3.0
25.46,69,H2Ti,2.0,,
25.5,1815,HTi,2.0,,
25.686666666666667,155,CoO,3.0,,
26.0,1805085,Mg,1.0,CN,1.0
26.05,4814,O2Ti,3.0,,
26.28333333333333,3413,O2Ti,3.0,,
26.46,428,CMo,4.0,,
26.69666666666667,33637,O2Ti,3.0,,
26.74,3325,CoO3,4.0,,
26.79,783,CMo,4.0,,
26.95,70023,MoO,4.0,,
26.99,3703,O2Ti,3.0,CMo,4.0
27.293333333333333,3681,O2Ti,3.0,CMo,4.0
27.363333333333333,91,O2Ti,3.0,,
27.48,651,NTi2,4.0,,
27.55,56284,MoO,4.0,CMo,4.0
27.7,91737,MoO,4.0,NTi2,4.0
27.77,58,NTi2,4.0,,
27.99,143030,MoO,4.0,N2,1.0
28.03,537,CMo,4.0,NTi2,4.0
28.2,61017,MoO,4.0,,
28.23,208,MoO,4.0,,
28.45,185,MoO,4.0,,
28.53,138953,MoO,4.0,,
28.79,101,MoO,4.0,,
28.99,59818,MoO,4.0,MoO,4.0
29.03,386,N2,1.0,N2,1.0
29.48,2314912,Co,2.0,MoO,4.0
30.02,2898,NTi,2.0,,
30.32333333333333,29740,CoO2,3.0,,
30.51,3059,NTi,2.0,,
30.71666666666667,1114564,Mo,3.0,,
30.95,87,CoO2,3.0,CoO2,3.0
31.05,61501,NTi,2.0,OTi,2.0
31.32333333333333,769260,Mo,3.0,,
31.48,34319,OTi,2.0,NTi,2.0
31.666666666666668,1040379,Mo,3.0,,
31.95,4382066,O2,1.0,,
31.98,1590112,Mo,3.0,OTi,2.0
32.23,14436,InO,4.0,,
32.36333333333334,770378,Mo,3.0,,
32.52,18905,OTi,2.0,OTi,2.0
32.626666666666665,1725666,Mo,3.0,,
32.74,368132,InO,4.0,,
32.77,19,InO,4.0,,
32.99,98406,HO2,1.0,,
33.05,21885,OTi,2.0,OTi,2.0
33.26,663,InO,4.0,,
33.373333333333335,711112,Mo,3.0,,
33.49,61,OTi,2.0,,
33.96,49,OTi,2.0,,
34.01,19776,O2,1.0,O2,1.0
34.67666666666666,706,CMo,3.0,,
35.0,220,HO2,1.0,,
35.05,188,HO2,1.0,,
35.29333333333334,661,CMo,3.0,,
35.656666666666666,4090,CoO3,3.0,,
35.696666666666665,871,CMo,3.0,,
36.0,959,CMo,3.0,NTi2,3.0
36.04,107290,MoO,3.0,NTi2,3.0
36.303333333333335,470,CMo,3.0,,
36.333333333333336,62,NTi2,3.0,,
36.38333333333333,65,NTi2,3.0,,
36.67666666666666,61367,MoO,3.0,CMo,3.0
36.95,255859,Se,2.0,,
36.99,53,NTi2,3.0,,
37.04,103481,MoO,3.0,NTi2,3.0
37.28333333333334,86943,MoO,3.0,CMo,3.0
37.373333333333335,137,MoO,3.0,,
37.46,119257,CoO,2.0,,
37.656666666666666,45423,MoO,3.0,,
37.71666666666666,220,MoO,3.0,,
37.96,167617,MoO,3.0,MoO,3.0
37.99,2476194,Se,2.0,,
38.333333333333336,112,MoO,3.0,,
38.45,268,CoO,2.0,,
38.54,1847055,Se,2.0,,
38.61666666666667,45408,MoO,3.0,,
38.71666666666666,259,MoO,3.0,,
38.99,5603522,Se,2.0,,
39.02,6112,O2Ti,2.0,,
39.303333333333335,132,MoO,3.0,,
39.45,6051,O2Ti,2.0,,
39.96,12054473,Se,2.0,,
39.99,151,C2O,1.0,,
40.05,59338,O2Ti,2.0,,
40.45,3917,O2Ti,2.0,,
40.98,98,O2Ti,2.0,,
41.03,2763413,Se,2.0,O2Ti,2.0
42.97,15477,InO,3.0,,
43.626666666666665,250629,InO,3.0,,
43.666666666666664,45,InO,3.0,,
43.99,14337,N2O,1.0,,
44.05,14596,CO2,1.0,,
44.29333333333334,741,InO,3.0,,
44.96,272,CO2,1.0,N2O,1.0
45.55,34066,CoO2,2.0,,
45.96,352950,Ti,1.0,Mo2,4.0
46.01,1827235,Mo,2.0,CO2,1.0
46.48,2317281,Nb,2.0,Mo2,4.0
46.52,2794,Mo2,4.0,CoO2,2.0
46.74,9806,Mo2,4.0,Mo2,4.0
47.05,1454196,Mo,2.0,Ti,1.0
47.23,4757,Mo2,4.0,Mo2,4.0
47.27,4901,Mo2,4.0,Mo2,4.0
47.47,17149,Mo2,4.0,Mo2,4.0
47.53,1968383,Mo,2.0,Mo2,4.0
47.7,7822,Mo2,4.0,Mo2,4.0
47.77,6119,Mo2,4.0,Mo2,4.0
48.01,6006580,Ti,1.0,Mo,2.0
48.23,3219,Mo2,4.0,,
48.26,7382,Mo2,4.0,,
48.29,8926,Mo2,4.0,Mo2,4.0
48.45,1340,Mo2,4.0,,
48.51,1203202,Mo,2.0,Mo2,4.0
48.7,7061,Mo2,4.0,Mo2,4.0
48.77,6595,Mo2,4.0,Mo2,4.0
48.97,221532,Ti,1.0,,
49.05,3036749,Mo,2.0,HTi,1.0
49.23,3267,Mo2,4.0,Mo2,4.0
49.46,3819,Mo2,4.0,,
49.51,4456,Mo2,4.0,,
50.04,1422704,Mo,2.0,Ti,1.0
50.95,3425,HTi,1.0,,
51.03,108,H2Ti,1.0,,
51.95,1545,CMo,2.0,H2Ti,1.0
52.98,747,CMo,2.0,,
53.52,7883,CoO3,2.0,CMo,2.0
53.97,113867,MoO,2.0,NTi2,2.0
54.01,1590,CMo,2.0,NTi2,2.0
54.48,207,NTi2,2.0,NTi2,2.0
54.52,933,CMo,2.0,,
54.96,1317,NTi2,2.0,MoO,2.0
55.0,2009,CMo,2.0,,
55.05,81119,MoO,2.0,,
55.46,58,NTi2,2.0,,
55.52,127005,MoO,2.0,NTi2,2.0
55.95,70,NTi2,2.0,,
56.0,1001,CMo,2.0,MoO,2.0
56.05,145671,MoO,2.0,,
56.5,344992,In,2.0,MoO,2.0
56.97,199519,MoO,2.0,,
57.01,4204,In2,4.0,MoO,2.0
57.05,4151,In2,4.0,,
57.47,5873808,In,2.0,MoO,2.0
57.5,99857,In2,4.0,,
58.02,95550,MoO,2.0,MoO,2.0
58.99,1504760,Co,1.0,MoO,2.0
60.03,5666,NTi,1.0,,
60.95,5194,NTi,1.0,,
60.99,1,NTi,1.0,,
61.373333333333335,3208,Mo2,3.0,,
61.95,54777,NTi,1.0,Mo2,3.0
61.99,52655,OTi,1.0,,
62.03,2660,Mo2,3.0,,
62.31333333333333,4118,Mo2,3.0,,
62.373333333333335,5257,Mo2,3.0,,
62.63666666666666,4208,Mo2,3.0,,
62.666666666666664,4993,Mo2,3.0,Mo2,3.0
62.95,6903,Mo2,3.0,Mo2,3.0
63.01,54046,OTi,1.0,NTi,1.0
63.28333333333334,6745,Mo2,3.0,Mo2,3.0
63.333333333333336,5907,Mo2,3.0,,
63.373333333333335,10126,Mo2,3.0,Mo2,3.0
63.61666666666667,9247,Mo2,3.0,Mo2,3.0
63.67666666666666,4998,Mo2,3.0,,
63.95,511783,OTi,1.0,Mo2,3.0
64.29333333333332,7545,Mo2,3.0,,
64.32333333333332,12043,Mo2,3.0,Mo2,3.0
64.52,20080,InO,2.0,,
64.65666666666667,12261,Mo2,3.0,Mo2,3.0
64.70666666666668,6301,Mo2,3.0,,
64.97,10646,Mo2,3.0,Mo2,3.0
65.0,106,OTi,1.0,,
65.04,38740,OTi,1.0,Mo2,3.0
65.30333333333333,10128,Mo2,3.0,,
65.33333333333333,2731,Mo2,3.0,,
65.38333333333333,3296,Mo2,3.0,,
