mc,counts,ion,charge,ion2,charge2
1.04,3179156,H,1.0,,
2.02,26749,H2,1.0,,
2.95,432,H3,1.0,,
6.05,1569737,C,2.0,,
6.54,17455,C,2.0,,
6.96,822866,N,2.0,,
7.45,3622,N,2.0,,
8.01,3139510,O,2.0,,
8.95,4764,O,2.0,,
10.99,280,CO2,4.0,N2O,4.0
12.02,926699,C,1.0,OOO,4.0
13.0,10821,C,1.0,,
13.98,1582419,N,1.0,,
14.706666666666665,259,CO2,3.0,N2O,3.0
14.99,6373,N,1.0,,
15.98,611,OOO,3.0,,
16.02,4756838,O,1.0,,
16.97,32918,HO,1.0,,
17.98,29,C3,2.0,,
18.04,10351,O,1.0,H2O,1.0
18.98,65,HO,1.0,,
20.01,126,C2O,2.0,,
21.95,435,CO2,2.0,N2O,2.0
23.99,7707,C2,1.0,OOO,2.0
24.98,73,C2,1.0,,
25.01,68,C2,1.0,,
26.0,6139,CN,1.0,,
27.0,82,CN,1.0,CN,1.0
27.96,6477,N2,1.0,,
29.04,67,N2,1.0,N2,1.0
32.03,66548,O2,1.0,,
33.02,978,HO2,1.0,,
33.96,259,O2,1.0,O2,1.0
35.99,70,C3,1.0,,
40.04,176,C2O,1.0,,
44.03,661,CO2,1.0,N2O,1.0
48.0,1636,OOO,1.0,,
127.01,158878512,I,1.0,,
