mc,counts,ion,charge,ion2,charge2
1.04,15175776,H,1.0,,
2.01,159734,H2,1.0,,
2.99,3448,H3,1.0,,
5.98,7493168,C,2.0,,
6.52,83343,C,2.0,,
7.01,3455863,N,2.0,,
7.52,12295,N,2.0,,
8.0,28485728,O,2.0,,
9.03,61693,O,2.0,,
11.0,6529,CO2,4.0,N2O,4.0
11.25,59,CO2,4.0,,
11.98,4980319,C,1.0,OOO,4.0
12.05,6968047,Mg,2.0,,
12.45,52,OOO,4.0,,
12.5,793483,Mg,2.0,OOO,4.0
12.97,919840,Mg,2.0,C,1.0
13.7,2493,FeH,4.0,,
14.04,5665325,N,1.0,,
14.25,25185,FeH,4.0,,
14.47,653,FeH,4.0,,
14.616666666666665,6493,CO2,3.0,N2O,3.0
14.72,73,FeH,4.0,,
14.97,90,CO2,3.0,,
15.05,22769,N,1.0,,
15.99,29521,OOO,3.0,,
16.03,45944727,O,1.0,,
16.656666666666666,221,OOO,3.0,OOO,3.0
17.04,517303,HO,1.0,,
17.48,6849494,Cl,2.0,FeO,4.0
17.74,169,FeHO,4.0,,
17.98,432669,Fe,3.0,O,1.0
18.2,1761,FeO,4.0,,
18.26,2735,FeHO,4.0,,
18.37333333333333,1654,FeH,3.0,,
18.47,2185121,Cl,2.0,FeO,4.0
18.55,238,FeO,4.0,,
18.62666666666667,3372729,Fe,3.0,,
18.95,1033,HO,1.0,,
19.04,2952915,F,1.0,Fe,3.0
19.30333333333333,10244,Fe,3.0,FeH,3.0
19.666666666666668,82,FeH,3.0,,
19.95,1572,C2O,2.0,,
19.99,30,H2O,1.0,,
20.5,17,C2O,2.0,,
21.97,1271,N2O,2.0,,
22.03,9020,CO2,2.0,,
22.51,133,CO2,2.0,,
23.01,12,CO2,2.0,,
23.343333333333334,3989,FeO,3.0,,
23.71666666666667,149,FeHO,3.0,,
23.95,130869,FeO,3.0,OOO,2.0
24.0,11853691,Mg,1.0,C2,1.0
24.32333333333333,1993,FeHO,3.0,,
24.363333333333333,2032,FeO,3.0,,
24.62666666666667,60,FeHO,3.0,,
24.686666666666667,411,FeO,3.0,FeO,3.0
24.96,590,C2,1.0,OOO,2.0
25.01,1497542,Mg,1.0,C2,1.0
25.95,28076,CN,1.0,,
26.01,1661507,Mg,1.0,,
27.01,496413,Fe,2.0,CN,1.0
27.05,117,CN,1.0,,
27.46,3222,FeH,2.0,,
27.99,7861179,Fe,2.0,N2,1.0
28.53,228287,Fe,2.0,FeH,2.0
28.95,25630,Fe,2.0,,
29.05,1090,FeH,2.0,N2,1.0
29.51,166,FeH,2.0,,
32.01,1293786,O2,1.0,,
33.03,40821,HO2,1.0,,
33.95,5875,O2,1.0,O2,1.0
34.98,3908312,Cl,1.0,FeO,2.0
35.45,199,FeHO,2.0,,
35.96,123073,FeO,2.0,C3,1.0
36.51,3176,FeO,2.0,,
36.54,3809,FeHO,2.0,,
36.97,380,FeO,2.0,,
37.03,1202017,Cl,1.0,FeO,2.0
39.97,3143,C2O,1.0,,
40.96,45,C2O,1.0,C2O,1.0
43.97,19617,CO2,1.0,N2O,1.0
44.98,192,CO2,1.0,,
45.98,24,CO2,1.0,,
46.02,20,CO2,1.0,,
48.01,75668,OOO,1.0,,
48.51,4600027,Tc,2.0,,
48.98,6043155,Tc,2.0,,
49.52,5411802,Tc,2.0,,
50.0,447,OOO,1.0,OOO,1.0
51.01,387,CPt,4.0,,
51.55,17527,CPt,4.0,,
51.75,14920,CPt,4.0,CPt,4.0
52.0,182,CPt,4.0,,
52.05,9486,CPt,4.0,,
52.27,105,CPt,4.0,,
52.51,3141,CPt,4.0,,
52.79,12,CPt,4.0,,
53.98,2151,Er,3.0,,
54.05,327419,Fe,1.0,,
54.64666666666666,53083,Er,3.0,,
55.01,4970,FeH,1.0,,
55.32333333333334,1001093,Er,3.0,,
55.71666666666666,622982,Er,3.0,,
55.96,4392397,Fe,1.0,,
56.0,798498,Er,3.0,,
56.38333333333333,2031459,Tm,3.0,,
56.696666666666665,393489,Er,3.0,,
57.05,187844,Fe,1.0,FeH,1.0
58.03,17027,Fe,1.0,FeH,1.0
59.03,260,FeH,1.0,,
67.97,505,CPt,3.0,,
68.67666666666668,16337,CPt,3.0,,
68.97,13672,CPt,3.0,CPt,3.0
69.37333333333333,9350,CPt,3.0,CPt,3.0
69.70666666666668,120,CPt,3.0,,
69.95,12496,FeO,1.0,,
70.0,3659,CPt,3.0,,
70.37333333333333,16,CPt,3.0,,
70.98,361,FeHO,1.0,,
72.0,197645,FeO,1.0,FeO,1.0
73.04,10425,FeHO,1.0,FeO,1.0
73.95,1160,FeO,1.0,FeO,1.0
80.99,3515,Er,2.0,,
81.98,71516,Er,2.0,,
83.03,1410660,Er,2.0,,
83.49,965623,Er,2.0,,
84.04,961825,Er,2.0,,
84.5,3588902,Tm,2.0,,
84.95,78759281,Rb,1.0,Er,2.0
86.96,30119719,Rb,1.0,,
95.98,216672,Pt,2.0,,
97.02,17930975,Tc,1.0,Pt,2.0
97.49,9155086,Pt,2.0,,
98.05,15872413,Tc,1.0,Pt,2.0
98.95,1950182,Pt,2.0,,
99.02,9019650,Tc,1.0,,
101.95,570,CPt,2.0,,
102.98,22301,CPt,2.0,,
103.52,21972,CPt,2.0,CPt,2.0
103.97,19624,CPt,2.0,,
104.0,251,CPt,2.0,,
104.45,193,CPt,2.0,,
104.52,5868647,Bi,2.0,,
104.98,5412,CPt,2.0,,
105.53,62,CPt,2.0,,
127.0,325032780,I,1.0,,
162.0,6780,Er,1.0,,
164.01,108349,Er,1.0,,
166.04,2275260,Er,1.0,,
167.04,1557437,Er,1.0,,
168.04,1814793,Er,1.0,,
169.0,6771490,Tm,1.0,,
169.98,1008950,Er,1.0,,
191.97,138686,Pt,1.0,,
194.05,4722995,Pt,1.0,,
195.04,5218404,Pt,1.0,,
195.98,4522832,Pt,1.0,,
197.95,1228629,Pt,1.0,,
203.98,976,CPt,1.0,,
205.99,39855,CPt,1.0,,
206.96,40936,CPt,1.0,,
207.0,441,CPt,1.0,,
207.96,453,CPt,1.0,,
208.03,30630,CPt,1.0,,
208.97,9029009,Bi,1.0,CPt,1.0
209.96,8727,CPt,1.0,,
211.02,89,CPt,1.0,,
