mc,counts,ion,charge,ion2,charge2
1.03,3845047,H,1.0,,
1.97,7541,HH,1.0,,
2.98,1876995,Li,2.0,,
3.45,23487731,Li,2.0,,
6.0,86822352,C,2.0,Li,1.0
6.45,934036,C,2.0,,
6.97,2985674,N,2.0,,
7.01,3454,LiH,1.0,,
7.05,35587451,Li,1.0,,
7.45,11997,N,2.0,,
7.98,194219770,O,2.0,LiH,1.0
8.96,389132,O,2.0,,
9.0,16470873,Al,3.0,LiHH,1.0
12.05,55425754,C,1.0,,
13.01,873481,C,1.0,HC,1.0
13.48,54901956,Al,2.0,,
13.95,1289,CH,1.0,,
14.0,5743724,N,1.0,HC,1.0
14.96,9006,NH,1.0,,
15.02,33449,N,1.0,HN,1.0
15.95,346743785,O,1.0,HN,1.0
16.02,34,NH,1.0,,
16.98,448944,HO,1.0,,
17.05,489759,OH,1.0,,
17.97,801796,O,1.0,LiC,1.0
18.98,1281701,LiC,1.0,HO,1.0
19.05,2117,LiC,1.0,OH,1.0
19.95,7176,LiN,1.0,,
20.02,14242,LiC,1.0,,
20.99,89688,LiN,1.0,,
21.03,22,LiN,1.0,,
21.96,342114,LiO,1.0,,
22.01,356,LiN,1.0,,
22.55,55725493,Sc,2.0,,
22.99,4281125,LiO,1.0,,
23.05,19216957,Na,1.0,LiHO,1.0
23.97,2679122,CC,1.0,LiHO,1.0
24.05,33186,NaH,1.0,,
24.95,194308,V,2.0,CC,1.0
25.52,38354509,V,2.0,,
25.95,162354,CN,1.0,,
26.05,231869,NC,1.0,CC,1.0
27.0,35143247,Al,1.0,NC,1.0
27.95,11764,NN,1.0,,
27.98,14337763,OC,1.0,AlH,1.0
28.05,14559500,CO,1.0,,
28.99,210374,OC,1.0,CHO,1.0
29.04,161943,CO,1.0,,
29.95,575,CHO,1.0,,
29.99,1608133,NO,1.0,ON,1.0
30.96,79120,LiCC,1.0,CO,1.0
31.02,9496,NO,1.0,NHO,1.0
31.99,50305640,OO,1.0,NO,1.0
33.04,409152,OHO,1.0,HOO,1.0
33.99,202292,OO,1.0,OO,1.0
34.54,17322938,Ga,2.0,,
34.99,610095,NaC,1.0,OHO,1.0
35.05,1178,OHO,1.0,HOO,1.0
35.53,11500582,Ga,2.0,,
35.97,6988,NaC,1.0,OO,1.0
36.05,258987,CCC,1.0,,
36.98,44265,NaN,1.0,CCC,1.0
37.49,109803910,As,2.0,,
37.97,162234,LiOO,1.0,NCC,1.0
38.96,2305453,AlC,1.0,NCC,1.0
38.99,169,NCC,1.0,,
39.03,4818175,NaO,1.0,LiOO,1.0
40.04,826242,OCC,1.0,AlC,1.0
40.96,160418,AlN,1.0,NaO,1.0
41.03,24962,OCC,1.0,OCC,1.0
41.98,745,LiCCC,1.0,,
42.04,2362,OCC,1.0,AlN,1.0
42.97,9373,LiCCC,1.0,,
43.0,6216141,AlO,1.0,,
43.99,5187530,COO,1.0,AlHO,1.0
44.95,96078593,Sc,1.0,AlHHO,1.0
45.01,69745,COO,1.0,AlO,1.0
45.04,23,HNNO,1.0,,
45.98,76,CHHOO,1.0,,
46.04,501782,NOO,1.0,ScH,1.0
46.97,718,ScHH,1.0,COO,1.0
47.0,1354,NOO,1.0,,
47.04,55145,NaCC,1.0,COO,1.0
47.99,13916499,OOO,1.0,CCCC,1.0
48.03,16,COO,1.0,,
48.96,522,CCCC,1.0,CCCC,1.0
49.02,506,CCCC,1.0,CCCC,1.0
49.95,28049,OOO,1.0,OHHOO,1.0
49.99,129785,V,1.0,OOO,1.0
50.96,201570,AlCC,1.0,,
51.0,128,LiNNO,1.0,,
51.04,24163826,V,1.0,NaNN,1.0
51.95,49682,VH,1.0,,
52.03,72263,OCCC,1.0,AlCC,1.0
52.99,2491,OCCC,1.0,OCCC,1.0
53.03,25,AlCC,1.0,,
54.04,144,OCCC,1.0,,
54.99,721681,NaOO,1.0,,
55.02,705,AlNN,1.0,,
56.05,494,CNNO,1.0,,
56.97,3375602,ScC,1.0,,
57.01,2890,NaOO,1.0,NaOO,1.0
57.96,22,NNNO,1.0,,
57.99,37531,ScC,1.0,,
58.98,2750157,AlOO,1.0,ScN,1.0
59.97,2249,ONNO,1.0,NaCCC,1.0
60.03,810,ScN,1.0,,
60.97,5141,AlOO,1.0,AlHHOO,1.0
61.0,5098,AlOO,1.0,,
61.03,10878213,ScO,1.0,,
61.95,3350,VC,1.0,,
62.01,40025,ScHO,1.0,,
62.98,1139416,VC,1.0,ScO,1.0
63.03,14537,AlCCC,1.0,VC,1.0
63.97,13319,VC,1.0,VN,1.0
64.98,89881,VN,1.0,,
65.98,19537,VO,1.0,VN,1.0
66.95,58,VHO,1.0,,
67.05,6378309,VO,1.0,NaNNO,1.0
67.96,18130,VHO,1.0,VO,1.0
68.99,239946,ScCC,1.0,VHHO,1.0
69.03,28884333,Ga,1.0,VO,1.0
69.95,418762,AlAlO,1.0,GaH,1.0
70.05,5342,ScCC,1.0,ScCC,1.0
70.96,19167693,Ga,1.0,ScCC,1.0
70.99,186,GaHH,1.0,,
71.03,330,AlNNO,1.0,,
71.95,751,AlAlO,1.0,,
71.99,32332,GaH,1.0,,
72.95,119,GaHH,1.0,,
72.99,1133,ScNN,1.0,,
73.97,172949,Se,1.0,,
74.03,306,VCC,1.0,,
74.95,58196086,As,1.0,,
74.99,283,SeH,1.0,,
75.02,101399,VCC,1.0,,
76.01,1941617,Se,1.0,AsH,1.0
76.05,1126,VCC,1.0,,
76.95,4811168,ScOO,1.0,,
76.99,2767,SeH,1.0,,
77.04,1460949,Se,1.0,AsHH,1.0
77.96,4518042,Se,1.0,SeH,1.0
78.97,9718,ScOO,1.0,ScHHOO,1.0
79.03,17511,ScOO,1.0,SeH,1.0
80.0,9531024,Se,1.0,SeHH,1.0
80.99,851115,GaC,1.0,ScCCC,1.0
81.95,1820510,Se,1.0,GaC,1.0
82.01,212,ScCCC,1.0,,
82.04,293,ScCCC,1.0,SeHH,1.0
82.99,615992,GaC,1.0,GaN,1.0
83.04,1632524,VOO,1.0,,
83.97,121337,Sr,1.0,GaC,1.0
84.04,282,GaN,1.0,,
84.95,4600395,GaO,1.0,VOO,1.0
85.02,50469,GaN,1.0,VOO,1.0
85.95,24563,GaHO,1.0,SeC,1.0
86.04,1902557,Sr,1.0,GaN,1.0
87.03,8466543,AsC,1.0,GaO,1.0
88.0,15997518,Sr,1.0,SeC,1.0
88.97,28024,SrH,1.0,,
89.01,294001,AsN,1.0,SeC,1.0
89.95,175771,SeC,1.0,SeN,1.0
90.05,25736,SeO,1.0,GaHO,1.0
91.04,16711132,AsO,1.0,SeN,1.0
91.98,331113,SeO,1.0,AsHO,1.0
92.04,359367,SeC,1.0,,
92.98,92292,GaCC,1.0,SeC,1.0
93.05,250541,SeO,1.0,AsO,1.0
93.96,761476,SeO,1.0,SeC,1.0
94.0,1488,GaCC,1.0,SeO,1.0
94.04,945,SeHO,1.0,,
95.0,59191,GaCC,1.0,SeC,1.0
95.05,2948,SeHO,1.0,,
95.96,1420043,SeO,1.0,SrC,1.0
96.01,6007,SeN,1.0,SeO,1.0
97.03,6606,SeHO,1.0,GaNN,1.0
97.96,51322,SrC,1.0,SeCC,1.0
98.01,271268,SeO,1.0,SeO,1.0
99.04,311873,AsCC,1.0,SrC,1.0
99.99,458335,SrC,1.0,SrO,1.0
101.0,1458067,GaOO,1.0,SrC,1.0
101.95,10960,SeCC,1.0,SrO,1.0
102.0,329861,SrO,1.0,SeCC,1.0
102.04,45593,SrN,1.0,SeCC,1.0
102.95,238579,SrO,1.0,GaOO,1.0
103.01,962990,GaOO,1.0,GaOO,1.0
103.95,699,SrO,1.0,SeNN,1.0
103.98,23088,SeCC,1.0,,
104.03,2752349,SrO,1.0,SrHO,1.0
105.01,19064,GaCCC,1.0,SrHO,1.0
105.99,18062,SeOO,1.0,SrO,1.0
106.05,981362,Cd,1.0,,
106.95,4675159,AsOO,1.0,CdH,1.0
107.05,5114,GaCCC,1.0,SeCC,1.0
107.95,77974,SeOO,1.0,GaCCC,1.0
107.99,227,SeNN,1.0,GaCCC,1.0
108.04,321,SrCC,1.0,GaCCC,1.0
109.03,84631,SeOO,1.0,AsOO,1.0
109.98,9644268,Cd,1.0,SeOO,1.0
110.03,348,SeOO,1.0,SeOO,1.0
110.97,9697279,Cd,1.0,AsCCC,1.0
111.04,16859,CdH,1.0,SrCC,1.0
111.95,42,SrCC,1.0,,
112.02,18676132,Cd,1.0,SeOO,1.0
112.95,26294,CdH,1.0,SrCC,1.0
113.04,9210660,Cd,1.0,SeCCC,1.0
113.99,21763315,Cd,1.0,SeOO,1.0
114.96,45,CdHH,1.0,,
115.01,74,GaNNO,1.0,,
115.04,30602,CdH,1.0,,
115.98,5670353,Cd,1.0,SrOO,1.0
116.96,96,SeCCC,1.0,SeCCC,1.0
117.04,8031,CdH,1.0,SeCCC,1.0
117.97,120876,SrOO,1.0,CdC,1.0
118.05,33,CdHH,1.0,,
118.95,405,CdC,1.0,,
118.98,579,AsNNO,1.0,,
119.04,58935,SrOO,1.0,,
119.99,698032,SrOO,1.0,CdN,1.0
120.05,20,SrCCC,1.0,,
121.02,117,SrOO,1.0,,
121.05,126,SrOO,1.0,,
122.0,500975,CdC,1.0,CdO,1.0
122.03,416,SrCCC,1.0,,
122.97,369179,CdC,1.0,CdC,1.0
123.95,7879,CdC,1.0,SrCCC,1.0
124.0,21566,CdN,1.0,,
124.03,685973,CdC,1.0,,
125.0,22216,CdN,1.0,CdN,1.0
125.05,354976,CdC,1.0,CdC,1.0
125.95,1368891,CdO,1.0,,
126.0,862448,CdC,1.0,CdN,1.0
126.98,5765,CdHO,1.0,,
127.04,1432057,CdO,1.0,CdN,1.0
127.97,213468,CdC,1.0,,
128.05,2697471,CdO,1.0,CdN,1.0
128.95,13490,CdHO,1.0,CdC,1.0
128.99,1339044,CdO,1.0,CdO,1.0
130.01,3161572,CdO,1.0,CdN,1.0
130.05,8033,CdO,1.0,CdCC,1.0
130.97,74,CdN,1.0,CdCC,1.0
131.0,15936,CdHO,1.0,CdO,1.0
131.04,47,CdCC,1.0,,
132.0,827721,CdO,1.0,CdO,1.0
133.03,3474,CdHO,1.0,CdHO,1.0
134.0,27982,CdCC,1.0,CdO,1.0
134.97,27569,CdCC,1.0,CdCC,1.0
136.0,51383,CdCC,1.0,CdCC,1.0
136.96,25706,CdCC,1.0,,
137.03,1154,CdCC,1.0,CdCC,1.0
138.0,106612,CdCC,1.0,CdOO,1.0
138.98,1494,CdCC,1.0,CdCC,1.0
140.0,16207,CdCC,1.0,CdNN,1.0
141.0,310,CdCC,1.0,CdNN,1.0
141.05,182,CdCC,1.0,,
141.97,529,CdCCC,1.0,CdNN,1.0
142.02,437082,CdOO,1.0,,
142.97,447581,CdOO,1.0,,
143.96,882,CdOO,1.0,,
144.01,843657,CdOO,1.0,CdOO,1.0
144.99,428376,CdOO,1.0,CdOO,1.0
146.04,1009661,CdOO,1.0,CdCCC,1.0
146.97,3663,CdCCC,1.0,CdOO,1.0
147.02,927,CdOO,1.0,CdCCC,1.0
148.0,264309,CdOO,1.0,CdOO,1.0
148.05,7357,CdCCC,1.0,CdOO,1.0
148.96,117,CdCCC,1.0,CdCCC,1.0
149.03,2711,CdCCC,1.0,CdCCC,1.0
149.95,6351,CdCCC,1.0,CdCCC,1.0
150.0,528,CdOO,1.0,,
150.04,532,CdOO,1.0,,
150.96,153,CdCCC,1.0,CdCCC,1.0
151.0,70,CdCCC,1.0,,
152.03,1637,CdCCC,1.0,,
154.0,24,CdNNO,1.0,,
154.98,52,CdNNO,1.0,,
156.02,101,CdNNO,1.0,,
156.98,49,CdNNO,1.0,,
158.01,127,CdNNO,1.0,,
