mc,counts,ion,charge,ion2,charge2
1.0,9473321,H,1.0,,
1.96,35702,HH,1.0,,
2.96,391,HHH,1.0,,
6.05,4677538,C,2.0,,
6.45,52034,C,2.0,,
7.05,2876376,N,2.0,,
7.53,11544,N,2.0,,
8.03,199435123,O,2.0,,
9.01,399681,O,2.0,,
12.01,164355969,Mg,2.0,,
12.05,2338770,C,1.0,,
12.5,20830900,Mg,2.0,,
12.98,23140407,Mg,2.0,CH,1.0
13.04,45017,C,1.0,HC,1.0
13.96,4716070,N,1.0,CH,1.0
14.99,18946,N,1.0,,
15.05,35090,NH,1.0,HN,1.0
15.97,257,NHH,1.0,NH,1.0
16.03,297664413,O,1.0,HN,1.0
17.0,978319,HO,1.0,,
17.04,920761,OH,1.0,,
18.03,621560,O,1.0,OHH,1.0
18.97,1849,OH,1.0,,
19.02,2166,HO,1.0,OHHH,1.0
19.98,39,OHH,1.0,,
20.05,50,HHO,1.0,,
24.02,249033537,Mg,1.0,CC,1.0
24.98,32765775,Mg,1.0,MgH,1.0
25.05,103,CC,1.0,,
25.95,35033801,Mg,1.0,,
26.01,178015,MgH,1.0,NC,1.0
27.02,170660,MgH,1.0,MgHH,1.0
27.95,906189,CO,1.0,OC,1.0
28.98,4763,OC,1.0,NN,1.0
29.02,32344991,Ni,2.0,CO,1.0
29.98,13575813,Ni,2.0,NO,1.0
30.52,520761,Ni,2.0,,
31.03,1715616,Ni,2.0,NHO,1.0
32.04,36593509,OO,1.0,Ni,2.0
32.99,419524,OHO,1.0,,
33.03,305877,HOO,1.0,,
33.95,72470,OO,1.0,,
34.0,75684,OO,1.0,OHHO,1.0
34.97,641,HOO,1.0,HHHOO,1.0
35.03,2281,OHO,1.0,OHO,1.0
36.0,570510,MgC,1.0,,
36.04,209,OO,1.0,CCC,1.0
37.0,6350,MgC,1.0,,
37.03,72314,MgC,1.0,,
37.97,440559,MgN,1.0,MgC,1.0
38.96,1452,MgN,1.0,,
39.02,46442,MgN,1.0,MgC,1.0
39.97,34088041,MgO,1.0,MgN,1.0
40.02,2851,OCC,1.0,CNN,1.0
40.98,4643002,MgO,1.0,MgHO,1.0
41.03,212,MgN,1.0,OCC,1.0
41.98,4901841,MgO,1.0,MgO,1.0
42.95,46951,MgHO,1.0,MgHO,1.0
43.05,9092,MgO,1.0,MgHHO,1.0
43.95,491,MgHHO,1.0,,
44.04,210741,COO,1.0,MgO,1.0
44.98,2304,COO,1.0,MgHO,1.0
45.02,32,HNNO,1.0,,
45.96,148316,NOO,1.0,COO,1.0
46.04,389,COO,1.0,,
46.97,600,NOO,1.0,,
47.95,13733334,OOO,1.0,MgCC,1.0
48.0,292,NOO,1.0,,
48.96,22,MgCC,1.0,,
49.0,26,MgCC,1.0,,
49.04,266,MgCC,1.0,,
49.95,55033,OOO,1.0,OOO,1.0
50.04,28728,OOO,1.0,OHHOO,1.0
51.98,130,OOO,1.0,OOO,1.0
52.02,2475,MgNN,1.0,OOO,1.0
52.95,326,MgNN,1.0,,
54.01,326,MgNN,1.0,,
56.02,7351776,MgOO,1.0,,
57.05,931768,MgOO,1.0,,
