mc,counts,ion,charge,ion2,charge2
1.02,6370933,H,1.0,,
2.02,13666,HH,1.0,,
2.96,101,HHH,1.0,,
5.99,3145705,C,2.0,,
6.51,34971,C,2.0,,
6.98,3596099,N,2.0,,
7.5,14434,N,2.0,,
7.99,173015843,O,2.0,,
9.02,346725,O,2.0,,
11.96,10766073,Mg,2.0,,
12.01,1635769,C,1.0,,
12.45,1364510,Mg,2.0,,
12.98,1541024,Mg,2.0,C,1.0
13.04,10031,HC,1.0,,
13.95,5708120,N,1.0,CHH,1.0
14.04,164,HC,1.0,CH,1.0
14.95,15585,HN,1.0,,
14.98,12245,NH,1.0,,
15.04,22914,N,1.0,,
15.96,115,HN,1.0,NH,1.0
16.04,314574329,O,1.0,NHH,1.0
16.98,981625,OH,1.0,,
17.04,654410,HO,1.0,,
18.01,375772,Fe,3.0,HHO,1.0
18.05,630403,O,1.0,,
18.68666603088379,5755832,Fe,3.0,,
19.05,141413,Fe,3.0,OH,1.0
19.38333396911621,18830,Fe,3.0,,
23.95,21536081,Mg,1.0,CC,1.0
24.97,4579223,Mg,1.0,Cr,2.0
25.02,134,CC,1.0,CC,1.0
25.95,12085,MgH,1.0,CN,1.0
26.04,37342692,Cr,2.0,Mg,1.0
26.45,3888910,Cr,2.0,,
26.95,1781063,Cr,2.0,Fe,2.0
27.52,27290453,Mn,2.0,,
28.02,13230222,Fe,2.0,OC,1.0
28.46,300201,Fe,2.0,,
28.97,47335,Fe,2.0,CO,1.0
29.01,4102,OC,1.0,HNN,1.0
30.0,1540533,NO,1.0,ON,1.0
30.97,8593,NHO,1.0,ON,1.0
31.02,3306,NO,1.0,,
31.5,10009057,Cu,2.0,,
32.05,33325387,OO,1.0,NO,1.0
32.49,4454900,Cu,2.0,,
33.0,512013,HOO,1.0,OHO,1.0
34.0,68073,OO,1.0,OHHO,1.0
34.03,66776,OO,1.0,,
34.97,1093,HOO,1.0,HOO,1.0
35.0,935,OHO,1.0,OHO,1.0
35.97,26926,MgC,1.0,,
36.05,127,OO,1.0,,
37.0,3417,MgC,1.0,,
37.04,291,MgC,1.0,,
37.98,3828,MgC,1.0,MgC,1.0
38.03,38922,MgN,1.0,NCC,1.0
39.01,154,MgN,1.0,,
39.05,4979,MgN,1.0,MgC,1.0
39.96,20,CNN,1.0,,
40.0,2356663,MgO,1.0,MgN,1.0
40.95,297838,MgO,1.0,,
41.0,46,MgN,1.0,,
41.04,14823,MgHO,1.0,,
41.96,332623,MgO,1.0,MgHO,1.0
42.02,4750,MgO,1.0,NNN,1.0
42.96,2099,MgHO,1.0,MgHO,1.0
43.04,608,MgO,1.0,,
43.98,152294,COO,1.0,ONN,1.0
44.03,657,MgO,1.0,,
44.95,1672,COO,1.0,,
45.05,17,HNNO,1.0,,
45.96,277014,NOO,1.0,COO,1.0
47.03,1103,NOO,1.0,,
47.97,15558180,OOO,1.0,,
48.02,1201,NOO,1.0,NOO,1.0
49.96,1179595,Cr,1.0,OOO,1.0
50.04,31178,OOO,1.0,,
51.01,5628,CrH,1.0,,
52.01,21269136,Cr,1.0,MgNN,1.0
52.98,107047,CrH,1.0,,
53.05,2411154,Cr,1.0,MgNN,1.0
54.02,1057287,Cr,1.0,Fe,1.0
54.97,16103149,Mn,1.0,FeH,1.0
55.01,3178,CrH,1.0,CrHH,1.0
55.96,1194476,MgOO,1.0,MnH,1.0
