mc,counts,ion,charge,ion2,charge2
1.01,46638024,H,1.0,,
2.0,1020973,HH,1.0,,
3.0,48599,HHH,1.0,,
3.96,2275,HHHH,1.0,,
6.01,45485205,C,2.0,,
6.5,505890,C,2.0,,
7.0,1169757,N,2.0,,
7.49,4681,N,2.0,,
7.98,47801006,O,2.0,,
8.95,95784,O,2.0,,
10.343333015441894,39790444,P,3.0,,
11.96,24107151,C,1.0,,
12.01,4557287,Mg,2.0,,
12.52,577587,Mg,2.0,,
12.96,1333811,HC,1.0,Mg,2.0
13.02,1198897,CH,1.0,C,1.0
13.95,39633,CHH,1.0,HC,1.0
14.01,1928002,N,1.0,CH,1.0
14.96,67052,NH,1.0,HN,1.0
15.05,355,CHH,1.0,,
15.47,128356257,P,2.0,,
15.99,146234185,O,1.0,S,2.0
16.05,124,NH,1.0,,
16.5,442158,S,2.0,,
16.97,3793322,S,2.0,OH,1.0
17.0,2141045,HO,1.0,,
18.0,152844,HHO,1.0,OHH,1.0
18.04,187829,O,1.0,,
18.95,11982,HHHO,1.0,HO,1.0
19.01,3628,OHHH,1.0,,
19.95,143,OHH,1.0,,
20.04,158,HHO,1.0,,
23.97,9822545,Mg,1.0,CC,1.0
24.95,1406237,Mg,1.0,MgH,1.0
25.55,22605806,V,2.0,,
25.96,1358675,Mg,1.0,CN,1.0
26.96,22707,MgH,1.0,MgHH,1.0
27.05,562,MgHHH,1.0,NC,1.0
27.96,3568069,CO,1.0,OC,1.0
28.05,1191,NN,1.0,,
28.95,47,MgHHH,1.0,,
29.0,130849,CHO,1.0,CO,1.0
29.96,156197,NO,1.0,ON,1.0
30.0,2890,OC,1.0,,
30.05,1011,CHO,1.0,,
30.96,3143,NHO,1.0,NO,1.0
31.02,404,ON,1.0,CHO,1.0
31.05,66745252,P,1.0,,
31.45,27230188,Cu,2.0,,
31.97,4705283,OO,1.0,PH,1.0
32.01,86074189,S,1.0,,
32.04,180,NO,1.0,,
32.55,12119814,Cu,2.0,,
32.99,2801221,SH,1.0,S,1.0
33.97,24148,SH,1.0,OO,1.0
34.01,9353,OHHO,1.0,,
34.05,3892698,S,1.0,SHH,1.0
34.96,509,OHO,1.0,OHO,1.0
35.02,82310,SH,1.0,SHHH,1.0
35.98,175581,MgC,1.0,CCC,1.0
36.95,447,CCC,1.0,,
37.03,21684,MgC,1.0,HCCC,1.0
37.99,28043,MgC,1.0,MgN,1.0
38.05,24,HCCC,1.0,,
38.97,134581540,K,1.0,MgN,1.0
39.02,1138,MgN,1.0,MgC,1.0
40.0,3591918,KH,1.0,MgO,1.0
40.04,1074,MgN,1.0,,
40.98,9869342,K,1.0,KHH,1.0
41.95,40870,MgO,1.0,,
41.99,230404,KH,1.0,OCC,1.0
42.04,10083,KHHH,1.0,MgHO,1.0
42.95,2157373,PC,1.0,KHH,1.0
43.95,1509399,SC,1.0,COO,1.0
44.95,1847,COO,1.0,,
45.04,123686,PN,1.0,SC,1.0
45.95,705,PN,1.0,CHHOO,1.0
46.02,115577,SC,1.0,SN,1.0
46.99,5771014,PO,1.0,SC,1.0
47.95,419730,OOO,1.0,MgCC,1.0
48.01,5937449,SO,1.0,Ru,2.0
49.0,1069992,Ru,2.0,SHO,1.0
49.53,5753384,Ru,2.0,,
