mc,counts,ion,charge,ion2,charge2
1.04,12391653,H,1.0,,
1.96,76788,HH,1.0,,
3.04,770,HHH,1.0,,
5.95,6118500,C,2.0,,
6.54,68039,C,2.0,,
7.04,8881859,N,2.0,,
7.5,35648,N,2.0,,
8.01,10382965,O,2.0,,
8.97,20809,O,2.0,,
12.03,3793450,C,1.0,,
12.96,79327,C,1.0,HC,1.0
13.05,25519,CH,1.0,,
13.98,270815622,Si,2.0,N,1.0
14.52,13097625,Si,2.0,,
14.97,55729,N,1.0,,
15.03,8779247,Si,2.0,NH,1.0
15.99,18542546,O,1.0,NHH,1.0
17.0,166434,OH,1.0,HO,1.0
17.95,906,OHH,1.0,,
18.03,38213,O,1.0,HHO,1.0
18.95,138,HO,1.0,,
18.99,166,OH,1.0,,
24.03,16426,CC,1.0,,
24.96,187,CC,1.0,,
25.05,431,HCC,1.0,CC,1.0
25.98,77990,CN,1.0,NC,1.0
27.0,759,NC,1.0,CN,1.0
27.04,442,CN,1.0,,
27.95,50918,OC,1.0,,
28.04,156851416,Si,1.0,NN,1.0
28.99,1041399,SiH,1.0,HNN,1.0
29.05,9485415,Si,1.0,HSi,1.0
30.04,5616676,Si,1.0,ON,1.0
31.03,88354,HSi,1.0,SiH,1.0
31.99,165677,OO,1.0,SiHH,1.0
32.03,171,NO,1.0,,
32.98,2203,HOO,1.0,,
33.03,1517,OHO,1.0,,
33.98,340,OO,1.0,OHHO,1.0
34.02,329,OO,1.0,,
36.04,69,CCC,1.0,,
37.95,243,NCC,1.0,,
38.99,86574407,K,1.0,,
40.0,1661153,SiC,1.0,CSi,1.0
40.04,216,OCC,1.0,,
40.99,80684,SiC,1.0,CSi,1.0
41.02,6230039,K,1.0,KHH,1.0
41.99,3090343,NSi,1.0,SiN,1.0
42.04,1330,NNN,1.0,KHHH,1.0
42.95,89499,NSi,1.0,SiN,1.0
43.0,77541,SiN,1.0,NSi,1.0
43.95,46473,SiN,1.0,,
44.0,3898724,OSi,1.0,SiO,1.0
44.95,18,HNNO,1.0,,
45.03,223861,OSi,1.0,SiO,1.0
45.95,5087,SiO,1.0,NOO,1.0
45.99,133199,OSi,1.0,SiO,1.0
46.03,1687,SiHO,1.0,SiHHO,1.0
47.05,1405,SiHO,1.0,OSi,1.0
47.97,3362,OOO,1.0,SiO,1.0
48.03,142,OSi,1.0,,
51.05,216207,KC,1.0,,
52.02,5700,SiCC,1.0,KC,1.0
53.0,444870,KN,1.0,KC,1.0
53.05,32,SiCC,1.0,,
53.98,1988,KN,1.0,KC,1.0
54.98,30861,KN,1.0,,
55.04,818967,KO,1.0,,
55.96,6214,KHO,1.0,,
56.01,126,KN,1.0,,
56.04,22926821,SiSi,1.0,SiNN,1.0
56.97,1377,SiNN,1.0,KHHO,1.0
57.02,2395681,SiSi,1.0,SiSi,1.0
58.0,60323,SiSi,1.0,SiNN,1.0
58.04,1540607,SiSi,1.0,SiSi,1.0
58.96,118,KO,1.0,,
59.01,39252,SiSi,1.0,,
59.05,39275,SiSi,1.0,,
59.95,60841,SiOO,1.0,SiSi,1.0
60.0,20,ONNO,1.0,,
60.35333206176758,28331744,Ta,3.0,,
61.01,1784,SiOO,1.0,,
62.02,1312,SiOO,1.0,SiOO,1.0
63.02,1554,KCC,1.0,,
63.99,41,SiCCC,1.0,,
65.03,110,KCC,1.0,,
66.99,7944323,KSi,1.0,,
67.03,7974,KNN,1.0,,
67.97,44,KNN,1.0,,
68.0,405005,KSi,1.0,KNN,1.0
68.98,571672,KSi,1.0,KNN,1.0
69.01,267108,KSi,1.0,,
70.03,29112,KSi,1.0,,
70.98,19207,KSi,1.0,,
71.04,12405,KOO,1.0,,
71.98,475,SiNNO,1.0,,
72.96,13,KOO,1.0,,
72.99,895,KOO,1.0,,
73.03,45,KOO,1.0,SiNNO,1.0
80.96,278672992,Br,1.0,Br,1.0
82.0,786050,BrH,1.0,,
82.04,764359,BrH,1.0,,
83.01,21957,BrHH,1.0,BrHH,1.0
84.03,203,BrHHH,1.0,BrHHH,1.0
90.48,46445514,Ta,2.0,,
92.95,800331,BrC,1.0,BrC,1.0
93.97,4504,BrC,1.0,,
94.02,4389,BrC,1.0,,
94.97,875485,BrN,1.0,,
95.04,900336,BrN,1.0,,
96.0,3617,BrN,1.0,,
96.03,3513,BrN,1.0,,
96.95,1202853,BrO,1.0,,
97.0,1169680,BrO,1.0,,
97.95,14186,BrHO,1.0,,
98.04,13797,BrHO,1.0,,
98.97,2424,BrO,1.0,,
99.0,365,BrHHO,1.0,BrHHO,1.0
99.05,2344,BrO,1.0,,
99.98,79,BrHO,1.0,BrHO,1.0
105.04,4784,BrCC,1.0,BrCC,1.0
106.01,70,BrCC,1.0,BrCC,1.0
107.03,24058768,Ag,1.0,,
108.02,127767,AgH,1.0,,
108.97,16680562,BrSi,1.0,BrNN,1.0
109.04,38608567,Ag,1.0,BrSi,1.0
110.0,945179,BrSi,1.0,AgH,1.0
110.05,849906,BrSi,1.0,BrNN,1.0
110.98,544991,BrSi,1.0,,
111.01,1745,AgHH,1.0,,
111.04,560454,BrSi,1.0,,
112.99,21134,BrOO,1.0,,
113.02,21740,BrOO,1.0,,
115.0,86,BrOO,1.0,BrOO,1.0
115.05,86,BrOO,1.0,BrOO,1.0
119.01,72092,AgC,1.0,,
120.04,816,AgC,1.0,,
121.0,67103,AgC,1.0,,
121.04,166941,AgN,1.0,,
122.02,1406,AgC,1.0,AgN,1.0
122.98,382944,AgO,1.0,AgN,1.0
123.96,2003,AgHO,1.0,,
124.0,614,AgN,1.0,,
124.97,147,BrNNO,1.0,,
125.0,160,BrNNO,1.0,,
125.05,212229,AgO,1.0,AgO,1.0
125.98,1867,AgHO,1.0,,
126.95,29,AgHHO,1.0,,
127.02,427,AgO,1.0,,
131.03,319,AgCC,1.0,,
132.99,288,AgCC,1.0,,
135.01,2523083,AgSi,1.0,,
135.04,1450,AgNN,1.0,,
135.97,128634,AgSi,1.0,,
136.95,2433923,AgSi,1.0,AgSi,1.0
137.96,119659,AgSi,1.0,,
139.03,81717,AgSi,1.0,AgOO,1.0
140.99,2569,AgOO,1.0,,
150.97,35,AgNNO,1.0,,
152.03,371556,Gd,1.0,,
152.98,1597,GdH,1.0,,
153.02,39,AgNNO,1.0,,
153.97,15,GdHH,1.0,,
154.04,4087197,Gd,1.0,,
154.95,27513322,Gd,1.0,GdH,1.0
155.99,118198,GdH,1.0,,
156.04,38085581,Gd,1.0,GdHH,1.0
157.0,29333470,Gd,1.0,GdH,1.0
157.96,39,GdHHH,1.0,,
158.03,46202080,Gd,1.0,GdH,1.0
158.99,46,GdHHH,1.0,,
159.05,200184,GdH,1.0,GdHH,1.0
159.96,9,GdHHH,1.0,,
160.0,3315,GdHH,1.0,,
160.04,40686260,Gd,1.0,,
160.97,56,GdHHH,1.0,,
161.01,174922,GdH,1.0,,
161.98,2924,GdHH,1.0,,
163.04,46,GdHHH,1.0,,
163.98,958,GdC,1.0,,
165.95,1833,GdN,1.0,,
166.01,10458,GdC,1.0,,
167.01,107,GdC,1.0,,
167.05,70403,GdC,1.0,,
167.95,790,GdC,1.0,,
167.99,20277,GdN,1.0,,
168.04,100853,GdC,1.0,GdO,1.0
169.04,212160,GdN,1.0,GdC,1.0
169.95,225909,GdN,1.0,GdO,1.0
169.99,117938,GdC,1.0,,
170.02,1375,GdC,1.0,GdN,1.0
170.97,250832,GdO,1.0,GdN,1.0
171.03,145882,GdN,1.0,GdC,1.0
171.96,681535,GdO,1.0,GdN,1.0
172.97,500,GdO,1.0,,
173.02,269363,GdO,1.0,GdHO,1.0
173.05,1180,GdC,1.0,GdHHO,1.0
174.01,623501,GdO,1.0,GdN,1.0
175.0,4871,GdHO,1.0,GdO,1.0
175.04,796,GdN,1.0,,
