mc,counts,ion,charge,ion2,charge2
1.0,79274867,H,1.0,,
2.0,3629080,HH,1.0,,
3.0,464502,HHH,1.0,,
6.0,3421891,C,2.0,,
6.5,38059,C,2.0,,
7.0,1931754,N,2.0,,
7.5,7758,N,2.0,,
8.0,217756253,O,2.0,,
9.0,436385,O,2.0,,
12.0,1813602,C,1.0,,
13.0,20171,C,1.0,,
14.0,3449561,N,1.0,,
15.0,13853,N,1.0,,
16.0,369078403,O,1.0,,
17.0,15247460,HO,1.0,,
18.0,2258038,HHO,1.0,O,1.0
19.0,30556,HO,1.0,,
20.0,3042,HHO,1.0,,
24.0,5607,CC,1.0,,
25.0,124,CC,1.0,CC,1.0
26.0,5818,NC,1.0,,
27.0,88,NC,1.0,NC,1.0
28.0,8044,NN,1.0,,
29.0,64,NN,1.0,NN,1.0
32.0,80009643,OO,1.0,Zn,2.0
33.0,16349150,HOO,1.0,Zn,2.0
33.5,923000,Zn,2.0,,
34.0,5322348,Zn,2.0,HHOO,1.0
35.0,175426,Zn,2.0,HOO,1.0
36.0,3560,HHOO,1.0,HHOO,1.0
37.0,40,HOO,1.0,,
44.0,4356,NNO,1.0,,
48.0,33819458,OOO,1.0,Ru,2.0
49.0,658048,Ru,2.0,,
49.5,4398536,Ru,2.0,,
50.0,4555773,Ru,2.0,OOO,1.0
50.5,5887804,Ru,2.0,,
51.0,11159891,Ru,2.0,Pd,2.0
52.0,8869035,Ru,2.0,Pd,2.0
52.5,4805680,Pd,2.0,,
53.0,5883187,Pd,2.0,,
54.0,5710786,Pd,2.0,,
55.0,2521365,Pd,2.0,,
64.0,16832195,Zn,1.0,,
66.0,9662926,Zn,1.0,,
67.0,1420000,Zn,1.0,,
68.0,6511219,Zn,1.0,,
70.0,207804,Zn,1.0,,
84.0,207804,Sr,1.0,,
86.0,3428780,Sr,1.0,,
87.0,2424390,Sr,1.0,,
88.0,28607805,Sr,1.0,,
96.0,1276268,Ru,1.0,,
98.0,440892,Ru,1.0,,
99.0,2947019,Ru,1.0,,
100.0,2923814,Ru,1.0,,
101.0,3944829,Ru,1.0,,
102.0,7717565,Ru,1.0,Pd,1.0
104.0,8610856,Ru,1.0,Pd,1.0
105.0,8581572,Pd,1.0,,
106.0,10505690,Pd,1.0,,
108.0,10201871,Pd,1.0,RuC,1.0
109.0,44,RuC,1.0,,
110.0,4503834,Pd,1.0,RuC,1.0
111.0,9327,RuC,1.0,,
112.0,9357,RuC,1.0,RuC,1.0
113.0,12588,RuC,1.0,RuC,1.0
114.0,23347,RuC,1.0,RuC,1.0
115.0,258,RuC,1.0,,
116.0,13734,RuC,1.0,,
117.0,152,RuC,1.0,,
128.0,183561,ZnZn,1.0,,
130.0,210755,ZnZn,1.0,ZnZn,1.0
131.0,30971,ZnZn,1.0,ZnZn,1.0
132.0,202509,ZnZn,1.0,ZnZn,1.0
133.0,17779,ZnZn,1.0,ZnZn,1.0
134.0,87365,ZnZn,1.0,ZnZn,1.0
135.0,11980,ZnZn,1.0,ZnZn,1.0
136.0,30069,ZnZn,1.0,ZnZn,1.0
137.0,382,ZnZn,1.0,ZnZn,1.0
138.0,1753,ZnZn,1.0,ZnZn,1.0
140.0,27,ZnZn,1.0,,
142.0,9385853,Nd,1.0,,
143.0,4225365,Nd,1.0,,
144.0,8242927,Nd,1.0,,
145.0,2874634,Nd,1.0,,
146.0,5957073,Nd,1.0,,
148.0,2008780,Nd,1.0,,
150.0,1939512,Nd,1.0,,
204.0,1077506,Pb,1.0,,
206.0,18548509,Pb,1.0,,
207.0,17009214,Pb,1.0,,
208.0,40329539,Pb,1.0,,
