mc,counts,ion,charge,ion2,charge2
1.0,9063540,H,1.0,,
2.0,41652,HH,1.0,,
3.0,635,HHH,1.0,,
6.0,3356401,C,2.0,,
6.5,37331,C,2.0,,
7.0,88002138,N,2.0,,
7.5,353422,N,2.0,,
8.0,6779991,O,2.0,,
9.0,13587,O,2.0,,
12.0,1778892,C,1.0,,
13.0,19785,C,1.0,,
14.0,157146671,N,1.0,,
15.0,631111,N,1.0,,
16.0,11299986,O,1.0,,
17.0,62027,HO,1.0,,
18.0,23437,O,1.0,HHO,1.0
19.0,124,HO,1.0,,
24.0,5712,CC,1.0,,
25.0,127,CC,1.0,CC,1.0
26.0,222865,NC,1.0,,
27.0,3373,NC,1.0,NC,1.0
28.0,17390897,NN,1.0,,
29.0,139685,NN,1.0,NN,1.0
30.0,280,NN,1.0,,
32.0,89922,OO,1.0,,
33.0,757,HOO,1.0,,
34.0,360,OO,1.0,OO,1.0
34.5,87500348,Ga,2.0,,
35.5,58090911,Ga,2.0,,
36.0,27,CCC,1.0,,
44.0,215891,NNO,1.0,,
45.0,1734,NNO,1.0,NNO,1.0
46.0,432,NNO,1.0,,
48.0,1116,OOO,1.0,,
51.5,72795624,Rh,2.0,,
58.0,16645933,Sn,2.0,,
59.0,27516745,Sn,2.0,,
59.5,9738436,Sn,2.0,,
60.0,36688995,Sn,2.0,,
61.0,5208931,Sn,2.0,,
62.0,6341308,Sn,2.0,,
69.0,162037671,Ga,1.0,,
70.0,910140,GaH,1.0,,
71.0,107587379,Ga,1.0,GaHH,1.0
72.0,604236,GaH,1.0,,
73.0,7713,GaHH,1.0,,
103.0,42221460,Rh,1.0,,
116.0,8489425,Sn,1.0,,
118.0,14033539,Sn,1.0,,
119.0,4966602,Sn,1.0,,
120.0,18711387,Sn,1.0,,
122.0,2656554,Sn,1.0,,
124.0,3234067,Sn,1.0,,
162.0,72795,Er,1.0,,
164.0,1164729,Er,1.0,,
166.0,24459329,Er,1.0,,
167.0,16742994,Er,1.0,,
168.0,19509228,Er,1.0,,
170.0,10846548,Er,1.0,,
