mc,counts,ion,charge,ion2,charge2
1.0,2332857,H,1.0,,
2.0,2529,HH,1.0,,
6.0,1151868,C,2.0,,
6.5,12811,C,2.0,,
7.0,2124963,N,2.0,,
7.5,8533,N,2.0,,
8.0,74459603,O,2.0,,
9.0,149217,O,2.0,,
12.0,645046,C,1.0,,
13.0,7174,C,1.0,,
14.0,32799264,Si,2.0,N,1.0
14.5,1494402,Si,2.0,,
15.0,999659,Si,2.0,N,1.0
16.0,114553239,O,1.0,,
17.0,116680,HO,1.0,,
18.0,1193508,Fe,3.0,O,1.0
18.66666603088379,15234397,Fe,3.0,,
19.0,365726,Fe,3.0,HO,1.0
19.33333396911621,49839,Fe,3.0,,
24.0,579,CC,1.0,,
25.0,262315,V,2.0,,
25.5,87263545,V,2.0,,
26.0,1695,NC,1.0,,
27.0,2535714,Fe,2.0,,
28.0,57686614,Fe,2.0,Si,1.0
28.5,961822,Fe,2.0,,
29.0,1027852,Si,1.0,Fe,2.0
30.0,591401,Si,1.0,,
32.0,5914341,OO,1.0,,
33.0,20040,HOO,1.0,,
34.0,23786,OO,1.0,OO,1.0
35.0,8962518,Ge,2.0,HOO,1.0
36.0,11979088,Ge,2.0,OO,1.0
36.5,3410098,Ge,2.0,,
37.0,15957512,Ge,2.0,,
37.5,47129310,As,2.0,Ge,2.0
40.0,17121,SiC,1.0,,
41.0,1063,SiC,1.0,SiC,1.0
42.0,52356,SiN,1.0,SiC,1.0
43.0,2847,SiN,1.0,SiN,1.0
44.0,1989363,SiO,1.0,SiN,1.0
45.0,106239,SiO,1.0,SiHO,1.0
46.0,71049,SiO,1.0,SiO,1.0
47.0,370,SiO,1.0,SiHO,1.0
48.0,1192927,OOO,1.0,SiO,1.0
50.0,161937,V,1.0,OOO,1.0
51.0,51485488,V,1.0,,
54.0,1394642,Fe,1.0,,
56.0,22049785,Fe,1.0,,
57.0,529002,Fe,1.0,,
58.0,72136,Fe,1.0,,
60.0,320514,SiOO,1.0,,
61.0,16338,SiOO,1.0,,
62.0,12061,SiOO,1.0,SiOO,1.0
63.0,65,SiOO,1.0,SiOO,1.0
64.0,43,SiOO,1.0,SiOO,1.0
70.0,5020866,Ge,1.0,SiSiN,1.0
71.0,193,SiSiN,1.0,SiSiN,1.0
72.0,6708403,Ge,1.0,SiSiN,1.0
73.0,1909655,Ge,1.0,,
74.0,8936207,Ge,1.0,,
75.0,24643645,As,1.0,Ge,1.0
92.5,49052954,Re,2.0,,
93.5,82104680,Re,2.0,,
95.5,16307266,Ir,2.0,,
96.5,27411946,Ir,2.0,,
104.0,2236,SiSiOOO,1.0,,
105.0,228,SiSiOOO,1.0,SiSiOOO,1.0
106.0,150,SiSiOOO,1.0,SiSiOOO,1.0
133.0,131157639,Cs,1.0,,
136.0,48,SiSiOOOOO,1.0,,
150.0,1076827,AsAs,1.0,,
162.0,31795,Er,1.0,,
164.0,508732,Er,1.0,,
166.0,10683385,Er,1.0,,
167.0,7313031,Er,1.0,,
168.0,8521271,Er,1.0,,
170.0,4737572,Er,1.0,,
185.0,28941242,Re,1.0,,
187.0,48441757,Re,1.0,,
225.0,74595,AsAsAs,1.0,,
300.0,5001,AsAsAsAs,1.0,,
