mc,counts,ion,charge,ion2,charge2
1.0,13154722,H,1.0,,
2.0,75555,HH,1.0,,
3.0,1806,HHH,1.0,,
6.0,6495257,C,2.0,,
6.5,72242,C,2.0,,
7.0,8643067,N,2.0,,
7.5,34711,N,2.0,,
8.0,13187461,O,2.0,,
9.0,26427,O,2.0,,
12.0,4221917,C,1.0,,
13.0,46957,C,1.0,,
14.0,13095555,N,1.0,,
15.0,52592,N,1.0,,
16.0,19682778,O,1.0,,
17.0,138577,HO,1.0,,
18.0,42079,O,1.0,HHO,1.0
19.0,277,HO,1.0,,
24.0,24362,CC,1.0,,
25.0,541,CC,1.0,CC,1.0
26.0,52712,NC,1.0,,
27.0,797,NC,1.0,NC,1.0
28.0,106277,NN,1.0,,
29.0,853,NN,1.0,NN,1.0
32.0,240086,OO,1.0,,
33.0,3336,HOO,1.0,,
34.0,1033,OO,1.0,OO,1.0
36.0,255,CCC,1.0,,
44.0,2678,NNO,1.0,,
48.0,5445,OOO,1.0,,
51.5,219135798,Rh,2.0,,
56.5,5936388,In,2.0,,
57.5,132119165,In,2.0,,
103.0,109567899,Rh,1.0,,
113.0,9422839,In,1.0,,
115.0,209712962,In,1.0,,
169.0,219135798,Tm,1.0,,
