mc,counts,ion,charge,ion2,charge2
1.0,2315745,H,1.0,,
2.0,3172,HH,1.0,,
6.0,2286838,C,2.0,,
6.5,25435,C,2.0,,
7.0,2956585,N,2.0,,
7.5,11873,N,2.0,,
8.0,39385520,O,2.0,,
9.0,78928,O,2.0,,
12.0,1440708,C,1.0,,
13.0,16024,C,1.0,,
14.0,5186992,N,1.0,,
15.0,20831,N,1.0,,
16.0,63525032,O,1.0,,
17.0,95309,HO,1.0,,
18.0,127527,O,1.0,HHO,1.0
19.0,57864900,F,1.0,HO,1.0
22.5,8853300,Sc,2.0,,
24.0,2872,CC,1.0,,
25.0,63,CC,1.0,CC,1.0
26.0,8019,NC,1.0,,
27.0,121,NC,1.0,NC,1.0
27.5,57864709,Mn,2.0,,
28.0,12126,NN,1.0,,
29.0,97,NN,1.0,NN,1.0
32.0,2159807,OO,1.0,,
33.0,7229,HOO,1.0,,
34.0,8680,OO,1.0,OO,1.0
35.0,78950612,Cl,1.0,,
37.0,25205868,Cl,1.0,,
39.0,16178973,K,1.0,,
41.0,1163080,K,1.0,,
44.0,1288,NNO,1.0,,
45.0,17359412,Sc,1.0,,
48.0,6568530,Ru,2.0,OOO,1.0
49.0,2198858,Ru,2.0,,
49.5,14697636,Ru,2.0,,
50.0,14583130,Ru,2.0,OOO,1.0
50.5,19674002,Ru,2.0,,
51.0,36570496,Ru,2.0,,
52.0,21641401,Ru,2.0,,
55.0,36454766,Mn,1.0,,
71.0,1604951,MnO,1.0,,
73.0,3216,MnO,1.0,,
87.0,231609,MnOO,1.0,,
88.0,559,MnOOH,1.0,,
89.0,928,MnOO,1.0,MnOO,1.0
96.0,4073675,Ru,1.0,,
98.0,1407269,Ru,1.0,,
98.5,87231049,Au,2.0,,
99.0,9406486,Ru,1.0,,
100.0,9332420,Ru,1.0,,
101.0,12591361,Ru,1.0,,
102.0,23405116,Ru,1.0,,
103.0,17406,MnOOO,1.0,,
104.0,13850557,Ru,1.0,MnOOOH,1.0
105.0,104,MnOOO,1.0,MnOOO,1.0
108.0,9225,RuC,1.0,,
109.0,102,RuC,1.0,,
110.0,3187,RuC,1.0,,
111.0,21338,RuC,1.0,RuC,1.0
112.0,21372,RuC,1.0,RuC,1.0
113.0,28750,RuC,1.0,RuC,1.0
114.0,53322,RuC,1.0,RuC,1.0
115.0,589,RuC,1.0,,
116.0,31367,RuC,1.0,,
117.0,348,RuC,1.0,,
119.0,1149,MnOOOO,1.0,,
133.0,34718825,Cs,1.0,,
142.0,15681336,Nd,1.0,,
143.0,7059494,Nd,1.0,,
144.0,13771801,Nd,1.0,,
145.0,4802771,Nd,1.0,,
146.0,9952730,Nd,1.0,,
148.0,3356153,Nd,1.0,,
150.0,3240423,Nd,1.0,,
197.0,130195594,Au,1.0,,
199.0,664,AuHH,1.0,,
211.0,370952,AuN,1.0,,
212.0,1489,AuN,1.0,,
225.0,2571,AuNN,1.0,,
233.0,43398532,Th,1.0,,
