mc,counts,ion,charge,ion2,charge2
1.0,11222038,H,1.0,,
2.0,65627,HH,1.0,,
3.0,1009,HHH,1.0,,
6.0,24124054,C,2.0,,
6.5,268316,C,2.0,,
7.0,5731012,N,2.0,,
7.5,23016,N,2.0,,
8.0,7263582,O,2.0,,
9.0,14556,O,2.0,,
12.0,133826251,Mg,2.0,C,1.0
12.5,15310426,Mg,2.0,,
13.0,17139463,Mg,2.0,C,1.0
14.0,10054407,N,1.0,,
15.0,40379,N,1.0,,
16.0,12311157,O,1.0,,
17.0,77834,HO,1.0,,
18.0,25625,O,1.0,HHO,1.0
19.0,155,HO,1.0,,
24.0,232658744,Mg,1.0,CC,1.0
25.0,29450968,Mg,1.0,CC,1.0
26.0,32839061,Mg,1.0,NC,1.0
27.0,2378,NC,1.0,NC,1.0
28.0,56952,NN,1.0,,
29.0,457,NN,1.0,NN,1.0
30.0,4548963,Zr,3.0,,
30.33333396911621,998121,Zr,3.0,,
30.66666603088379,1519265,Zr,3.0,,
31.33333396911621,1528098,Zr,3.0,,
32.0,319902,Zr,3.0,OO,1.0
33.0,1214,HOO,1.0,,
34.0,315,OO,1.0,OO,1.0
36.0,10861,CCC,1.0,,
37.0,362,CCC,1.0,CCC,1.0
44.0,839,NNO,1.0,,
45.0,10830865,Zr,2.0,,
45.5,2376480,Zr,2.0,,
46.0,3617298,Zr,2.0,,
47.0,3638329,Zr,2.0,,
48.0,590232,Zr,2.0,OOO,1.0
74.0,757109,Se,1.0,,
76.0,7571090,Se,1.0,,
77.0,6393364,Se,1.0,,
78.0,19768957,Se,1.0,,
80.0,41725118,Se,1.0,,
82.0,7907582,Se,1.0,,
90.0,6606827,Zr,1.0,,
91.0,1535248,Zr,1.0,ZrH,1.0
92.0,2225333,Zr,1.0,ZrH,1.0
92.5,62924172,Re,2.0,,
93.0,28586,ZrH,1.0,,
93.5,105322279,Re,2.0,,
94.0,2219380,Zr,1.0,,
95.0,28753,ZrH,1.0,,
96.0,359206,Zr,1.0,,
97.0,4653,ZrH,1.0,,
98.5,52997630,Au,2.0,,
106.0,86389,ZrO,1.0,,
107.0,18955,ZrO,1.0,,
108.0,29025,ZrO,1.0,ZrO,1.0
109.0,37,ZrO,1.0,,
110.0,29078,ZrO,1.0,ZrO,1.0
112.0,4755,ZrO,1.0,ZrO,1.0
185.0,38383745,Re,1.0,,
187.0,64246592,Re,1.0,,
197.0,84123220,Au,1.0,,
199.0,7145,AuHH,1.0,,
211.0,476512,AuN,1.0,,
212.0,1913,AuN,1.0,,
225.0,7928,AuNN,1.0,,
226.0,63,AuNN,1.0,AuNN,1.0
